target_id,subject,version,function_name,major_target_dir,run_name,config_path,exported_mutant_java_files,status,return_code,run_dir,execution_summary_json
cli_7f_appendUsage__line258_320,Cli_7,f,appendUsage,/home/francisco/mt-harness/harness/executions/java/major/major_full_catalog_try2/targets/cli_7f_appendUsage__line258_320,major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_7f_appendUsage__line258_320,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/configs/cli_7f_appendUsage__line258_320.json,23,ok,0,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_7f_appendUsage__line258_320,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_7f_appendUsage__line258_320/execution/summary.json
cli_14f_appendUsage__line298_390,Cli_14,f,appendUsage,/home/francisco/mt-harness/harness/executions/java/major/major_full_catalog_try2/targets/cli_14f_appendUsage__line298_390,major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_14f_appendUsage__line298_390,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/configs/cli_14f_appendUsage__line298_390.json,34,ok,0,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_14f_appendUsage__line298_390,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_14f_appendUsage__line298_390/execution/summary.json
cli_28f_handleShortAndLongOption__line375_463,Cli_28,f,handleShortAndLongOption,/home/francisco/mt-harness/harness/executions/java/major/major_full_catalog_try2/targets/cli_28f_handleShortAndLongOption__line375_463,major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_28f_handleShortAndLongOption__line375_463,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/configs/cli_28f_handleShortAndLongOption__line375_463.json,36,failed,1,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_28f_handleShortAndLongOption__line375_463,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_28f_handleShortAndLongOption__line375_463/execution/summary.json
cli_7f_wrap__line340_438,Cli_7,f,wrap,/home/francisco/mt-harness/harness/executions/java/major/major_full_catalog_try2/targets/cli_7f_wrap__line340_438,major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_7f_wrap__line340_438,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/configs/cli_7f_wrap__line340_438.json,22,ok,0,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_7f_wrap__line340_438,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_7f_wrap__line340_438/execution/summary.json
cli_40f_flatten__line94_174,Cli_40,f,flatten,/home/francisco/mt-harness/harness/executions/java/major/major_full_catalog_try2/targets/cli_40f_flatten__line94_174,major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_40f_flatten__line94_174,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/configs/cli_40f_flatten__line94_174.json,39,ok,0,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_40f_flatten__line94_174,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_40f_flatten__line94_174/execution/summary.json
cli_40f_parse__line144_244,Cli_40,f,parse,/home/francisco/mt-harness/harness/executions/java/major/major_full_catalog_try2/targets/cli_40f_parse__line144_244,major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_40f_parse__line144_244,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/configs/cli_40f_parse__line144_244.json,34,ok,0,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_40f_parse__line144_244,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_40f_parse__line144_244/execution/summary.json
cli_1f_findWrapPos__line789_833,Cli_1,f,findWrapPos,/home/francisco/mt-harness/harness/executions/java/major/major_full_catalog_try2/targets/cli_1f_findWrapPos__line789_833,major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_1f_findWrapPos__line789_833,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/configs/cli_1f_findWrapPos__line789_833.json,13,ok,0,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_1f_findWrapPos__line789_833,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_1f_findWrapPos__line789_833/execution/summary.json
cli_3f_createValue__line59_101,Cli_3,f,createValue,/home/francisco/mt-harness/harness/executions/java/major/major_full_catalog_try2/targets/cli_3f_createValue__line59_101,major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_3f_createValue__line59_101,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/configs/cli_3f_createValue__line59_101.json,10,ok,0,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_3f_createValue__line59_101,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_3f_createValue__line59_101/execution/summary.json
cli_30f_createValue__line60_102,Cli_30,f,createValue,/home/francisco/mt-harness/harness/executions/java/major/major_full_catalog_try2/targets/cli_30f_createValue__line60_102,major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_30f_createValue__line60_102,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/configs/cli_30f_createValue__line60_102.json,10,ok,0,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_30f_createValue__line60_102,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_30f_createValue__line60_102/execution/summary.json
cli_30f_processProperties__line252_305,Cli_30,f,processProperties,/home/francisco/mt-harness/harness/executions/java/major/major_full_catalog_try2/targets/cli_30f_processProperties__line252_305,major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_30f_processProperties__line252_305,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/configs/cli_30f_processProperties__line252_305.json,14,ok,0,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_30f_processProperties__line252_305,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_30f_processProperties__line252_305/execution/summary.json
cli_7f_process__line156_235,Cli_7,f,process,/home/francisco/mt-harness/harness/executions/java/major/major_full_catalog_try2/targets/cli_7f_process__line156_235,major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_7f_process__line156_235,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/configs/cli_7f_process__line156_235.json,20,ok,0,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_7f_process__line156_235,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_7f_process__line156_235/execution/summary.json
cli_1f_parse__line129_220,Cli_1,f,parse,/home/francisco/mt-harness/harness/executions/java/major/major_full_catalog_try2/targets/cli_1f_parse__line129_220,major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_1f_parse__line129_220,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/configs/cli_1f_parse__line129_220.json,36,ok,0,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_1f_parse__line129_220,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_1f_parse__line129_220/execution/summary.json
closure_106f_precedence__line605_680,Closure_106,f,precedence,/home/francisco/mt-harness/harness/executions/java/major/major_full_catalog_try2/targets/closure_106f_precedence__line605_680,major_exec__major_full_catalog_try2_exec_no_cap_mw8__closure_106f_precedence__line605_680,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/configs/closure_106f_precedence__line605_680.json,33,prepared,,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__closure_106f_precedence__line605_680,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__closure_106f_precedence__line605_680/execution/summary.json
codec_9f_colognePhonetic__line293_383,Codec_9,f,colognePhonetic,/home/francisco/mt-harness/harness/executions/java/major/major_full_catalog_try2/targets/codec_9f_colognePhonetic__line293_383,major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_9f_colognePhonetic__line293_383,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/configs/codec_9f_colognePhonetic__line293_383.json,25,prepared,,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_9f_colognePhonetic__line293_383,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_9f_colognePhonetic__line293_383/execution/summary.json
codec_1f_handleG__line418_469,Codec_1,f,handleG,/home/francisco/mt-harness/harness/executions/java/major/major_full_catalog_try2/targets/codec_1f_handleG__line418_469,major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_1f_handleG__line418_469,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/configs/codec_1f_handleG__line418_469.json,113,prepared,,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_1f_handleG__line418_469,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_1f_handleG__line418_469/execution/summary.json
codec_13f_handleG__line408_461,Codec_13,f,handleG,/home/francisco/mt-harness/harness/executions/java/major/major_full_catalog_try2/targets/codec_13f_handleG__line408_461,major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_13f_handleG__line408_461,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/configs/codec_13f_handleG__line408_461.json,113,prepared,,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_13f_handleG__line408_461,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_13f_handleG__line408_461/execution/summary.json
codec_11f_pattern__line405_496,Codec_11,f,pattern,/home/francisco/mt-harness/harness/executions/java/major/major_full_catalog_try2/targets/codec_11f_pattern__line405_496,major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_11f_pattern__line405_496,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/configs/codec_11f_pattern__line405_496.json,52,prepared,,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_11f_pattern__line405_496,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_11f_pattern__line405_496/execution/summary.json
codec_1f_handleC__line281_330,Codec_1,f,handleC,/home/francisco/mt-harness/harness/executions/java/major/major_full_catalog_try2/targets/codec_1f_handleC__line281_330,major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_1f_handleC__line281_330,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/configs/codec_1f_handleC__line281_330.json,96,prepared,,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_1f_handleC__line281_330,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_1f_handleC__line281_330/execution/summary.json
codec_1f_handleS__line612_660,Codec_1,f,handleS,/home/francisco/mt-harness/harness/executions/java/major/major_full_catalog_try2/targets/codec_1f_handleS__line612_660,major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_1f_handleS__line612_660,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/configs/codec_1f_handleS__line612_660.json,94,prepared,,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_1f_handleS__line612_660,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_1f_handleS__line612_660/execution/summary.json
codec_13f_handleS__line597_642,Codec_13,f,handleS,/home/francisco/mt-harness/harness/executions/java/major/major_full_catalog_try2/targets/codec_13f_handleS__line597_642,major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_13f_handleS__line597_642,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/configs/codec_13f_handleS__line597_642.json,94,prepared,,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_13f_handleS__line597_642,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_13f_handleS__line597_642/execution/summary.json
codec_9f_read__line76_117,Codec_9,f,read,/home/francisco/mt-harness/harness/executions/java/major/major_full_catalog_try2/targets/codec_9f_read__line76_117,major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_9f_read__line76_117,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/configs/codec_9f_read__line76_117.json,53,prepared,,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_9f_read__line76_117,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_9f_read__line76_117/execution/summary.json
codec_13f_encode__line385_469,Codec_13,f,encode,/home/francisco/mt-harness/harness/executions/java/major/major_full_catalog_try2/targets/codec_13f_encode__line385_469,major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_13f_encode__line385_469,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/configs/codec_13f_encode__line385_469.json,52,prepared,,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_13f_encode__line385_469,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_13f_encode__line385_469/execution/summary.json
codec_1f_handleJ__line526_556,Codec_1,f,handleJ,/home/francisco/mt-harness/harness/executions/java/major/major_full_catalog_try2/targets/codec_1f_handleJ__line526_556,major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_1f_handleJ__line526_556,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/configs/codec_1f_handleJ__line526_556.json,48,prepared,,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_1f_handleJ__line526_556,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__codec_1f_handleJ__line526_556/execution/summary.json
