mutant_hash,org.apache.commons.compress.IOMethodsTest::testReadJar,org.apache.commons.compress.IOMethodsTest::testReadZip,org.apache.commons.compress.IOMethodsTest::testWriteJar,org.apache.commons.compress.IOMethodsTest::testWriteZip,org.apache.commons.compress.archivers.ArchiveOutputStreamTest::testCallSequenceJar,org.apache.commons.compress.archivers.ArchiveOutputStreamTest::testCallSequenceZip,org.apache.commons.compress.archivers.ArchiveOutputStreamTest::testFinish,org.apache.commons.compress.archivers.ArchiveOutputStreamTest::testOptionalFinish,org.apache.commons.compress.archivers.JarTestCase::testJarArchiveCreation,org.apache.commons.compress.archivers.ZipTestCase::testCopyRawEntriesFromFile,org.apache.commons.compress.archivers.ZipTestCase::testCopyRawZip64EntryFromFile,org.apache.commons.compress.archivers.ZipTestCase::testDirectoryEntryFromFile,org.apache.commons.compress.archivers.ZipTestCase::testExplicitDirectoryEntry,org.apache.commons.compress.archivers.ZipTestCase::testExplicitFileEntry,org.apache.commons.compress.archivers.ZipTestCase::testFileEntryFromFile,org.apache.commons.compress.archivers.ZipTestCase::testUnixModeInAddRaw,org.apache.commons.compress.archivers.ZipTestCase::testZipArchiveCreation,org.apache.commons.compress.archivers.jar.JarArchiveOutputStreamTest::testJarMarker,org.apache.commons.compress.archivers.zip.ParallelScatterZipCreatorTest::callableApi,org.apache.commons.compress.archivers.zip.ParallelScatterZipCreatorTest::concurrent,org.apache.commons.compress.archivers.zip.ScatterSampleTest::testSample,org.apache.commons.compress.archivers.zip.ScatterZipOutputStreamTest::putArchiveEntry,org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testASCIIFileRoundtripExplicitUnicodeExtra,org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testASCIIFileRoundtripImplicitUnicodeExtra,org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testCP437FileRoundtripExplicitUnicodeExtra,org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testCP437FileRoundtripImplicitUnicodeExtra,org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testUtf8FileRoundtripExplicitUnicodeExtra,org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testUtf8FileRoundtripImplicitUnicodeExtra,org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testUtf8FileRoundtripNoEFSExplicitUnicodeExtra,org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testUtf8FileRoundtripNoEFSImplicitUnicodeExtra,org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testZipArchiveInputStreamReadsUnicodeFields,org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testZipFileReadsUnicodeFields,org.apache.commons.compress.archivers.zip.X5455_ExtendedTimestampTest::testWriteReadRoundtrip,org.apache.commons.compress.archivers.zip.ZipFileTest::testReadingOfStoredEntry,org.apache.commons.compress.changes.ChangeSetTestCase::testAddAllreadyExistingWithReplaceFalse,org.apache.commons.compress.changes.ChangeSetTestCase::testAddAllreadyExistingWithReplaceTrue,org.apache.commons.compress.changes.ChangeSetTestCase::testAddToEmptyArchive,org.apache.commons.compress.changes.ChangeSetTestCase::testDeleteAddToOneFileArchive,org.apache.commons.compress.changes.ChangeSetTestCase::testDeleteFromAndAddToJar,org.apache.commons.compress.changes.ChangeSetTestCase::testDeleteFromAndAddToZip,org.apache.commons.compress.changes.ChangeSetTestCase::testDeleteFromAndAddToZipUsingZipFilePerform,org.apache.commons.compress.changes.ChangeSetTestCase::testDeleteFromJar,org.apache.commons.compress.changes.ChangeSetTestCase::testDeleteFromZip,org.apache.commons.compress.changes.ChangeSetTestCase::testDeletePlusAddSame,org.apache.commons.compress.compressors.Pack200TestCase::testJarArchiveCreationInMemory,org.apache.commons.compress.compressors.Pack200TestCase::testJarArchiveCreationTempFile,n_tests_killing,killed
9e13c7a349ac7e3fa23bf0bdc7dca02efb67f4b32b283d50aa8a2184b8e6e21b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a14937585a495a6197b8c60493533609d7f077ce7764236d1a780b106aa2c560,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,15,1
ac5c5312f6be7a3d1cb6b37b59330939b382297a1b6263126e60f4c8c38043bb,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,36,1
b11075a780d94cec659a5f4abf3ef7256bfdc60b5221a750455930d41ebfc1e8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b78844c3088f5c6c4050b6cd147e0bc69a656e5833d4eec75f85529b85feb2bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bb1c183d92927b5600637cf707fd5d80864b8956b0f6f092d2a323c22fe2619d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bb470ea46b7a0d98b2b2505628b0626681f429fca4775edff0a9dde8ad235c1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c3a7078c188f6c278454e6c42cefc384a13fb85f728dce2b56c1d49508cd5464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c834b15d768252bb39c6880d21035d55f9b40e06db55c0b2694f1b56527e71c2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cb7b92766d78d5c4d1d721f7fce95a4405de2d451063d51aa310d55e8ceae543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d34812f20d27d0903dd0a3517a7826bf7eab3635e94be4c40d50da01ac37a4d7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d6c3399d22ea701982135b3902e65c935c1901bc24a347d24ece12b61714b13d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d9acc8c0f17d46b681b4f64cb6db8033ba3bda5e65dffadbdb5f53f858dc169d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dc0854e692c7b47bd5d5fed0ad75b9e80fce43ced69e2718c6ac2d427c54e1cb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e7d4d9d8e9d1a6baa488106ceb4d01f918c62de2b5345d74a9ae51c4b4d1b182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e9c85f62bfba3e24f09d3371f866e8a1b0ba5f7e38dfaa4fe2d8770933fc5ad8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ebf76ee9253ec237bd165e221505a788fc866c819b29f7ec0a3ea05cb0dee4ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f2a9d6802adee721ae28eabd19dc5a54d8701b1f12a70d03885fbfcd1af4ce1c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f2c2153694e00e4e780268ad0abb91ef931e12fedbf4c3d35626a30ff7f2d3d9,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,1
f87474c127823cc38af313e12c226a4021cc1840b181afeb97b32aa52fbeb331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fa275b8eb41036c9e0348db8ea10c569ffbd49b28c59375a3f964b21f86221e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
