mutant_hash,com.fasterxml.jackson.dataformat.xml.RoundtripContentTest::testRoundtrip,com.fasterxml.jackson.dataformat.xml.deser.TestDeserialization::testRoundTripWithJacksonExample,com.fasterxml.jackson.dataformat.xml.deser.TestEnums::testEnum,com.fasterxml.jackson.dataformat.xml.deser.TestViews::testIssue44,com.fasterxml.jackson.dataformat.xml.deser.TestViews::testIssue7,com.fasterxml.jackson.dataformat.xml.deser.TestViews::testNullSuppression,com.fasterxml.jackson.dataformat.xml.incr.IncrementalWritingTest::testSimple,com.fasterxml.jackson.dataformat.xml.jaxb.AttributesWithJAXBTest::testAttributeAndElement,com.fasterxml.jackson.dataformat.xml.jaxb.AttributesWithJAXBTest::testTwoAttributes,com.fasterxml.jackson.dataformat.xml.jaxb.ElementWrapperTest::testElementWrapper,com.fasterxml.jackson.dataformat.xml.jaxb.ElementWrapperTest::testNoElementWrapper,com.fasterxml.jackson.dataformat.xml.jaxb.WithJAXBAnnotationsTest::testAsTextWithJAXB,com.fasterxml.jackson.dataformat.xml.jaxb.WithJAXBAnnotationsTest::testPersonAsXml,com.fasterxml.jackson.dataformat.xml.jaxb.WithJAXBAnnotationsTest::testRootName,com.fasterxml.jackson.dataformat.xml.jaxb.WithJAXBAnnotationsTest::testSerializeAsAttr,com.fasterxml.jackson.dataformat.xml.lists.Issue101UnwrappedListAttributesTest::testWithTwoAttributes,com.fasterxml.jackson.dataformat.xml.lists.ListAnnotationSharingTest::testAnnotationSharing,com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest::testWrappedList,com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest::testWrappedListWithGetters,com.fasterxml.jackson.dataformat.xml.lists.ListRoundtripTest::testListWithAttrOnlyValues,com.fasterxml.jackson.dataformat.xml.lists.ListRoundtripTest::testParentListRoundtrip,com.fasterxml.jackson.dataformat.xml.lists.ListSerializationTest::testSimpleWrappedList,com.fasterxml.jackson.dataformat.xml.lists.ListSerializationTest::testStringList,com.fasterxml.jackson.dataformat.xml.lists.RootListHandlingTest::testArraySerialization,com.fasterxml.jackson.dataformat.xml.lists.RootListHandlingTest::testListSerialization,com.fasterxml.jackson.dataformat.xml.lists.UnwrappedListsTest::testDefaultWrapping,com.fasterxml.jackson.dataformat.xml.lists.UnwrappedListsTest::testUnwrappedLists,com.fasterxml.jackson.dataformat.xml.lists.UnwrappedListsTest::testWrappedLists,com.fasterxml.jackson.dataformat.xml.lists.WrappedListsTest::testEmptyList,com.fasterxml.jackson.dataformat.xml.misc.EmptyPolymorphicTest::testEmpty,com.fasterxml.jackson.dataformat.xml.misc.PolymorphicTypesTest::testAsClassObject,com.fasterxml.jackson.dataformat.xml.misc.PolymorphicTypesTest::testAsClassProperty,com.fasterxml.jackson.dataformat.xml.misc.PolymorphicTypesTest::testAsPropertyWithObjectId,com.fasterxml.jackson.dataformat.xml.misc.TextValueTest::testIssue66,com.fasterxml.jackson.dataformat.xml.misc.TextValueTest::testSerializeAsText,com.fasterxml.jackson.dataformat.xml.misc.TextValueTest::testTextOnlyPojo,com.fasterxml.jackson.dataformat.xml.misc.UnwrappingWithXMLTest::testSimpleUnwrappingRoundtrip,com.fasterxml.jackson.dataformat.xml.misc.UnwrappingWithXMLTest::testUnwrappingSubWithAttribute,com.fasterxml.jackson.dataformat.xml.misc.UnwrappingWithXMLTest::testUnwrappingWithAttribute,com.fasterxml.jackson.dataformat.xml.misc.XmlTextTest::testXmlTextWithSuppressedValue,com.fasterxml.jackson.dataformat.xml.ser.TestIndentation::testEmptyElem,com.fasterxml.jackson.dataformat.xml.ser.TestIndentation::testMultiLevel172,com.fasterxml.jackson.dataformat.xml.ser.TestIndentation::testSimpleIntBean,com.fasterxml.jackson.dataformat.xml.ser.TestIndentation::testSimpleMap,com.fasterxml.jackson.dataformat.xml.ser.TestIndentation::testSimpleStringBean,com.fasterxml.jackson.dataformat.xml.ser.TestIndentation::testWithAttr,com.fasterxml.jackson.dataformat.xml.ser.TestJDKSerializability::testMapper,com.fasterxml.jackson.dataformat.xml.ser.TestNamespaces::testRootNamespace,com.fasterxml.jackson.dataformat.xml.ser.TestSerialization::testCDataString,com.fasterxml.jackson.dataformat.xml.ser.TestSerialization::testCDataStringArray,com.fasterxml.jackson.dataformat.xml.ser.TestSerialization::testCustomSerializer,com.fasterxml.jackson.dataformat.xml.ser.TestSerialization::testMap,com.fasterxml.jackson.dataformat.xml.ser.TestSerialization::testNakedMap,com.fasterxml.jackson.dataformat.xml.ser.TestSerialization::testRootName,com.fasterxml.jackson.dataformat.xml.ser.TestSerialization::testSimpleAttrAndElem,com.fasterxml.jackson.dataformat.xml.ser.TestSerialization::testSimpleAttribute,com.fasterxml.jackson.dataformat.xml.ser.TestSerialization::testSimpleNsElem,com.fasterxml.jackson.dataformat.xml.ser.TestSerializationAttr::testIssue117AnySetterAttrs,com.fasterxml.jackson.dataformat.xml.ser.TestSerializationAttr::testIssue19,com.fasterxml.jackson.dataformat.xml.ser.TestSerializationAttr::testIssue6,com.fasterxml.jackson.dataformat.xml.ser.TestSerializationAttr::testSimpleNsAttr,com.fasterxml.jackson.dataformat.xml.ser.TestSerializationManual::testIssue54,com.fasterxml.jackson.dataformat.xml.ser.TestSerializationOrdering::testOrdering,com.fasterxml.jackson.dataformat.xml.ser.TestSerializerCustom::testIssue42,com.fasterxml.jackson.dataformat.xml.ser.TestXmlDeclaration::testXml10Declaration,com.fasterxml.jackson.dataformat.xml.ser.TestXmlDeclaration::testXml11Declaration,com.fasterxml.jackson.dataformat.xml.stream.FormatDetectionTest::testListViaObjectReader,com.fasterxml.jackson.dataformat.xml.stream.XmlGeneratorTest::testWriteToFile,com.fasterxml.jackson.dataformat.xml.stream.XmlParserTest::testRoundTripWithSample,n_tests_killing,killed
89c786d13805f36485eec2d63912d354b72a4122652667ed0399b60030b9bca5,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,16,1
8cb8d2b2d828e0e31ffb19bedec3bdd2a4fa3bdf86473f6f846328269478b677,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,1
961193f26c069611b81b3cfb820a2999dfc3195939f7b24d97eb736d937ed94a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1
b7acf9357b7fab10557d9cab8aae3a4201949c19bd913785947d201b28c89db4,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13,1
be70b561bead015966a3cbaef58c09d464839623a0fdd1bef29c61bcc71c2934,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,38,1
c1f722b8df2702a26090f96bd97c79094e086c8279d5088079e7bf30feebb13f,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
c63a6181a04d346b354c7269610710987bcf1c8e5a0fcf960e1127faefda3a2c,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,1
ce543742d5e98d6823fdaca3ff1c414f6b78134c1d425906b6d816e137fedc9c,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17,1
d77df83c00584207c3e5eb51968b74f8651f15500f25c105b19627d9598160c5,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,14,1
e12c897b160d585f03dddccb42b938214ad2da2fb94ce4771ecfdbd16be38f42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
e55d5c41d6423f5068c4ba42ab5394c06e2725c1f1d0d072dfd5dd6a136b0d6c,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,50,1
ec7eacebd67c9d2ba22084d6d7029e1bfd42600d4975f09689cb2b8a30b76c77,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,53,1
f61e0187a9be3d23c940dab48cecaca4bbf07d7f18758d9e3dae6db8811a8c10,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,15,1
fa4f19f5088bc1f5c56c9b49fee807da9cdc947942792bfbab7e3ecae8c4f1f3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fd29e3a5ef4fa49f241cd301da70618d3dcc3d99e03d3106993676ddd1b252a5,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13,1
