group,mutants,killed_mutants,unique_target_tests,unique_failing_tests,unique_error_tests,kill_events,source_mode,wide_csv,long_csv
batch01__Collections_21__merge__collections_21f_merge_line1563,7,3,4,2,0,5,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Collections_21__merge__collections_21f_merge_line1563_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Collections_21__merge__collections_21f_merge_line1563_kill_matrix_long.csv
batch01__Collections_21__put__collections_21f_put_line290,6,3,13,13,0,25,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Collections_21__put__collections_21f_put_line290_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Collections_21__put__collections_21f_put_line290_kill_matrix_long.csv
batch01__Collections_22__size__collections_22f_size_line1301,1,0,17,0,0,0,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Collections_22__size__collections_22f_size_line1301_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Collections_22__size__collections_22f_size_line1301_kill_matrix_long.csv
batch01__Compress_10__read__compress_10f_read_line212,7,3,5,5,0,13,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Compress_10__read__compress_10f_read_line212_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Compress_10__read__compress_10f_read_line212_kill_matrix_long.csv
batch01__Compress_19__readDirectoryEntry__compress_19f_readDirectoryEntry_line291,5,0,5,0,0,0,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Compress_19__readDirectoryEntry__compress_19f_readDirectoryEntry_line291_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Compress_19__readDirectoryEntry__compress_19f_readDirectoryEntry_line291_kill_matrix_long.csv
batch01__Compress_1__generateMTFValues__compress_1f_generateMTFValues_line1542,8,1,1,1,0,1,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Compress_1__generateMTFValues__compress_1f_generateMTFValues_line1542_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Compress_1__generateMTFValues__compress_1f_generateMTFValues_line1542_kill_matrix_long.csv
batch01__Compress_21__readSubStreamsInfo__compress_21f_readSubStreamsInfo_line397,7,0,19,0,0,0,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Compress_21__readSubStreamsInfo__compress_21f_readSubStreamsInfo_line397_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Compress_21__readSubStreamsInfo__compress_21f_readSubStreamsInfo_line397_kill_matrix_long.csv
batch01__Compress_29__createLocalFileHeader__compress_29f_createLocalFileHeader_line1009,8,2,46,46,0,48,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Compress_29__createLocalFileHeader__compress_29f_createLocalFileHeader_line1009_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Compress_29__createLocalFileHeader__compress_29f_createLocalFileHeader_line1009_kill_matrix_long.csv
batch01__Compress_3__perform__compress_3f_perform_line64,5,0,23,0,0,0,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Compress_3__perform__compress_3f_perform_line64_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Compress_3__perform__compress_3f_perform_line64_kill_matrix_long.csv
batch01__Compress_43__detect__compress_43f_detect_line486,3,2,42,42,0,47,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Compress_43__detect__compress_43f_detect_line486_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Compress_43__detect__compress_43f_detect_line486_kill_matrix_long.csv
batch01__Compress_43__readFrameDescriptor__compress_43f_readFrameDescriptor_line190,7,7,33,31,0,68,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Compress_43__readFrameDescriptor__compress_43f_readFrameDescriptor_line190_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Compress_43__readFrameDescriptor__compress_43f_readFrameDescriptor_line190_kill_matrix_long.csv
batch01__Compress_46__processPaxHeader__compress_46f_processPaxHeader_line1021,7,3,17,5,0,6,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Compress_46__processPaxHeader__compress_46f_processPaxHeader_line1021_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Compress_46__processPaxHeader__compress_46f_processPaxHeader_line1021_kill_matrix_long.csv
batch01__Compress_7__initBlock__compress_7f_initBlock_line240,3,0,3,0,0,0,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Compress_7__initBlock__compress_7f_initBlock_line240_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Compress_7__initBlock__compress_7f_initBlock_line240_kill_matrix_long.csv
batch01__Compress_7__recvDecodingTables__compress_7f_recvDecodingTables_line416,8,7,3,3,0,19,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Compress_7__recvDecodingTables__compress_7f_recvDecodingTables_line416_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Compress_7__recvDecodingTables__compress_7f_recvDecodingTables_line416_kill_matrix_long.csv
batch01__Csv_11__initializeHeader__csv_11f_initializeHeader_line359,4,3,50,12,0,21,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Csv_11__initializeHeader__csv_11f_initializeHeader_line359_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Csv_11__initializeHeader__csv_11f_initializeHeader_line359_kill_matrix_long.csv
batch01__Csv_1__encapsulatedTokenLexer__csv_1f_encapsulatedTokenLexer_line181,7,5,13,13,0,37,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Csv_1__encapsulatedTokenLexer__csv_1f_encapsulatedTokenLexer_line181_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Csv_1__encapsulatedTokenLexer__csv_1f_encapsulatedTokenLexer_line181_kill_matrix_long.csv
batch01__Csv_1__nextToken__csv_1f_nextToken_line40,7,3,31,30,0,64,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Csv_1__nextToken__csv_1f_nextToken_line40_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Csv_1__nextToken__csv_1f_nextToken_line40_kill_matrix_long.csv
batch01__Csv_2__nextRecord__csv_2f_nextRecord_line183,7,5,33,31,0,53,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Csv_2__nextRecord__csv_2f_nextRecord_line183_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Csv_2__nextRecord__csv_2f_nextRecord_line183_kill_matrix_long.csv
batch01__Csv_2__parseEncapsulatedToken__csv_2f_parseEncapsulatedToken_line198,6,6,14,7,0,16,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Csv_2__parseEncapsulatedToken__csv_2f_parseEncapsulatedToken_line198_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Csv_2__parseEncapsulatedToken__csv_2f_parseEncapsulatedToken_line198_kill_matrix_long.csv
batch01__Csv_2__parseSimpleToken__csv_2f_parseSimpleToken_line149,7,5,48,48,0,115,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Csv_2__parseSimpleToken__csv_2f_parseSimpleToken_line149_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Csv_2__parseSimpleToken__csv_2f_parseSimpleToken_line149_kill_matrix_long.csv
batch01__Csv_3__readEscape__csv_3f_readEscape_line87,7,3,14,6,0,6,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Csv_3__readEscape__csv_3f_readEscape_line87_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Csv_3__readEscape__csv_3f_readEscape_line87_kill_matrix_long.csv
batch01__Csv_4__equals__csv_4f_equals_line313,8,6,10,3,0,8,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Csv_4__equals__csv_4f_equals_line313_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Csv_4__equals__csv_4f_equals_line313_kill_matrix_long.csv
batch01__Csv_4__nextToken__csv_4f_nextToken_line82,5,0,65,0,0,0,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Csv_4__nextToken__csv_4f_nextToken_line82_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Csv_4__nextToken__csv_4f_nextToken_line82_kill_matrix_long.csv
batch01__Csv_4__parseEncapsulatedToken__csv_4f_parseEncapsulatedToken_line239,7,4,14,12,0,27,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Csv_4__parseEncapsulatedToken__csv_4f_parseEncapsulatedToken_line239_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Csv_4__parseEncapsulatedToken__csv_4f_parseEncapsulatedToken_line239_kill_matrix_long.csv
batch01__Csv_4__parseSimpleToken__csv_4f_parseSimpleToken_line185,7,5,62,53,0,108,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Csv_4__parseSimpleToken__csv_4f_parseSimpleToken_line185_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Csv_4__parseSimpleToken__csv_4f_parseSimpleToken_line185_kill_matrix_long.csv
batch01__Gson_11__nextUnquotedValue__gson_11f_nextUnquotedValue_line1025,5,3,80,78,0,124,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Gson_11__nextUnquotedValue__gson_11f_nextUnquotedValue_line1025_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Gson_11__nextUnquotedValue__gson_11f_nextUnquotedValue_line1025_kill_matrix_long.csv
batch01__Gson_1__extractTypeForHierarchy__gson_1f_extractTypeForHierarchy_line117,6,0,1,0,0,0,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Gson_1__extractTypeForHierarchy__gson_1f_extractTypeForHierarchy_line117_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Gson_1__extractTypeForHierarchy__gson_1f_extractTypeForHierarchy_line117_kill_matrix_long.csv
batch01__Gson_1__nextLiteral__gson_1f_nextLiteral_line971,6,3,183,162,0,279,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Gson_1__nextLiteral__gson_1f_nextLiteral_line971_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Gson_1__nextLiteral__gson_1f_nextLiteral_line971_kill_matrix_long.csv
batch01__Gson_1__write__gson_1f_write_line86,7,5,227,188,0,272,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Gson_1__write__gson_1f_write_line86_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Gson_1__write__gson_1f_write_line86_kill_matrix_long.csv
batch01__Gson_2__equals__gson_2f_equals_line160,5,1,346,30,0,30,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Gson_2__equals__gson_2f_equals_line160_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Gson_2__equals__gson_2f_equals_line160_kill_matrix_long.csv
batch01__Gson_2__newDefaultImplementationConstructor__gson_2f_newDefaultImplementationConstructor_line127,7,7,202,50,0,53,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Gson_2__newDefaultImplementationConstructor__gson_2f_newDefaultImplementationConstructor_line127_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Gson_2__newDefaultImplementationConstructor__gson_2f_newDefaultImplementationConstructor_line127_kill_matrix_long.csv
batch01__Gson_2__parse__gson_2f_parse_line140,5,0,1,0,0,0,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Gson_2__parse__gson_2f_parse_line140_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Gson_2__parse__gson_2f_parse_line140_kill_matrix_long.csv
batch01__Gson_2__peek__gson_2f_peek_line86,6,6,33,24,0,51,test_results.csv,harness/reports/java_llm/kill_matrices/batch01__Gson_2__peek__gson_2f_peek_line86_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch01__Gson_2__peek__gson_2f_peek_line86_kill_matrix_long.csv
