dataset,subject_id,target_id,run_name,function_name,mutant_id,mutant_hash,build_status,test_status,killed,executable,log_path,operator,mutation_descriptor,owner,method,source_line,instruction_index,original_expression,replacement_expression,raw_mutant
defects4j,Cli_14,cli_14f_appendUsage__line298_390,major_full_catalog_try2,appendUsage,major_11,b05fe5026673b99a174b94cc4a8c89bef8bf1e4fc99bae15578da7b42272fd80,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/cli_14f_appendUsage__line298_390/run.log,COR,<IDENTIFIER(boolean)>:TRUE,org.apache.commons.cli2.option.GroupImpl,"appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String)",322,10932,optional,true,"11:COR:<IDENTIFIER(boolean)>:TRUE:org.apache.commons.cli2.option.GroupImpl@appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String):322:10932:optional |==> true"
defects4j,Cli_14,cli_14f_appendUsage__line298_390,major_full_catalog_try2,appendUsage,major_12,f747337c9e5364b73fa8a0f187703b62a7c02d0043004bdff11fda254a700e8a,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/cli_14f_appendUsage__line298_390/run.log,COR,<IDENTIFIER(boolean)>:FALSE,org.apache.commons.cli2.option.GroupImpl,"appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String)",326,10999,named,false,"12:COR:<IDENTIFIER(boolean)>:FALSE:org.apache.commons.cli2.option.GroupImpl@appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String):326:10999:named |==> false"
defects4j,Cli_14,cli_14f_appendUsage__line298_390,major_full_catalog_try2,appendUsage,major_13,e9c8fd7d50d18003eaa1a0ee634c9a3e24b78c7aabdbf7646a1e555b757d6a21,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/cli_14f_appendUsage__line298_390/run.log,COR,<IDENTIFIER(boolean)>:TRUE,org.apache.commons.cli2.option.GroupImpl,"appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String)",326,10999,named,true,"13:COR:<IDENTIFIER(boolean)>:TRUE:org.apache.commons.cli2.option.GroupImpl@appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String):326:10999:named |==> true"
defects4j,Cli_14,cli_14f_appendUsage__line298_390,major_full_catalog_try2,appendUsage,major_14,4e8a9358d50064995f7224b633d64de0c2472319c89ff8ae43860b3a8692b88b,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/cli_14f_appendUsage__line298_390/run.log,COR,<IDENTIFIER(boolean)>:FALSE,org.apache.commons.cli2.option.GroupImpl,"appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String)",330,11064,both,false,"14:COR:<IDENTIFIER(boolean)>:FALSE:org.apache.commons.cli2.option.GroupImpl@appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String):330:11064:both |==> false"
defects4j,Cli_14,cli_14f_appendUsage__line298_390,major_full_catalog_try2,appendUsage,major_15,9688a7ae898395f7a8add7f7f35f571a1a9faaa34f85f3b61e403bf2ef56a803,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/cli_14f_appendUsage__line298_390/run.log,COR,<IDENTIFIER(boolean)>:TRUE,org.apache.commons.cli2.option.GroupImpl,"appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String)",330,11064,both,true,"15:COR:<IDENTIFIER(boolean)>:TRUE:org.apache.commons.cli2.option.GroupImpl@appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String):330:11064:both |==> true"
defects4j,Cli_14,cli_14f_appendUsage__line298_390,major_full_catalog_try2,appendUsage,major_16,e1cae5418418ac468a7f0bef88563733e72d3594abe234f1a21359a7866fb17c,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/cli_14f_appendUsage__line298_390/run.log,LVR,<CLASS>:<EMPTY>,org.apache.commons.cli2.option.GroupImpl,"appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String)",331,11098,""" (""","""""","16:LVR:<CLASS>:<EMPTY>:org.apache.commons.cli2.option.GroupImpl@appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String):331:11098:"" ("" |==> """""
defects4j,Cli_14,cli_14f_appendUsage__line298_390,major_full_catalog_try2,appendUsage,major_17,dab939fb76160dc48e9db9c7c26a6a35d6efde66941ca519d2ec433fce89a776,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/cli_14f_appendUsage__line298_390/run.log,COR,<IDENTIFIER(boolean)>:FALSE,org.apache.commons.cli2.option.GroupImpl,"appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String)",334,11128,expanded,false,"17:COR:<IDENTIFIER(boolean)>:FALSE:org.apache.commons.cli2.option.GroupImpl@appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String):334:11128:expanded |==> false"
defects4j,Cli_14,cli_14f_appendUsage__line298_390,major_full_catalog_try2,appendUsage,major_18,b64f51116c75f5c9d5d615f78f49ba447aa6d340b77a3147e46220f759773966,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/cli_14f_appendUsage__line298_390/run.log,COR,<IDENTIFIER(boolean)>:TRUE,org.apache.commons.cli2.option.GroupImpl,"appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String)",334,11128,expanded,true,"18:COR:<IDENTIFIER(boolean)>:TRUE:org.apache.commons.cli2.option.GroupImpl@appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String):334:11128:expanded |==> true"
defects4j,Cli_14,cli_14f_appendUsage__line298_390,major_full_catalog_try2,appendUsage,major_19,17d2b59befcdcd02d8e946ddfd9032809e81a75dff81d0b4c9d3591bdd9642d2,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/cli_14f_appendUsage__line298_390/run.log,COR,<METHOD_INVOCATION(boolean)>:FALSE,org.apache.commons.cli2.option.GroupImpl,"appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String)",337,11220,helpSettingsCopy.contains(DisplaySetting.DISPLAY_GROUP_EXPANDED),false,"19:COR:<METHOD_INVOCATION(boolean)>:FALSE:org.apache.commons.cli2.option.GroupImpl@appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String):337:11220:helpSettingsCopy.contains(DisplaySetting.DISPLAY_GROUP_EXPANDED) |==> false"
defects4j,Cli_14,cli_14f_appendUsage__line298_390,major_full_catalog_try2,appendUsage,major_20,9c99739b64309394abd895a2170ed48eb712a8d9acf49df28a789e26e9f946f7,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/cli_14f_appendUsage__line298_390/run.log,COR,<METHOD_INVOCATION(boolean)>:TRUE,org.apache.commons.cli2.option.GroupImpl,"appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String)",337,11220,helpSettingsCopy.contains(DisplaySetting.DISPLAY_GROUP_EXPANDED),true,"20:COR:<METHOD_INVOCATION(boolean)>:TRUE:org.apache.commons.cli2.option.GroupImpl@appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String):337:11220:helpSettingsCopy.contains(DisplaySetting.DISPLAY_GROUP_EXPANDED) |==> true"
defects4j,Cli_14,cli_14f_appendUsage__line298_390,major_full_catalog_try2,appendUsage,major_21,7da58426d9f7dc3b026fdd7b59934594d52d640621ab31bb2dfc3f7c676a7ce8,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/cli_14f_appendUsage__line298_390/run.log,EVR,<MEMBER_SELECT(java.util.Set)>:<DEFAULT>,org.apache.commons.cli2.option.GroupImpl,"appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String)",338,11309,DisplaySetting.NONE,null,"21:EVR:<MEMBER_SELECT(java.util.Set)>:<DEFAULT>:org.apache.commons.cli2.option.GroupImpl@appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String):338:11309:DisplaySetting.NONE |==> null"
defects4j,Cli_14,cli_14f_appendUsage__line298_390,major_full_catalog_try2,appendUsage,major_22,9e0ecb4beded5ecdbbde1f60bc006498a4046de18ca3b83d85f883e222c93154,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/cli_14f_appendUsage__line298_390/run.log,EVR,<NEW_CLASS(java.util.HashSet)>:<DEFAULT>,org.apache.commons.cli2.option.GroupImpl,"appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String)",340,11369,new HashSet(helpSettingsCopy),null,"22:EVR:<NEW_CLASS(java.util.HashSet)>:<DEFAULT>:org.apache.commons.cli2.option.GroupImpl@appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String):340:11369:new HashSet(helpSettingsCopy) |==> null"
defects4j,Cli_14,cli_14f_appendUsage__line298_390,major_full_catalog_try2,appendUsage,major_23,e64a5ef9f339475d625e37def67d299b75669ccf6ff1ddad66063be8d17e50a8,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/cli_14f_appendUsage__line298_390/run.log,EVR,<IDENTIFIER(java.util.List)>:<DEFAULT>,org.apache.commons.cli2.option.GroupImpl,"appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String)",349,11676,options,null,"23:EVR:<IDENTIFIER(java.util.List)>:<DEFAULT>:org.apache.commons.cli2.option.GroupImpl@appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String):349:11676:options |==> null"
defects4j,Cli_14,cli_14f_appendUsage__line298_390,major_full_catalog_try2,appendUsage,major_24,4d1c759d77ac6864fabc5b33747c0c0c601c69f9ac2aa01568d884a83964f97a,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/cli_14f_appendUsage__line298_390/run.log,EVR,<NEW_CLASS(java.util.ArrayList)>:<DEFAULT>,org.apache.commons.cli2.option.GroupImpl,"appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String)",352,11787,new ArrayList(options),null,"24:EVR:<NEW_CLASS(java.util.ArrayList)>:<DEFAULT>:org.apache.commons.cli2.option.GroupImpl@appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String):352:11787:new ArrayList(options) |==> null"
defects4j,Cli_14,cli_14f_appendUsage__line298_390,major_full_catalog_try2,appendUsage,major_25,3f0a6adc652069991dd8c68717df6a3d541c4801b0e0353531e786c4c372a5f6,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/cli_14f_appendUsage__line298_390/run.log,EVR,<METHOD_INVOCATION(java.util.Iterator)>:<DEFAULT>,org.apache.commons.cli2.option.GroupImpl,"appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String)",357,11953,list.iterator(),null,"25:EVR:<METHOD_INVOCATION(java.util.Iterator)>:<DEFAULT>:org.apache.commons.cli2.option.GroupImpl@appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String):357:11953:list.iterator() |==> null"
defects4j,Cli_14,cli_14f_appendUsage__line298_390,major_full_catalog_try2,appendUsage,major_26,63834d858e30bc80412d47cb42bb16e36ee0a80740ee052b37a44e681558f8bc,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/cli_14f_appendUsage__line298_390/run.log,EVR,<TYPE_CAST(org.apache.commons.cli2.Option)>:<DEFAULT>,org.apache.commons.cli2.option.GroupImpl,"appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String)",358,12011,(Option)i.next(),null,"26:EVR:<TYPE_CAST(org.apache.commons.cli2.Option)>:<DEFAULT>:org.apache.commons.cli2.option.GroupImpl@appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String):358:12011:(Option)i.next() |==> null"
defects4j,Cli_14,cli_14f_appendUsage__line298_390,major_full_catalog_try2,appendUsage,major_27,95973478c816c1a92de9504a267920b55c2232e083746a20d517ac4bfe7877de,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/cli_14f_appendUsage__line298_390/run.log,COR,<METHOD_INVOCATION(boolean)>:FALSE,org.apache.commons.cli2.option.GroupImpl,"appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String)",364,12214,i.hasNext(),false,"27:COR:<METHOD_INVOCATION(boolean)>:FALSE:org.apache.commons.cli2.option.GroupImpl@appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String):364:12214:i.hasNext() |==> false"
defects4j,Cli_14,cli_14f_appendUsage__line298_390,major_full_catalog_try2,appendUsage,major_28,9c927373bba7cff0bd7194296ea623fa807df817d759f1f5ca5cb13ca8feb5e6,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/cli_14f_appendUsage__line298_390/run.log,COR,<METHOD_INVOCATION(boolean)>:TRUE,org.apache.commons.cli2.option.GroupImpl,"appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String)",364,12214,i.hasNext(),true,"28:COR:<METHOD_INVOCATION(boolean)>:TRUE:org.apache.commons.cli2.option.GroupImpl@appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String):364:12214:i.hasNext() |==> true"
defects4j,Cli_14,cli_14f_appendUsage__line298_390,major_full_catalog_try2,appendUsage,major_29,bf8777d92077385cb7b2faad737650f07acfef88a2032e72ab53461ce36d33b3,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/cli_14f_appendUsage__line298_390/run.log,COR,<IDENTIFIER(boolean)>:FALSE,org.apache.commons.cli2.option.GroupImpl,"appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String)",370,12321,both,false,"29:COR:<IDENTIFIER(boolean)>:FALSE:org.apache.commons.cli2.option.GroupImpl@appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String):370:12321:both |==> false"
defects4j,Cli_14,cli_14f_appendUsage__line298_390,major_full_catalog_try2,appendUsage,major_30,924717efc30420dda55de780a71b2b7502a848e7bbf1e979472004bb17cd9504,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/cli_14f_appendUsage__line298_390/run.log,COR,<IDENTIFIER(boolean)>:TRUE,org.apache.commons.cli2.option.GroupImpl,"appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String)",370,12321,both,true,"30:COR:<IDENTIFIER(boolean)>:TRUE:org.apache.commons.cli2.option.GroupImpl@appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String):370:12321:both |==> true"
defects4j,Cli_14,cli_14f_appendUsage__line298_390,major_full_catalog_try2,appendUsage,major_31,e08045917aa4d99a834c2fd8c64983c8b89dc12d2d37d99b5ed75401e9d422ca,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/cli_14f_appendUsage__line298_390/run.log,COR,<IDENTIFIER(boolean)>:FALSE,org.apache.commons.cli2.option.GroupImpl,"appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String)",378,12460,arguments,false,"31:COR:<IDENTIFIER(boolean)>:FALSE:org.apache.commons.cli2.option.GroupImpl@appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String):378:12460:arguments |==> false"
defects4j,Cli_14,cli_14f_appendUsage__line298_390,major_full_catalog_try2,appendUsage,major_32,86a0a286299a49c16245e607a1ddefa61baebb2252cc3f184f52fd4f0e7c5406,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/cli_14f_appendUsage__line298_390/run.log,COR,<IDENTIFIER(boolean)>:TRUE,org.apache.commons.cli2.option.GroupImpl,"appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String)",378,12460,arguments,true,"32:COR:<IDENTIFIER(boolean)>:TRUE:org.apache.commons.cli2.option.GroupImpl@appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String):378:12460:arguments |==> true"
defects4j,Cli_14,cli_14f_appendUsage__line298_390,major_full_catalog_try2,appendUsage,major_33,a27677caa5ed852fc21c5d1cfc82241b31e41f41ff25a5e5d8ad5e1223c4b8cd,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/cli_14f_appendUsage__line298_390/run.log,EVR,<METHOD_INVOCATION(java.util.Iterator)>:<DEFAULT>,org.apache.commons.cli2.option.GroupImpl,"appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String)",379,12527,anonymous.iterator(),null,"33:EVR:<METHOD_INVOCATION(java.util.Iterator)>:<DEFAULT>:org.apache.commons.cli2.option.GroupImpl@appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String):379:12527:anonymous.iterator() |==> null"
defects4j,Cli_14,cli_14f_appendUsage__line298_390,major_full_catalog_try2,appendUsage,major_34,8b68a66377532d5b879ea3b9efa09e5c2c74712708683292906a0b21e7129500,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/cli_14f_appendUsage__line298_390/run.log,EVR,<TYPE_CAST(org.apache.commons.cli2.Option)>:<DEFAULT>,org.apache.commons.cli2.option.GroupImpl,"appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String)",382,12622,(Option)i.next(),null,"34:EVR:<TYPE_CAST(org.apache.commons.cli2.Option)>:<DEFAULT>:org.apache.commons.cli2.option.GroupImpl@appendUsage(java.lang.StringBuffer,java.util.Set,java.util.Comparator,java.lang.String):382:12622:(Option)i.next() |==> null"
