group,mutants,killed_mutants,unique_target_tests,unique_failing_tests,unique_error_tests,kill_events,source_mode,wide_csv,long_csv
batch01__Math_1__equals__math_1f_equals_line579,8,2,32,1,0,2,test_results.csv,harness/reports/matrices/base/batch01__Math_1__equals__math_1f_equals_line579_kill_matrix.csv,harness/reports/matrices/base/batch01__Math_1__equals__math_1f_equals_line579_kill_matrix_long.csv
batch01__Math_1__equals__math_1f_equals_line599,8,1,1,1,0,1,test_results.csv,harness/reports/matrices/base/batch01__Math_1__equals__math_1f_equals_line599_kill_matrix.csv,harness/reports/matrices/base/batch01__Math_1__equals__math_1f_equals_line599_kill_matrix_long.csv
batch01__Math_1__equals__math_1f_equals_line982,8,4,32,32,0,99,test_results.csv,harness/reports/matrices/base/batch01__Math_1__equals__math_1f_equals_line982_kill_matrix.csv,harness/reports/matrices/base/batch01__Math_1__equals__math_1f_equals_line982_kill_matrix_long.csv
batch01__Math_1__logGamma__math_1f_logGamma_line244,7,6,79,59,0,71,test_results.csv,harness/reports/matrices/base/batch01__Math_1__logGamma__math_1f_logGamma_line244_kill_matrix.csv,harness/reports/matrices/base/batch01__Math_1__logGamma__math_1f_logGamma_line244_kill_matrix_long.csv
batch02__Cli_1__appendOption__cli_1f_appendOption_line530,5,1,2,1,0,1,test_results.csv,harness/reports/matrices/base/batch02__Cli_1__appendOption__cli_1f_appendOption_line530_kill_matrix.csv,harness/reports/matrices/base/batch02__Cli_1__appendOption__cli_1f_appendOption_line530_kill_matrix_long.csv
batch02__Cli_1__burstToken__cli_1f_burstToken_line278,7,5,14,13,0,27,test_results.csv,harness/reports/matrices/base/batch02__Cli_1__burstToken__cli_1f_burstToken_line278_kill_matrix.csv,harness/reports/matrices/base/batch02__Cli_1__burstToken__cli_1f_burstToken_line278_kill_matrix_long.csv
batch02__Cli_1__createValue__cli_1f_createValue_line61,5,2,1,1,0,2,test_results.csv,harness/reports/matrices/base/batch02__Cli_1__createValue__cli_1f_createValue_line61_kill_matrix.csv,harness/reports/matrices/base/batch02__Cli_1__createValue__cli_1f_createValue_line61_kill_matrix_long.csv
batch02__Cli_1__equals__cli_1f_equals_line600,8,1,3,2,0,2,test_results.csv,harness/reports/matrices/base/batch02__Cli_1__equals__cli_1f_equals_line600_kill_matrix.csv,harness/reports/matrices/base/batch02__Cli_1__equals__cli_1f_equals_line600_kill_matrix_long.csv
batch02__Cli_1__findWrapPos__cli_1f_findWrapPos_line789,6,5,7,7,0,15,test_results.csv,harness/reports/matrices/base/batch02__Cli_1__findWrapPos__cli_1f_findWrapPos_line789_kill_matrix.csv,harness/reports/matrices/base/batch02__Cli_1__findWrapPos__cli_1f_findWrapPos_line789_kill_matrix_long.csv
batch02__Cli_1__isValueCode__cli_1f_isValueCode_line136,4,1,1,1,0,1,test_results.csv,harness/reports/matrices/base/batch02__Cli_1__isValueCode__cli_1f_isValueCode_line136_kill_matrix.csv,harness/reports/matrices/base/batch02__Cli_1__isValueCode__cli_1f_isValueCode_line136_kill_matrix_long.csv
batch02__Cli_1__processArgs__cli_1f_processArgs_line314,7,5,51,47,0,117,test_results.csv,harness/reports/matrices/base/batch02__Cli_1__processArgs__cli_1f_processArgs_line314_kill_matrix.csv,harness/reports/matrices/base/batch02__Cli_1__processArgs__cli_1f_processArgs_line314_kill_matrix_long.csv
batch02__Cli_1__processProperties__cli_1f_processProperties_line228,4,3,67,4,0,10,test_results.csv,harness/reports/matrices/base/batch02__Cli_1__processProperties__cli_1f_processProperties_line228_kill_matrix.csv,harness/reports/matrices/base/batch02__Cli_1__processProperties__cli_1f_processProperties_line228_kill_matrix_long.csv
batch02__Cli_1__validateOption__cli_1f_validateOption_line40,7,7,90,89,0,134,test_results.csv,harness/reports/matrices/base/batch02__Cli_1__validateOption__cli_1f_validateOption_line40_kill_matrix.csv,harness/reports/matrices/base/batch02__Cli_1__validateOption__cli_1f_validateOption_line40_kill_matrix_long.csv
batch02__Csv_1__encapsulatedTokenLexer__csv_1f_encapsulatedTokenLexer_line181,7,5,13,11,0,18,test_results.csv,harness/reports/matrices/base/batch02__Csv_1__encapsulatedTokenLexer__csv_1f_encapsulatedTokenLexer_line181_kill_matrix.csv,harness/reports/matrices/base/batch02__Csv_1__encapsulatedTokenLexer__csv_1f_encapsulatedTokenLexer_line181_kill_matrix_long.csv
batch02__Csv_1__initializeHeader__csv_1f_initializeHeader_line169,4,3,24,2,0,5,test_results.csv,harness/reports/matrices/base/batch02__Csv_1__initializeHeader__csv_1f_initializeHeader_line169_kill_matrix.csv,harness/reports/matrices/base/batch02__Csv_1__initializeHeader__csv_1f_initializeHeader_line169_kill_matrix_long.csv
batch02__Csv_1__iterator__csv_1f_iterator_line199,8,6,4,4,0,18,test_results.csv,harness/reports/matrices/base/batch02__Csv_1__iterator__csv_1f_iterator_line199_kill_matrix.csv,harness/reports/matrices/base/batch02__Csv_1__iterator__csv_1f_iterator_line199_kill_matrix_long.csv
batch02__Csv_1__printAndEscape__csv_1f_printAndEscape_line150,6,1,1,1,0,1,test_results.csv,harness/reports/matrices/base/batch02__Csv_1__printAndEscape__csv_1f_printAndEscape_line150_kill_matrix.csv,harness/reports/matrices/base/batch02__Csv_1__printAndEscape__csv_1f_printAndEscape_line150_kill_matrix_long.csv
batch02__Csv_1__printComment__csv_1f_printComment_line100,5,4,3,2,0,7,test_results.csv,harness/reports/matrices/base/batch02__Csv_1__printComment__csv_1f_printComment_line100_kill_matrix.csv,harness/reports/matrices/base/batch02__Csv_1__printComment__csv_1f_printComment_line100_kill_matrix_long.csv
batch02__Csv_1__readEscape__csv_1f_readEscape_line63,8,3,3,3,0,5,test_results.csv,harness/reports/matrices/base/batch02__Csv_1__readEscape__csv_1f_readEscape_line63_kill_matrix.csv,harness/reports/matrices/base/batch02__Csv_1__readEscape__csv_1f_readEscape_line63_kill_matrix_long.csv
batch02__Csv_1__simpleTokenLexer__csv_1f_simpleTokenLexer_line137,4,4,30,30,0,55,test_results.csv,harness/reports/matrices/base/batch02__Csv_1__simpleTokenLexer__csv_1f_simpleTokenLexer_line137_kill_matrix.csv,harness/reports/matrices/base/batch02__Csv_1__simpleTokenLexer__csv_1f_simpleTokenLexer_line137_kill_matrix_long.csv
batch02__Csv_1__trimTrailingSpaces__csv_1f_trimTrailingSpaces_line82,6,4,5,5,0,20,test_results.csv,harness/reports/matrices/base/batch02__Csv_1__trimTrailingSpaces__csv_1f_trimTrailingSpaces_line82_kill_matrix.csv,harness/reports/matrices/base/batch02__Csv_1__trimTrailingSpaces__csv_1f_trimTrailingSpaces_line82_kill_matrix_long.csv
batch02__Csv_1__validate__csv_1f_validate_line175,8,5,39,39,0,157,test_results.csv,harness/reports/matrices/base/batch02__Csv_1__validate__csv_1f_validate_line175_kill_matrix.csv,harness/reports/matrices/base/batch02__Csv_1__validate__csv_1f_validate_line175_kill_matrix_long.csv
batch02__Lang_1__add__lang_1f_add_line173,8,7,23,20,0,66,test_results.csv,harness/reports/matrices/base/batch02__Lang_1__add__lang_1f_add_line173_kill_matrix.csv,harness/reports/matrices/base/batch02__Lang_1__add__lang_1f_add_line173_kill_matrix_long.csv
batch02__Lang_1__append__lang_1f_append_line821,6,6,24,17,0,32,test_results.csv,harness/reports/matrices/base/batch02__Lang_1__append__lang_1f_append_line821_kill_matrix.csv,harness/reports/matrices/base/batch02__Lang_1__append__lang_1f_append_line821_kill_matrix_long.csv
batch02__Lang_1__arrayMemberEquals__lang_1f_arrayMemberEquals_line287,6,2,2,2,0,3,test_results.csv,harness/reports/matrices/base/batch02__Lang_1__arrayMemberEquals__lang_1f_arrayMemberEquals_line287_kill_matrix.csv,harness/reports/matrices/base/batch02__Lang_1__arrayMemberEquals__lang_1f_arrayMemberEquals_line287_kill_matrix_long.csv
batch02__Lang_1__containsAny__lang_1f_containsAny_line1515,7,6,8,8,0,24,test_results.csv,harness/reports/matrices/base/batch02__Lang_1__containsAny__lang_1f_containsAny_line1515_kill_matrix.csv,harness/reports/matrices/base/batch02__Lang_1__containsAny__lang_1f_containsAny_line1515_kill_matrix_long.csv
batch02__Lang_1__containsNone__lang_1f_containsNone_line1771,6,4,9,9,0,23,test_results.csv,harness/reports/matrices/base/batch02__Lang_1__containsNone__lang_1f_containsNone_line1771_kill_matrix.csv,harness/reports/matrices/base/batch02__Lang_1__containsNone__lang_1f_containsNone_line1771_kill_matrix_long.csv
batch02__Lang_1__createBigInteger__lang_1f_createBigInteger_line723,4,4,5,3,0,8,test_results.csv,harness/reports/matrices/base/batch02__Lang_1__createBigInteger__lang_1f_createBigInteger_line723_kill_matrix.csv,harness/reports/matrices/base/batch02__Lang_1__createBigInteger__lang_1f_createBigInteger_line723_kill_matrix_long.csv
batch02__Lang_1__equals__lang_1f_equals_line122,1,0,7,0,0,0,test_results.csv,harness/reports/matrices/base/batch02__Lang_1__equals__lang_1f_equals_line122_kill_matrix.csv,harness/reports/matrices/base/batch02__Lang_1__equals__lang_1f_equals_line122_kill_matrix_long.csv
batch02__Lang_1__lastIndexOf__lang_1f_lastIndexOf_line1687,7,3,2,2,0,6,test_results.csv,harness/reports/matrices/base/batch02__Lang_1__lastIndexOf__lang_1f_lastIndexOf_line1687_kill_matrix.csv,harness/reports/matrices/base/batch02__Lang_1__lastIndexOf__lang_1f_lastIndexOf_line1687_kill_matrix_long.csv
batch02__Lang_1__pow__lang_1f_pow_line546,7,5,1,1,0,5,test_results.csv,harness/reports/matrices/base/batch02__Lang_1__pow__lang_1f_pow_line546_kill_matrix.csv,harness/reports/matrices/base/batch02__Lang_1__pow__lang_1f_pow_line546_kill_matrix_long.csv
batch02__Lang_1__toMap__lang_1f_toMap_line234,4,3,1,1,0,3,test_results.csv,harness/reports/matrices/base/batch02__Lang_1__toMap__lang_1f_toMap_line234_kill_matrix.csv,harness/reports/matrices/base/batch02__Lang_1__toMap__lang_1f_toMap_line234_kill_matrix_long.csv
batch02__Math_1__cdf__math_1f_cdf_line149,6,3,1,1,0,3,test_results.csv,harness/reports/matrices/base/batch02__Math_1__cdf__math_1f_cdf_line149_kill_matrix.csv,harness/reports/matrices/base/batch02__Math_1__cdf__math_1f_cdf_line149_kill_matrix_long.csv
batch02__Math_1__equals__math_1f_equals_line368,7,0,2,0,0,0,test_results.csv,harness/reports/matrices/base/batch02__Math_1__equals__math_1f_equals_line368_kill_matrix.csv,harness/reports/matrices/base/batch02__Math_1__equals__math_1f_equals_line368_kill_matrix_long.csv
batch02__Math_1__equals__math_1f_equals_line579,8,4,32,1,0,4,test_results.csv,harness/reports/matrices/base/batch02__Math_1__equals__math_1f_equals_line579_kill_matrix.csv,harness/reports/matrices/base/batch02__Math_1__equals__math_1f_equals_line579_kill_matrix_long.csv
batch02__Math_1__equals__math_1f_equals_line599,8,1,1,1,0,1,test_results.csv,harness/reports/matrices/base/batch02__Math_1__equals__math_1f_equals_line599_kill_matrix.csv,harness/reports/matrices/base/batch02__Math_1__equals__math_1f_equals_line599_kill_matrix_long.csv
batch02__Math_1__equals__math_1f_equals_line982,4,4,32,32,0,70,test_results.csv,harness/reports/matrices/base/batch02__Math_1__equals__math_1f_equals_line982_kill_matrix.csv,harness/reports/matrices/base/batch02__Math_1__equals__math_1f_equals_line982_kill_matrix_long.csv
batch02__Math_1__logGamma__math_1f_logGamma_line244,8,5,79,60,0,71,test_results.csv,harness/reports/matrices/base/batch02__Math_1__logGamma__math_1f_logGamma_line244_kill_matrix.csv,harness/reports/matrices/base/batch02__Math_1__logGamma__math_1f_logGamma_line244_kill_matrix_long.csv
batch02__Math_1__nextPrime__math_1f_nextPrime_line74,8,7,1,1,0,7,test_results.csv,harness/reports/matrices/base/batch02__Math_1__nextPrime__math_1f_nextPrime_line74_kill_matrix.csv,harness/reports/matrices/base/batch02__Math_1__nextPrime__math_1f_nextPrime_line74_kill_matrix_long.csv
batch02__Math_1__recurseIntersection__math_1f_recurseIntersection_line600,6,3,1,1,0,3,test_results.csv,harness/reports/matrices/base/batch02__Math_1__recurseIntersection__math_1f_recurseIntersection_line600_kill_matrix.csv,harness/reports/matrices/base/batch02__Math_1__recurseIntersection__math_1f_recurseIntersection_line600_kill_matrix_long.csv
batch03__Cli_1__appendOption__cli_1f_appendOption_line530,8,6,2,1,0,6,test_results.csv,harness/reports/matrices/base/batch03__Cli_1__appendOption__cli_1f_appendOption_line530_kill_matrix.csv,harness/reports/matrices/base/batch03__Cli_1__appendOption__cli_1f_appendOption_line530_kill_matrix_long.csv
batch03__Cli_1__burstToken__cli_1f_burstToken_line278,3,1,14,7,0,7,test_results.csv,harness/reports/matrices/base/batch03__Cli_1__burstToken__cli_1f_burstToken_line278_kill_matrix.csv,harness/reports/matrices/base/batch03__Cli_1__burstToken__cli_1f_burstToken_line278_kill_matrix_long.csv
batch03__Cli_1__createValue__cli_1f_createValue_line61,8,5,1,1,0,5,test_results.csv,harness/reports/matrices/base/batch03__Cli_1__createValue__cli_1f_createValue_line61_kill_matrix.csv,harness/reports/matrices/base/batch03__Cli_1__createValue__cli_1f_createValue_line61_kill_matrix_long.csv
batch03__Cli_1__equals__cli_1f_equals_line600,4,0,3,0,0,0,test_results.csv,harness/reports/matrices/base/batch03__Cli_1__equals__cli_1f_equals_line600_kill_matrix.csv,harness/reports/matrices/base/batch03__Cli_1__equals__cli_1f_equals_line600_kill_matrix_long.csv
batch03__Cli_1__findWrapPos__cli_1f_findWrapPos_line789,3,0,7,0,0,0,test_results.csv,harness/reports/matrices/base/batch03__Cli_1__findWrapPos__cli_1f_findWrapPos_line789_kill_matrix.csv,harness/reports/matrices/base/batch03__Cli_1__findWrapPos__cli_1f_findWrapPos_line789_kill_matrix_long.csv
batch03__Cli_1__processArgs__cli_1f_processArgs_line314,8,8,51,50,0,254,test_results.csv,harness/reports/matrices/base/batch03__Cli_1__processArgs__cli_1f_processArgs_line314_kill_matrix.csv,harness/reports/matrices/base/batch03__Cli_1__processArgs__cli_1f_processArgs_line314_kill_matrix_long.csv
batch03__Cli_1__processProperties__cli_1f_processProperties_line228,3,2,67,4,0,5,test_results.csv,harness/reports/matrices/base/batch03__Cli_1__processProperties__cli_1f_processProperties_line228_kill_matrix.csv,harness/reports/matrices/base/batch03__Cli_1__processProperties__cli_1f_processProperties_line228_kill_matrix_long.csv
batch03__Cli_1__validateOption__cli_1f_validateOption_line40,6,0,90,0,0,0,test_results.csv,harness/reports/matrices/base/batch03__Cli_1__validateOption__cli_1f_validateOption_line40_kill_matrix.csv,harness/reports/matrices/base/batch03__Cli_1__validateOption__cli_1f_validateOption_line40_kill_matrix_long.csv
batch03__Csv_1__encapsulatedTokenLexer__csv_1f_encapsulatedTokenLexer_line181,6,3,13,13,0,20,test_results.csv,harness/reports/matrices/base/batch03__Csv_1__encapsulatedTokenLexer__csv_1f_encapsulatedTokenLexer_line181_kill_matrix.csv,harness/reports/matrices/base/batch03__Csv_1__encapsulatedTokenLexer__csv_1f_encapsulatedTokenLexer_line181_kill_matrix_long.csv
batch03__Csv_1__initializeHeader__csv_1f_initializeHeader_line169,6,4,24,24,0,29,test_results.csv,harness/reports/matrices/base/batch03__Csv_1__initializeHeader__csv_1f_initializeHeader_line169_kill_matrix.csv,harness/reports/matrices/base/batch03__Csv_1__initializeHeader__csv_1f_initializeHeader_line169_kill_matrix_long.csv
batch03__Csv_1__printAndEscape__csv_1f_printAndEscape_line150,5,3,1,1,0,3,test_results.csv,harness/reports/matrices/base/batch03__Csv_1__printAndEscape__csv_1f_printAndEscape_line150_kill_matrix.csv,harness/reports/matrices/base/batch03__Csv_1__printAndEscape__csv_1f_printAndEscape_line150_kill_matrix_long.csv
batch03__Csv_1__printComment__csv_1f_printComment_line100,7,2,3,2,0,3,test_results.csv,harness/reports/matrices/base/batch03__Csv_1__printComment__csv_1f_printComment_line100_kill_matrix.csv,harness/reports/matrices/base/batch03__Csv_1__printComment__csv_1f_printComment_line100_kill_matrix_long.csv
batch03__Csv_1__readEscape__csv_1f_readEscape_line63,4,0,3,0,0,0,test_results.csv,harness/reports/matrices/base/batch03__Csv_1__readEscape__csv_1f_readEscape_line63_kill_matrix.csv,harness/reports/matrices/base/batch03__Csv_1__readEscape__csv_1f_readEscape_line63_kill_matrix_long.csv
batch03__Csv_1__read__csv_1f_read_line79,4,2,2,1,0,2,test_results.csv,harness/reports/matrices/base/batch03__Csv_1__read__csv_1f_read_line79_kill_matrix.csv,harness/reports/matrices/base/batch03__Csv_1__read__csv_1f_read_line79_kill_matrix_long.csv
batch03__Csv_1__simpleTokenLexer__csv_1f_simpleTokenLexer_line137,1,1,30,3,0,3,test_results.csv,harness/reports/matrices/base/batch03__Csv_1__simpleTokenLexer__csv_1f_simpleTokenLexer_line137_kill_matrix.csv,harness/reports/matrices/base/batch03__Csv_1__simpleTokenLexer__csv_1f_simpleTokenLexer_line137_kill_matrix_long.csv
batch03__Csv_1__trimTrailingSpaces__csv_1f_trimTrailingSpaces_line82,6,6,5,5,0,25,test_results.csv,harness/reports/matrices/base/batch03__Csv_1__trimTrailingSpaces__csv_1f_trimTrailingSpaces_line82_kill_matrix.csv,harness/reports/matrices/base/batch03__Csv_1__trimTrailingSpaces__csv_1f_trimTrailingSpaces_line82_kill_matrix_long.csv
batch03__Lang_1__add__lang_1f_add_line173,8,8,23,23,0,114,test_results.csv,harness/reports/matrices/base/batch03__Lang_1__add__lang_1f_add_line173_kill_matrix.csv,harness/reports/matrices/base/batch03__Lang_1__add__lang_1f_add_line173_kill_matrix_long.csv
batch03__Lang_1__append__lang_1f_append_line821,7,5,24,18,0,49,test_results.csv,harness/reports/matrices/base/batch03__Lang_1__append__lang_1f_append_line821_kill_matrix.csv,harness/reports/matrices/base/batch03__Lang_1__append__lang_1f_append_line821_kill_matrix_long.csv
batch03__Lang_1__arrayMemberEquals__lang_1f_arrayMemberEquals_line287,8,6,2,2,0,9,test_results.csv,harness/reports/matrices/base/batch03__Lang_1__arrayMemberEquals__lang_1f_arrayMemberEquals_line287_kill_matrix.csv,harness/reports/matrices/base/batch03__Lang_1__arrayMemberEquals__lang_1f_arrayMemberEquals_line287_kill_matrix_long.csv
batch03__Lang_1__containsAny__lang_1f_containsAny_line1515,7,7,8,8,0,35,test_results.csv,harness/reports/matrices/base/batch03__Lang_1__containsAny__lang_1f_containsAny_line1515_kill_matrix.csv,harness/reports/matrices/base/batch03__Lang_1__containsAny__lang_1f_containsAny_line1515_kill_matrix_long.csv
batch03__Lang_1__containsNone__lang_1f_containsNone_line1771,8,8,9,9,0,48,test_results.csv,harness/reports/matrices/base/batch03__Lang_1__containsNone__lang_1f_containsNone_line1771_kill_matrix.csv,harness/reports/matrices/base/batch03__Lang_1__containsNone__lang_1f_containsNone_line1771_kill_matrix_long.csv
