dataset,subject_id,target_id,run_name,function_name,mutant_id,mutant_hash,build_status,test_status,killed,executable,log_path,operator,mutation_descriptor,owner,method,source_line,instruction_index,original_expression,replacement_expression,raw_mutant
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_1,66161ea2682ec7cde5839aa54e8f88c38034d383a5c04137a708b26362dd97da,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,0:POS,org.apache.commons.lang3.Conversion,binaryBeMsb0ToHexDigit(boolean[]),492,16797,0,1,1:LVR:0:POS:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[]):492:16797:0 |==> 1
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_13,36aef138733dae629bf35ae81ffe4d565e9745667dbb59bfdd5046eddc509e72,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",517,17799,4,-4,"13:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):517:17799:4 |==> -4"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_14,63aeacb654f0863316dc4ac80313c6dcf4dcd9dc599ea4e6e7967953ef53f5a1,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",518,17844,1,0,"14:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):518:17844:1 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_15,ba81f2eaa71ce43f02561acfa64cc2ee05a268a9d5cf1359c50a29754387797e,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",518,17844,1,-1,"15:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):518:17844:1 |==> -1"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_16,9a04542cfa2ea4ef759fe999e48297dcda95409d3420fca37f45c610794e387d,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",518,17867,4,0,"16:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):518:17867:4 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_17,3e480d067180c15430d2182f9f3c0a08d37981a1a5be3536c8c8995887c3e09c,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",518,17867,4,-4,"17:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):518:17867:4 |==> -4"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_18,318769a40c26ed2430014247459bd54b1065b7d8e6ca263088aa8c01c659e90b,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,EVR,<IDENTIFIER(boolean[])>:<DEFAULT>,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",519,17902,paddedSrc,null,"18:EVR:<IDENTIFIER(boolean[])>:<DEFAULT>:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):519:17902:paddedSrc |==> null"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_19,de1faf3c883edd11a77eda4ec3ea4db8437b9f153fd50939770cf74a6b0c57a1,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,0:POS,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",520,17930,0,1,"19:LVR:0:POS:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):520:17930:0 |==> 1"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_20,2d4d20a6151f75118975df960f3311f84f47244fd67040614768b6cfa67bd404,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,0:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",520,17930,0,-1,"20:LVR:0:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):520:17930:0 |==> -1"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_21,4f2a25488ba900ece0603d9af150ec652c968f0cb6a31470a3d364ab9cbb75cf,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",522,17998,1,0,"21:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):522:17998:1 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_22,f376787e333a284e54c469cfc5a1dcbf0c819cf5da4d48467805f98d00343b73,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",522,17998,1,-1,"22:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):522:17998:1 |==> -1"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_23,77f7ab488560c961bcf391d9af37ae06daccaa674f54011f63ab944b505e8dec,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",522,18016,1,0,"23:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):522:18016:1 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_24,0f490dbc568f8cd5e0950b3b38f4f4af30f9be0e386779ea4746e6484cc11d53,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",522,18016,1,-1,"24:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):522:18016:1 |==> -1"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_25,2c1b9b9d3eaaa79fb9dc8d4c9b33dd0c5e100ae43e5311b101c5679bf2241700,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",523,18064,2,0,"25:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):523:18064:2 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_26,4e129a6bc22317c3ec1fb161d9002516c90ebe6911f0bb23ca7158d6f072348c,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",523,18064,2,-2,"26:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):523:18064:2 |==> -2"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_27,29293734b4ffdce71f6acadd13e910fbf36d5292ae75652e9a939135216e1843,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",523,18082,2,0,"27:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):523:18082:2 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_28,54a045eea87d90c6992bdd2002827380fb157eb8f4b27ff8fd89ccd9b3b7ffcc,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",523,18082,2,-2,"28:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):523:18082:2 |==> -2"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_29,ba7ba466cd7e0130e40ca29c4630668fe6cc7af77cdcc89ee29b4a60cb794a17,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",524,18134,3,0,"29:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):524:18134:3 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_30,49a2c1cfc7a697113c7af125dd97d38b3c468f21f4422022678a3ea19260fa65,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",524,18134,3,-3,"30:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):524:18134:3 |==> -3"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_31,59e7a95f07f9e51603efb164cca464b4eaff4dd78069bbfde51b695e7ce26977,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",524,18152,3,0,"31:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):524:18152:3 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_32,79f0aa4e9a2d874efe728b5988681b87c5dc5cae909f6c408eb300a5ee0634b5,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",524,18152,3,-3,"32:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):524:18152:3 |==> -3"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_33,3d54b558f0888ab972d2b929d5ea086b6818b24a1517cb0fd786def8b732db90,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",530,18352,3,0,"33:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):530:18352:3 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_34,50657a0470aef685789119c98132da5bb106213d5304d4e88b09e8c21eea9024,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",530,18352,3,-3,"34:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):530:18352:3 |==> -3"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_35,7c6b93ed90e881d6ad8022184804b66425886352a6b7cfefbc2413449010d98a,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",530,18370,3,0,"35:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):530:18370:3 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_36,124d829758adbc88e72ab027c2b9fbdc6ae35622ec9cec05892ce4c4e37f2267,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",530,18370,3,-3,"36:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):530:18370:3 |==> -3"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_37,6c5b36556614617be68e117cff5740a783b035ff7e15990ccc701918abc76771,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",537,18580,2,0,"37:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):537:18580:2 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_38,5182ccac90af4917c04a17998fae35789120e1ec8dc79e22cfdbe7e540a7e000,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",537,18580,2,-2,"38:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):537:18580:2 |==> -2"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_39,bcf76c87278466c592eaffa91dcd963b0fbd842b9a654c7f6671011616d89521,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",537,18598,2,0,"39:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):537:18598:2 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_40,cefceb8057c6dc623489f825d24465b4ddf15ad043aedaf25d7b9adda79639ea,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",537,18598,2,-2,"40:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):537:18598:2 |==> -2"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_41,9236e66153ba4aaa07c83ae393640d0ae7d4c5be873bed2518b2beb1d9f197b5,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",538,18650,3,0,"41:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):538:18650:3 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_42,035eb8e6a788f449c6504b074d6c5794e768a098af26bb043636f29d4cdbbfd9,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",538,18650,3,-3,"42:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):538:18650:3 |==> -3"
