dataset,subject_id,target_id,run_name,function_name,mutant_id,mutant_hash,build_status,test_status,killed,executable,log_path,operator,mutation_descriptor,owner,method,source_line,instruction_index,original_expression,replacement_expression,raw_mutant
defects4j,Chart_25,chart_25f_actionPerformed__line1315_1371,major_full_catalog_try2,actionPerformed,major_1,f79b63c80314a7878467cd4364241e7370f0b0142d0b71d41832b07d07ac343c,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/chart_25f_actionPerformed__line1315_1371/run.log,EVR,<METHOD_INVOCATION(java.lang.String)>:<DEFAULT>,org.jfree.chart.ChartPanel,actionPerformed(java.awt.event.ActionEvent),1317,47314,event.getActionCommand(),null,1:EVR:<METHOD_INVOCATION(java.lang.String)>:<DEFAULT>:org.jfree.chart.ChartPanel@actionPerformed(java.awt.event.ActionEvent):1317:47314:event.getActionCommand() |==> null
defects4j,Chart_25,chart_25f_actionPerformed__line1315_1371,major_full_catalog_try2,actionPerformed,major_12,a760d7957b8a369ef9a2ac4d1d3822481191a4bdda7fc0d9dbaf30ed0dd309c5,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/chart_25f_actionPerformed__line1315_1371/run.log,COR,<METHOD_INVOCATION(boolean)>:FALSE,org.jfree.chart.ChartPanel,actionPerformed(java.awt.event.ActionEvent),1340,48079,command.equals(PRINT_COMMAND),false,12:COR:<METHOD_INVOCATION(boolean)>:FALSE:org.jfree.chart.ChartPanel@actionPerformed(java.awt.event.ActionEvent):1340:48079:command.equals(PRINT_COMMAND) |==> false
defects4j,Chart_25,chart_25f_actionPerformed__line1315_1371,major_full_catalog_try2,actionPerformed,major_13,474c3223bd0a6fb6e139f52453a408596e9d1669ec9e56a05e230903c8cd19e3,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/chart_25f_actionPerformed__line1315_1371/run.log,COR,<METHOD_INVOCATION(boolean)>:TRUE,org.jfree.chart.ChartPanel,actionPerformed(java.awt.event.ActionEvent),1340,48079,command.equals(PRINT_COMMAND),true,13:COR:<METHOD_INVOCATION(boolean)>:TRUE:org.jfree.chart.ChartPanel@actionPerformed(java.awt.event.ActionEvent):1340:48079:command.equals(PRINT_COMMAND) |==> true
defects4j,Chart_25,chart_25f_actionPerformed__line1315_1371,major_full_catalog_try2,actionPerformed,major_14,e60dd1adbf5d7a565632fd667f0a42d0ed207a3a36ea76e8b406237f652b695d,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/chart_25f_actionPerformed__line1315_1371/run.log,COR,<METHOD_INVOCATION(boolean)>:FALSE,org.jfree.chart.ChartPanel,actionPerformed(java.awt.event.ActionEvent),1343,48177,command.equals(ZOOM_IN_BOTH_COMMAND),false,14:COR:<METHOD_INVOCATION(boolean)>:FALSE:org.jfree.chart.ChartPanel@actionPerformed(java.awt.event.ActionEvent):1343:48177:command.equals(ZOOM_IN_BOTH_COMMAND) |==> false
defects4j,Chart_25,chart_25f_actionPerformed__line1315_1371,major_full_catalog_try2,actionPerformed,major_15,f27531c4ca95c07e12475128bc5cb23e31d7d1775977682c5acc92cbbd146edb,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/chart_25f_actionPerformed__line1315_1371/run.log,COR,<METHOD_INVOCATION(boolean)>:TRUE,org.jfree.chart.ChartPanel,actionPerformed(java.awt.event.ActionEvent),1343,48177,command.equals(ZOOM_IN_BOTH_COMMAND),true,15:COR:<METHOD_INVOCATION(boolean)>:TRUE:org.jfree.chart.ChartPanel@actionPerformed(java.awt.event.ActionEvent):1343:48177:command.equals(ZOOM_IN_BOTH_COMMAND) |==> true
defects4j,Chart_25,chart_25f_actionPerformed__line1315_1371,major_full_catalog_try2,actionPerformed,major_16,4ce805b4a79fdeac6dbaddf990491ab6fe092dbb3f4fdb4a7318ff09b399958b,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/chart_25f_actionPerformed__line1315_1371/run.log,COR,<METHOD_INVOCATION(boolean)>:FALSE,org.jfree.chart.ChartPanel,actionPerformed(java.awt.event.ActionEvent),1346,48289,command.equals(ZOOM_IN_DOMAIN_COMMAND),false,16:COR:<METHOD_INVOCATION(boolean)>:FALSE:org.jfree.chart.ChartPanel@actionPerformed(java.awt.event.ActionEvent):1346:48289:command.equals(ZOOM_IN_DOMAIN_COMMAND) |==> false
defects4j,Chart_25,chart_25f_actionPerformed__line1315_1371,major_full_catalog_try2,actionPerformed,major_17,860eb0e530af854b6a9e8b9df67c218643e983721c86a79f113b71d5d42eb8b0,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/chart_25f_actionPerformed__line1315_1371/run.log,COR,<METHOD_INVOCATION(boolean)>:TRUE,org.jfree.chart.ChartPanel,actionPerformed(java.awt.event.ActionEvent),1346,48289,command.equals(ZOOM_IN_DOMAIN_COMMAND),true,17:COR:<METHOD_INVOCATION(boolean)>:TRUE:org.jfree.chart.ChartPanel@actionPerformed(java.awt.event.ActionEvent):1346:48289:command.equals(ZOOM_IN_DOMAIN_COMMAND) |==> true
defects4j,Chart_25,chart_25f_actionPerformed__line1315_1371,major_full_catalog_try2,actionPerformed,major_18,f38674f5014fd0747aac45e069d6859b6d4f8544c22c2e07e52ff912a472fb8c,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/chart_25f_actionPerformed__line1315_1371/run.log,COR,<METHOD_INVOCATION(boolean)>:FALSE,org.jfree.chart.ChartPanel,actionPerformed(java.awt.event.ActionEvent),1349,48405,command.equals(ZOOM_IN_RANGE_COMMAND),false,18:COR:<METHOD_INVOCATION(boolean)>:FALSE:org.jfree.chart.ChartPanel@actionPerformed(java.awt.event.ActionEvent):1349:48405:command.equals(ZOOM_IN_RANGE_COMMAND) |==> false
defects4j,Chart_25,chart_25f_actionPerformed__line1315_1371,major_full_catalog_try2,actionPerformed,major_19,3b2453be3e23412de055b92bb183d356a88d22a448c7ca62071a34ed1d91a096,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/chart_25f_actionPerformed__line1315_1371/run.log,COR,<METHOD_INVOCATION(boolean)>:TRUE,org.jfree.chart.ChartPanel,actionPerformed(java.awt.event.ActionEvent),1349,48405,command.equals(ZOOM_IN_RANGE_COMMAND),true,19:COR:<METHOD_INVOCATION(boolean)>:TRUE:org.jfree.chart.ChartPanel@actionPerformed(java.awt.event.ActionEvent):1349:48405:command.equals(ZOOM_IN_RANGE_COMMAND) |==> true
defects4j,Chart_25,chart_25f_actionPerformed__line1315_1371,major_full_catalog_try2,actionPerformed,major_20,b881bc1349ded2540e984f791bf54acc78ba7f80762bba5afc93059ea4509470,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/chart_25f_actionPerformed__line1315_1371/run.log,COR,<METHOD_INVOCATION(boolean)>:FALSE,org.jfree.chart.ChartPanel,actionPerformed(java.awt.event.ActionEvent),1352,48519,command.equals(ZOOM_OUT_BOTH_COMMAND),false,20:COR:<METHOD_INVOCATION(boolean)>:FALSE:org.jfree.chart.ChartPanel@actionPerformed(java.awt.event.ActionEvent):1352:48519:command.equals(ZOOM_OUT_BOTH_COMMAND) |==> false
defects4j,Chart_25,chart_25f_actionPerformed__line1315_1371,major_full_catalog_try2,actionPerformed,major_21,6e4f380a89127c925ce81481a4b08629e7a2f9f0019021cb4f9107875be16f6c,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/chart_25f_actionPerformed__line1315_1371/run.log,COR,<METHOD_INVOCATION(boolean)>:TRUE,org.jfree.chart.ChartPanel,actionPerformed(java.awt.event.ActionEvent),1352,48519,command.equals(ZOOM_OUT_BOTH_COMMAND),true,21:COR:<METHOD_INVOCATION(boolean)>:TRUE:org.jfree.chart.ChartPanel@actionPerformed(java.awt.event.ActionEvent):1352:48519:command.equals(ZOOM_OUT_BOTH_COMMAND) |==> true
defects4j,Chart_25,chart_25f_actionPerformed__line1315_1371,major_full_catalog_try2,actionPerformed,major_22,8219b5402d6f7d4b712e921d34c6067e1a24bddbf511c8ea71ed679a9f3a8d95,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/chart_25f_actionPerformed__line1315_1371/run.log,COR,<METHOD_INVOCATION(boolean)>:FALSE,org.jfree.chart.ChartPanel,actionPerformed(java.awt.event.ActionEvent),1355,48633,command.equals(ZOOM_OUT_DOMAIN_COMMAND),false,22:COR:<METHOD_INVOCATION(boolean)>:FALSE:org.jfree.chart.ChartPanel@actionPerformed(java.awt.event.ActionEvent):1355:48633:command.equals(ZOOM_OUT_DOMAIN_COMMAND) |==> false
defects4j,Chart_25,chart_25f_actionPerformed__line1315_1371,major_full_catalog_try2,actionPerformed,major_23,b1790c3a635bfc74aac7d57d43a749f294091cd1c26a98704bd75a96bdbb16f8,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/chart_25f_actionPerformed__line1315_1371/run.log,COR,<METHOD_INVOCATION(boolean)>:TRUE,org.jfree.chart.ChartPanel,actionPerformed(java.awt.event.ActionEvent),1355,48633,command.equals(ZOOM_OUT_DOMAIN_COMMAND),true,23:COR:<METHOD_INVOCATION(boolean)>:TRUE:org.jfree.chart.ChartPanel@actionPerformed(java.awt.event.ActionEvent):1355:48633:command.equals(ZOOM_OUT_DOMAIN_COMMAND) |==> true
defects4j,Chart_25,chart_25f_actionPerformed__line1315_1371,major_full_catalog_try2,actionPerformed,major_24,56bc2f63df0538ad74c8e0ee30e53fca92f2c3f700f63576fba8d0cbedaee300,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/chart_25f_actionPerformed__line1315_1371/run.log,COR,<METHOD_INVOCATION(boolean)>:FALSE,org.jfree.chart.ChartPanel,actionPerformed(java.awt.event.ActionEvent),1358,48751,command.equals(ZOOM_OUT_RANGE_COMMAND),false,24:COR:<METHOD_INVOCATION(boolean)>:FALSE:org.jfree.chart.ChartPanel@actionPerformed(java.awt.event.ActionEvent):1358:48751:command.equals(ZOOM_OUT_RANGE_COMMAND) |==> false
defects4j,Chart_25,chart_25f_actionPerformed__line1315_1371,major_full_catalog_try2,actionPerformed,major_25,766bdf64da3f5afd0ebd82685ce96a663accd1f898a56d6f7e1592e98ac9b304,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/chart_25f_actionPerformed__line1315_1371/run.log,COR,<METHOD_INVOCATION(boolean)>:TRUE,org.jfree.chart.ChartPanel,actionPerformed(java.awt.event.ActionEvent),1358,48751,command.equals(ZOOM_OUT_RANGE_COMMAND),true,25:COR:<METHOD_INVOCATION(boolean)>:TRUE:org.jfree.chart.ChartPanel@actionPerformed(java.awt.event.ActionEvent):1358:48751:command.equals(ZOOM_OUT_RANGE_COMMAND) |==> true
defects4j,Chart_25,chart_25f_actionPerformed__line1315_1371,major_full_catalog_try2,actionPerformed,major_26,b6917b0c766042b11e8fd352b4a4876d54b7c705b2defa6aeed2aa8365e3eb8f,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/chart_25f_actionPerformed__line1315_1371/run.log,COR,<METHOD_INVOCATION(boolean)>:FALSE,org.jfree.chart.ChartPanel,actionPerformed(java.awt.event.ActionEvent),1361,48867,command.equals(ZOOM_RESET_BOTH_COMMAND),false,26:COR:<METHOD_INVOCATION(boolean)>:FALSE:org.jfree.chart.ChartPanel@actionPerformed(java.awt.event.ActionEvent):1361:48867:command.equals(ZOOM_RESET_BOTH_COMMAND) |==> false
defects4j,Chart_25,chart_25f_actionPerformed__line1315_1371,major_full_catalog_try2,actionPerformed,major_27,bb5cbbb2378b6951bdb6f68994f7ad815ed1eb17b60f3430a5dff9d4fec2d518,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/chart_25f_actionPerformed__line1315_1371/run.log,COR,<METHOD_INVOCATION(boolean)>:TRUE,org.jfree.chart.ChartPanel,actionPerformed(java.awt.event.ActionEvent),1361,48867,command.equals(ZOOM_RESET_BOTH_COMMAND),true,27:COR:<METHOD_INVOCATION(boolean)>:TRUE:org.jfree.chart.ChartPanel@actionPerformed(java.awt.event.ActionEvent):1361:48867:command.equals(ZOOM_RESET_BOTH_COMMAND) |==> true
defects4j,Chart_25,chart_25f_actionPerformed__line1315_1371,major_full_catalog_try2,actionPerformed,major_28,7ce296592e4a2f4a7979d9df54de3aab8c07cb17bd3f2000ce54a7e580d38382,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/chart_25f_actionPerformed__line1315_1371/run.log,COR,<METHOD_INVOCATION(boolean)>:FALSE,org.jfree.chart.ChartPanel,actionPerformed(java.awt.event.ActionEvent),1364,48973,command.equals(ZOOM_RESET_DOMAIN_COMMAND),false,28:COR:<METHOD_INVOCATION(boolean)>:FALSE:org.jfree.chart.ChartPanel@actionPerformed(java.awt.event.ActionEvent):1364:48973:command.equals(ZOOM_RESET_DOMAIN_COMMAND) |==> false
defects4j,Chart_25,chart_25f_actionPerformed__line1315_1371,major_full_catalog_try2,actionPerformed,major_29,0138b8f65165c2b83da5a9f6cdc281d42a5928bff760bef874263301664180da,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/chart_25f_actionPerformed__line1315_1371/run.log,COR,<METHOD_INVOCATION(boolean)>:TRUE,org.jfree.chart.ChartPanel,actionPerformed(java.awt.event.ActionEvent),1364,48973,command.equals(ZOOM_RESET_DOMAIN_COMMAND),true,29:COR:<METHOD_INVOCATION(boolean)>:TRUE:org.jfree.chart.ChartPanel@actionPerformed(java.awt.event.ActionEvent):1364:48973:command.equals(ZOOM_RESET_DOMAIN_COMMAND) |==> true
defects4j,Chart_25,chart_25f_actionPerformed__line1315_1371,major_full_catalog_try2,actionPerformed,major_30,39e840d078f7dce423d1aed334af3fdab88652722920b9f50bdc82b508d9ad56,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/chart_25f_actionPerformed__line1315_1371/run.log,COR,<METHOD_INVOCATION(boolean)>:FALSE,org.jfree.chart.ChartPanel,actionPerformed(java.awt.event.ActionEvent),1367,49087,command.equals(ZOOM_RESET_RANGE_COMMAND),false,30:COR:<METHOD_INVOCATION(boolean)>:FALSE:org.jfree.chart.ChartPanel@actionPerformed(java.awt.event.ActionEvent):1367:49087:command.equals(ZOOM_RESET_RANGE_COMMAND) |==> false
defects4j,Chart_25,chart_25f_actionPerformed__line1315_1371,major_full_catalog_try2,actionPerformed,major_31,74b389f7647cf45c4951be0af3b04b8da4ef3e9916b07f2a6e952ca785dc09a1,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/chart_25f_actionPerformed__line1315_1371/run.log,COR,<METHOD_INVOCATION(boolean)>:TRUE,org.jfree.chart.ChartPanel,actionPerformed(java.awt.event.ActionEvent),1367,49087,command.equals(ZOOM_RESET_RANGE_COMMAND),true,31:COR:<METHOD_INVOCATION(boolean)>:TRUE:org.jfree.chart.ChartPanel@actionPerformed(java.awt.event.ActionEvent):1367:49087:command.equals(ZOOM_RESET_RANGE_COMMAND) |==> true
