batch_id,run_name,dataset,project,subject,version,target_id,function,run_status,failure_reason,requested_mutants,accepted_mutants,rejected_mutants,acceptance_rate,executed_total_mutants,build_successes,build_success_rate,executable_mutants,executable_yield,killed_mutants,survived_mutants,mutation_score,top_rejection_reason,top_rejection_count
batch08,batch08__Cli_1__appendOption__cli_1f_appendOption_line530,defects4j,Cli,Cli_1,f,cli_1f_appendOption__line530_559,appendOption,failure,ValueError,8,0,8,0.0,0,0,0.0,0,0.0,0,0,0.0,,0
batch08,batch08__Cli_1__findWrapPos__cli_1f_findWrapPos_line789,defects4j,Cli,Cli_1,f,cli_1f_findWrapPos__line789_833,findWrapPos,failure,ValueError,8,0,8,0.0,0,0,0.0,0,0.0,0,0,0.0,,0
batch08,batch08__Cli_1__equals__cli_1f_equals_line600,defects4j,Cli,Cli_1,f,cli_1f_equals__line600_624,equals,failure,ValueError,8,0,8,0.0,0,0,0.0,0,0.0,0,0,0.0,,0
batch08,batch08__Cli_1__processArgs__cli_1f_processArgs_line314,defects4j,Cli,Cli_1,f,cli_1f_processArgs__line314_346,processArgs,failure,ValueError,8,0,8,0.0,0,0,0.0,0,0.0,0,0,0.0,,0
batch08,batch08__Cli_1__processProperties__cli_1f_processProperties_line228,defects4j,Cli,Cli_1,f,cli_1f_processProperties__line228_273,processProperties,failure,ValueError,8,0,8,0.0,0,0,0.0,0,0.0,0,0,0.0,,0
batch08,batch08__Cli_1__isValueCode__cli_1f_isValueCode_line136,defects4j,Cli,Cli_1,f,cli_1f_isValueCode__line136_146,isValueCode,failure,ValueError,8,0,8,0.0,0,0,0.0,0,0.0,0,0,0.0,,0
batch08,batch08__Cli_1__burstToken__cli_1f_burstToken_line278,defects4j,Cli,Cli_1,f,cli_1f_burstToken__line278_308,burstToken,failure,ValueError,8,0,8,0.0,0,0,0.0,0,0.0,0,0,0.0,,0
batch08,batch08__Cli_1__createValue__cli_1f_createValue_line61,defects4j,Cli,Cli_1,f,cli_1f_createValue__line61_103,createValue,ok,,8,1,0,0.125,1,1,1.0,1,1.0,0,1,0.0,,0
batch08,batch08__Cli_1__option__cli_1f_option_line48,defects4j,Cli,Cli_1,f,cli_1f_option__line48,option,failure,ValueError,8,0,8,0.0,0,0,0.0,0,0.0,0,0,0.0,,0
batch08,batch08__Cli_1__validateOption__cli_1f_validateOption_line40,defects4j,Cli,Cli_1,f,cli_1f_validateOption__line40_76,validateOption,failure,ValueError,8,0,8,0.0,0,0,0.0,0,0.0,0,0,0.0,,0
batch08,batch08__Math_1__cdf__math_1f_cdf_line149,defects4j,Math,Math_1,f,math_1f_cdf__line149_180,cdf,ok,,8,1,0,0.125,1,0,0.0,0,0.0,0,0,0.0,,0
batch08,batch08__Math_1__recurseIntersection__math_1f_recurseIntersection_line600,defects4j,Math,Math_1,f,math_1f_recurseIntersection__line600_628,recurseIntersection,ok,,8,5,3,0.625,5,2,0.4,2,0.4,2,0,1.0,missing_or_invalid_aftercode,2
batch08,batch08__Math_1__equals__math_1f_equals_line982,defects4j,Math,Math_1,f,math_1f_equals__line982_1004,equals,ok,,8,5,2,0.625,5,2,0.4,2,0.4,2,0,1.0,missing_or_invalid_precode,2
batch08,batch08__Math_1__refineSolution__math_1f_refineSolution_line503,defects4j,Math,Math_1,f,math_1f_refineSolution__line503,refineSolution,failure,ValueError,8,0,2,0.0,0,0,0.0,0,0.0,0,0,0.0,missing_or_invalid_aftercode,2
batch08,batch08__Math_1__equals__math_1f_equals_line599,defects4j,Math,Math_1,f,math_1f_equals__line599_619,equals,failure,ValueError,8,0,8,0.0,0,0,0.0,0,0.0,0,0,0.0,,0
batch08,batch08__Math_1__equals__math_1f_equals_line579,defects4j,Math,Math_1,f,math_1f_equals__line579_599,equals,ok,,8,5,3,0.625,5,0,0.0,0,0.0,0,0,0.0,missing_or_invalid_aftercode,2
batch08,batch08__Math_1__nextPrime__math_1f_nextPrime_line74,defects4j,Math,Math_1,f,math_1f_nextPrime__line74_109,nextPrime,failure,ValueError,8,0,8,0.0,0,0,0.0,0,0.0,0,0,0.0,,0
batch08,batch08__Math_1__logGamma__math_1f_logGamma_line244,defects4j,Math,Math_1,f,math_1f_logGamma__line244_268,logGamma,ok,,8,1,0,0.125,1,0,0.0,0,0.0,0,0,0.0,,0
batch08,batch08__Math_1__equals__math_1f_equals_line368,defects4j,Math,Math_1,f,math_1f_equals__line368_386,equals,failure,ValueError,8,0,8,0.0,0,0,0.0,0,0.0,0,0,0.0,,0
batch08,batch08__Math_1__addObservations__math_1f_addObservations_line294,defects4j,Math,Math_1,f,math_1f_addObservations__line294,addObservations,failure,ValueError,8,0,8,0.0,0,0,0.0,0,0.0,0,0,0.0,,0
batch08,batch08__Csv_1__simpleTokenLexer__csv_1f_simpleTokenLexer_line137,defects4j,Csv,Csv_1,f,csv_1f_simpleTokenLexer__line137_166,simpleTokenLexer,ok,,8,1,0,0.125,1,0,0.0,0,0.0,0,0,0.0,,0
batch08,batch08__Csv_1__read__csv_1f_read_line79,defects4j,Csv,Csv_1,f,csv_1f_read__line79_107,read,ok,,8,1,0,0.125,1,1,1.0,1,1.0,1,0,1.0,,0
batch08,batch08__Csv_1__encapsulatedTokenLexer__csv_1f_encapsulatedTokenLexer_line181,defects4j,Csv,Csv_1,f,csv_1f_encapsulatedTokenLexer__line181_225,encapsulatedTokenLexer,failure,ValueError,8,0,8,0.0,0,0,0.0,0,0.0,0,0,0.0,,0
batch08,batch08__Csv_1__printAndEscape__csv_1f_printAndEscape_line150,defects4j,Csv,Csv_1,f,csv_1f_printAndEscape__line150_186,printAndEscape,failure,ValueError,8,0,1,0.0,0,0,0.0,0,0.0,0,0,0.0,missing_or_invalid_line,1
batch08,batch08__Csv_1__printComment__csv_1f_printComment_line100,defects4j,Csv,Csv_1,f,csv_1f_printComment__line100_128,printComment,failure,ValueError,8,0,8,0.0,0,0,0.0,0,0.0,0,0,0.0,,0
batch08,batch08__Csv_1__initializeHeader__csv_1f_initializeHeader_line169,defects4j,Csv,Csv_1,f,csv_1f_initializeHeader__line169_193,initializeHeader,ok,,8,1,0,0.125,1,0,0.0,0,0.0,0,0,0.0,,0
batch08,batch08__Csv_1__readEscape__csv_1f_readEscape_line63,defects4j,Csv,Csv_1,f,csv_1f_readEscape__line63_80,readEscape,failure,ValueError,8,0,8,0.0,0,0,0.0,0,0.0,0,0,0.0,,0
batch08,batch08__Csv_1__validate__csv_1f_validate_line175,defects4j,Csv,Csv_1,f,csv_1f_validate__line175_195,validate,failure,ValueError,8,0,8,0.0,0,0,0.0,0,0.0,0,0,0.0,,0
batch08,batch08__Csv_1__trimTrailingSpaces__csv_1f_trimTrailingSpaces_line82,defects4j,Csv,Csv_1,f,csv_1f_trimTrailingSpaces__line82_90,trimTrailingSpaces,ok,,8,7,1,0.875,7,3,0.42857142857142855,3,0.42857142857142855,3,0,1.0,non_executable_structural_change: block_structure_change,1
batch08,batch08__Csv_1__iterator__csv_1f_iterator_line199,defects4j,Csv,Csv_1,f,csv_1f_iterator__line199_238,iterator,failure,ValueError,8,0,8,0.0,0,0,0.0,0,0.0,0,0,0.0,,0
