dataset,subject_id,target_id,run_name,function_name,mutant_id,mutant_hash,build_status,test_status,killed,executable,log_path,operator,mutation_descriptor,owner,method,source_line,instruction_index,original_expression,replacement_expression,raw_mutant
defects4j,Csv_2,csv_2f_parseEncapsulatedToken__line198_242,major_full_catalog_try2,parseEncapsulatedToken,major_1,7e40a79143e7000ac636f2cc7dd03e9e033e41acebce2777994736d52d02f51d,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_2f_parseEncapsulatedToken__line198_242/run.log,EVR,<METHOD_INVOCATION(long)>:<DEFAULT>,org.apache.commons.csv.CSVLexer,parseEncapsulatedToken(org.apache.commons.csv.Token),200,7477,getLineNumber(),0L,1:EVR:<METHOD_INVOCATION(long)>:<DEFAULT>:org.apache.commons.csv.CSVLexer@parseEncapsulatedToken(org.apache.commons.csv.Token):200:7477:getLineNumber() |==> 0L
defects4j,Csv_2,csv_2f_parseEncapsulatedToken__line198_242,major_full_catalog_try2,parseEncapsulatedToken,major_12,e6530e1646e6b086cc9b083fa8309df26784b97092c2ee6486e46d8905461e23,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_2f_parseEncapsulatedToken__line198_242/run.log,COR,<METHOD_INVOCATION(boolean)>:TRUE,org.apache.commons.csv.CSVLexer,parseEncapsulatedToken(org.apache.commons.csv.Token),216,8138,isDelimiter(c),true,12:COR:<METHOD_INVOCATION(boolean)>:TRUE:org.apache.commons.csv.CSVLexer@parseEncapsulatedToken(org.apache.commons.csv.Token):216:8138:isDelimiter(c) |==> true
defects4j,Csv_2,csv_2f_parseEncapsulatedToken__line198_242,major_full_catalog_try2,parseEncapsulatedToken,major_13,40d3e7cb2c9a5ca97c29687c0da526c64d617638051f1a8ff684bdac40b83bc9,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_2f_parseEncapsulatedToken__line198_242/run.log,EVR,<IDENTIFIER(org.apache.commons.csv.Token.Type)>:<DEFAULT>,org.apache.commons.csv.CSVLexer,parseEncapsulatedToken(org.apache.commons.csv.Token),217,8184,TOKEN,null,13:EVR:<IDENTIFIER(org.apache.commons.csv.Token.Type)>:<DEFAULT>:org.apache.commons.csv.CSVLexer@parseEncapsulatedToken(org.apache.commons.csv.Token):217:8184:TOKEN |==> null
defects4j,Csv_2,csv_2f_parseEncapsulatedToken__line198_242,major_full_catalog_try2,parseEncapsulatedToken,major_14,33c7cfda3e41ed4faa24cc3c25486ac1a9c4bcfea5685334bad5b0b4e58fa9d3,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_2f_parseEncapsulatedToken__line198_242/run.log,EVR,<IDENTIFIER(org.apache.commons.csv.Token)>:<DEFAULT>,org.apache.commons.csv.CSVLexer,parseEncapsulatedToken(org.apache.commons.csv.Token),218,8226,tkn,null,14:EVR:<IDENTIFIER(org.apache.commons.csv.Token)>:<DEFAULT>:org.apache.commons.csv.CSVLexer@parseEncapsulatedToken(org.apache.commons.csv.Token):218:8226:tkn |==> null
defects4j,Csv_2,csv_2f_parseEncapsulatedToken__line198_242,major_full_catalog_try2,parseEncapsulatedToken,major_15,b4780b28d134dcb3db19bd4ad1d9098d2d8c26c20956d5ce9087a4b41e7e444b,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_2f_parseEncapsulatedToken__line198_242/run.log,COR,<METHOD_INVOCATION(boolean)>:FALSE,org.apache.commons.csv.CSVLexer,parseEncapsulatedToken(org.apache.commons.csv.Token),219,8277,isEndOfFile(c),false,15:COR:<METHOD_INVOCATION(boolean)>:FALSE:org.apache.commons.csv.CSVLexer@parseEncapsulatedToken(org.apache.commons.csv.Token):219:8277:isEndOfFile(c) |==> false
defects4j,Csv_2,csv_2f_parseEncapsulatedToken__line198_242,major_full_catalog_try2,parseEncapsulatedToken,major_16,5209fe5c0bc14771d484fc242d50db54650f33766a92c4cb92d2e91f8dbc7d26,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_2f_parseEncapsulatedToken__line198_242/run.log,COR,<METHOD_INVOCATION(boolean)>:TRUE,org.apache.commons.csv.CSVLexer,parseEncapsulatedToken(org.apache.commons.csv.Token),219,8277,isEndOfFile(c),true,16:COR:<METHOD_INVOCATION(boolean)>:TRUE:org.apache.commons.csv.CSVLexer@parseEncapsulatedToken(org.apache.commons.csv.Token):219:8277:isEndOfFile(c) |==> true
defects4j,Csv_2,csv_2f_parseEncapsulatedToken__line198_242,major_full_catalog_try2,parseEncapsulatedToken,major_17,71384e1066218b338d0b3632a68ef9b5569adb04bca92aab1df0a2a580cb48f5,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_2f_parseEncapsulatedToken__line198_242/run.log,EVR,<IDENTIFIER(org.apache.commons.csv.Token.Type)>:<DEFAULT>,org.apache.commons.csv.CSVLexer,parseEncapsulatedToken(org.apache.commons.csv.Token),220,8323,EOF,null,17:EVR:<IDENTIFIER(org.apache.commons.csv.Token.Type)>:<DEFAULT>:org.apache.commons.csv.CSVLexer@parseEncapsulatedToken(org.apache.commons.csv.Token):220:8323:EOF |==> null
defects4j,Csv_2,csv_2f_parseEncapsulatedToken__line198_242,major_full_catalog_try2,parseEncapsulatedToken,major_18,d64e5735199172f6d58e17f834d380f9356bd3b0ffc3b35a824a6ba734dee7ec,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_2f_parseEncapsulatedToken__line198_242/run.log,LVR,TRUE:FALSE,org.apache.commons.csv.CSVLexer,parseEncapsulatedToken(org.apache.commons.csv.Token),221,8370,true,false,18:LVR:TRUE:FALSE:org.apache.commons.csv.CSVLexer@parseEncapsulatedToken(org.apache.commons.csv.Token):221:8370:true |==> false
defects4j,Csv_2,csv_2f_parseEncapsulatedToken__line198_242,major_full_catalog_try2,parseEncapsulatedToken,major_19,1707384c8309998f9342d1f0b21a58cb6abc7b270826ba6ff7a489eed4a04ba7,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_2f_parseEncapsulatedToken__line198_242/run.log,EVR,<IDENTIFIER(org.apache.commons.csv.Token)>:<DEFAULT>,org.apache.commons.csv.CSVLexer,parseEncapsulatedToken(org.apache.commons.csv.Token),222,8435,tkn,null,19:EVR:<IDENTIFIER(org.apache.commons.csv.Token)>:<DEFAULT>:org.apache.commons.csv.CSVLexer@parseEncapsulatedToken(org.apache.commons.csv.Token):222:8435:tkn |==> null
defects4j,Csv_2,csv_2f_parseEncapsulatedToken__line198_242,major_full_catalog_try2,parseEncapsulatedToken,major_20,f5e2c331ec35a9fae1bb4904ffbccce7c2af3d0da1b0eb318e1727f68db8ba0f,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_2f_parseEncapsulatedToken__line198_242/run.log,COR,<METHOD_INVOCATION(boolean)>:FALSE,org.apache.commons.csv.CSVLexer,parseEncapsulatedToken(org.apache.commons.csv.Token),223,8488,readEndOfLine(c),false,20:COR:<METHOD_INVOCATION(boolean)>:FALSE:org.apache.commons.csv.CSVLexer@parseEncapsulatedToken(org.apache.commons.csv.Token):223:8488:readEndOfLine(c) |==> false
defects4j,Csv_2,csv_2f_parseEncapsulatedToken__line198_242,major_full_catalog_try2,parseEncapsulatedToken,major_21,7bfa8ef5096c57d121480731dbd94c52d18380b4300c73c8c8ace1640bbd5406,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_2f_parseEncapsulatedToken__line198_242/run.log,COR,<METHOD_INVOCATION(boolean)>:TRUE,org.apache.commons.csv.CSVLexer,parseEncapsulatedToken(org.apache.commons.csv.Token),223,8488,readEndOfLine(c),true,21:COR:<METHOD_INVOCATION(boolean)>:TRUE:org.apache.commons.csv.CSVLexer@parseEncapsulatedToken(org.apache.commons.csv.Token):223:8488:readEndOfLine(c) |==> true
defects4j,Csv_2,csv_2f_parseEncapsulatedToken__line198_242,major_full_catalog_try2,parseEncapsulatedToken,major_22,24632af803bf388ad5d1fdc54ceff587bf0e0a1f642a11121280ab5c595319bc,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_2f_parseEncapsulatedToken__line198_242/run.log,EVR,<IDENTIFIER(org.apache.commons.csv.Token.Type)>:<DEFAULT>,org.apache.commons.csv.CSVLexer,parseEncapsulatedToken(org.apache.commons.csv.Token),224,8534,EORECORD,null,22:EVR:<IDENTIFIER(org.apache.commons.csv.Token.Type)>:<DEFAULT>:org.apache.commons.csv.CSVLexer@parseEncapsulatedToken(org.apache.commons.csv.Token):224:8534:EORECORD |==> null
defects4j,Csv_2,csv_2f_parseEncapsulatedToken__line198_242,major_full_catalog_try2,parseEncapsulatedToken,major_23,78f8e64eeb08b9b750745be513dd32f9cd7dc179967518b0f7a85e0c33cecc9a,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_2f_parseEncapsulatedToken__line198_242/run.log,EVR,<IDENTIFIER(org.apache.commons.csv.Token)>:<DEFAULT>,org.apache.commons.csv.CSVLexer,parseEncapsulatedToken(org.apache.commons.csv.Token),225,8579,tkn,null,23:EVR:<IDENTIFIER(org.apache.commons.csv.Token)>:<DEFAULT>:org.apache.commons.csv.CSVLexer@parseEncapsulatedToken(org.apache.commons.csv.Token):225:8579:tkn |==> null
defects4j,Csv_2,csv_2f_parseEncapsulatedToken__line198_242,major_full_catalog_try2,parseEncapsulatedToken,major_24,45e37138db0e259e2ce8847893d722d8963ddedb375c9933ef1a27f37fea7e3e,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_2f_parseEncapsulatedToken__line198_242/run.log,COR,<METHOD_INVOCATION(boolean)>:FALSE,org.apache.commons.csv.CSVLexer,parseEncapsulatedToken(org.apache.commons.csv.Token),226,8632,isWhitespace(c),false,24:COR:<METHOD_INVOCATION(boolean)>:FALSE:org.apache.commons.csv.CSVLexer@parseEncapsulatedToken(org.apache.commons.csv.Token):226:8632:isWhitespace(c) |==> false
defects4j,Csv_2,csv_2f_parseEncapsulatedToken__line198_242,major_full_catalog_try2,parseEncapsulatedToken,major_25,84d4ec0defed1bbcd5651ab13a738829671d1ed1f046a86d6f1786718704b5b6,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_2f_parseEncapsulatedToken__line198_242/run.log,COR,<METHOD_INVOCATION(boolean)>:TRUE,org.apache.commons.csv.CSVLexer,parseEncapsulatedToken(org.apache.commons.csv.Token),226,8632,isWhitespace(c),true,25:COR:<METHOD_INVOCATION(boolean)>:TRUE:org.apache.commons.csv.CSVLexer@parseEncapsulatedToken(org.apache.commons.csv.Token):226:8632:isWhitespace(c) |==> true
defects4j,Csv_2,csv_2f_parseEncapsulatedToken__line198_242,major_full_catalog_try2,parseEncapsulatedToken,major_26,4caf74d66bdebc30034ca1333921345c70661d01a55de45dc77c7f987c2b2ef9,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_2f_parseEncapsulatedToken__line198_242/run.log,LVR,<CLASS>:<EMPTY>,org.apache.commons.csv.CSVLexer,parseEncapsulatedToken(org.apache.commons.csv.Token),228,8772,"""(line ""","""""","26:LVR:<CLASS>:<EMPTY>:org.apache.commons.csv.CSVLexer@parseEncapsulatedToken(org.apache.commons.csv.Token):228:8772:""(line "" |==> """""
defects4j,Csv_2,csv_2f_parseEncapsulatedToken__line198_242,major_full_catalog_try2,parseEncapsulatedToken,major_27,48423f2541865b5ee2fecd585157d7decb06b3b6451b235205252b7275e27038,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_2f_parseEncapsulatedToken__line198_242/run.log,LVR,<CLASS>:<EMPTY>,org.apache.commons.csv.CSVLexer,parseEncapsulatedToken(org.apache.commons.csv.Token),229,8837,""") invalid char between encapsulated token and delimiter""","""""","27:LVR:<CLASS>:<EMPTY>:org.apache.commons.csv.CSVLexer@parseEncapsulatedToken(org.apache.commons.csv.Token):229:8837:"") invalid char between encapsulated token and delimiter"" |==> """""
defects4j,Csv_2,csv_2f_parseEncapsulatedToken__line198_242,major_full_catalog_try2,parseEncapsulatedToken,major_28,bd58a7747c8d22a439de23070708f5e788fe42c9831bd99cfffc0d0f7bdad996,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_2f_parseEncapsulatedToken__line198_242/run.log,COR,<METHOD_INVOCATION(boolean)>:FALSE,org.apache.commons.csv.CSVLexer,parseEncapsulatedToken(org.apache.commons.csv.Token),233,8997,isEndOfFile(c),false,28:COR:<METHOD_INVOCATION(boolean)>:FALSE:org.apache.commons.csv.CSVLexer@parseEncapsulatedToken(org.apache.commons.csv.Token):233:8997:isEndOfFile(c) |==> false
defects4j,Csv_2,csv_2f_parseEncapsulatedToken__line198_242,major_full_catalog_try2,parseEncapsulatedToken,major_29,4a63b2bf76cc29345f78331db5794a241bd01f2430a500087c57e85fa8f0588d,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_2f_parseEncapsulatedToken__line198_242/run.log,COR,<METHOD_INVOCATION(boolean)>:TRUE,org.apache.commons.csv.CSVLexer,parseEncapsulatedToken(org.apache.commons.csv.Token),233,8997,isEndOfFile(c),true,29:COR:<METHOD_INVOCATION(boolean)>:TRUE:org.apache.commons.csv.CSVLexer@parseEncapsulatedToken(org.apache.commons.csv.Token):233:8997:isEndOfFile(c) |==> true
defects4j,Csv_2,csv_2f_parseEncapsulatedToken__line198_242,major_full_catalog_try2,parseEncapsulatedToken,major_30,579c53ff23ab73d2f0933f583ded1d76a333d63352a7356e2a6a8a2293fe4fe0,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_2f_parseEncapsulatedToken__line198_242/run.log,LVR,<CLASS>:<EMPTY>,org.apache.commons.csv.CSVLexer,parseEncapsulatedToken(org.apache.commons.csv.Token),235,9111,"""(startline ""","""""","30:LVR:<CLASS>:<EMPTY>:org.apache.commons.csv.CSVLexer@parseEncapsulatedToken(org.apache.commons.csv.Token):235:9111:""(startline "" |==> """""
defects4j,Csv_2,csv_2f_parseEncapsulatedToken__line198_242,major_full_catalog_try2,parseEncapsulatedToken,major_31,4ae99109ad97e2336286a0fb5ded45830a122d906a208508c19c8c74546920a8,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_2f_parseEncapsulatedToken__line198_242/run.log,LVR,<CLASS>:<EMPTY>,org.apache.commons.csv.CSVLexer,parseEncapsulatedToken(org.apache.commons.csv.Token),236,9169,""") EOF reached before encapsulated token finished""","""""","31:LVR:<CLASS>:<EMPTY>:org.apache.commons.csv.CSVLexer@parseEncapsulatedToken(org.apache.commons.csv.Token):236:9169:"") EOF reached before encapsulated token finished"" |==> """""
