dataset,subject_id,target_id,run_name,function_name,mutant_id,mutant_hash,build_status,test_status,killed,executable,log_path,operator,mutation_descriptor,owner,method,source_line,instruction_index,original_expression,replacement_expression,raw_mutant
defects4j,Compress_19,compress_19f_readDirectoryEntry__line291_374,major_full_catalog_try2,readDirectoryEntry,major_1,b7b71598d790194f0fcd05ffde1d90447454e67e1201469cd9134b5b9a5d3ac7,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/compress_19f_readDirectoryEntry__line291_374/run.log,EVR,<METHOD_INVOCATION(long)>:<DEFAULT>,org.apache.commons.compress.archivers.dump.DumpArchiveInputStream,readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry),293,9216,entry.getEntrySize(),0L,1:EVR:<METHOD_INVOCATION(long)>:<DEFAULT>:org.apache.commons.compress.archivers.dump.DumpArchiveInputStream@readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry):293:9216:entry.getEntrySize() |==> 0L
defects4j,Compress_19,compress_19f_readDirectoryEntry__line291_374,major_full_catalog_try2,readDirectoryEntry,major_12,5701dd2002f37de8905ad883011a91c786448c47d15c98b75239e0ea09d440eb,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/compress_19f_readDirectoryEntry__line291_374/run.log,LVR,POS:NEG,org.apache.commons.compress.archivers.dump.DumpArchiveInputStream,readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry),320,10123,8,-8,12:LVR:POS:NEG:org.apache.commons.compress.archivers.dump.DumpArchiveInputStream@readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry):320:10123:8 |==> -8
defects4j,Compress_19,compress_19f_readDirectoryEntry__line291_374,major_full_catalog_try2,readDirectoryEntry,major_13,730117c392267ec25d4ff2c64603a7b3e267e883d1cff154770f9d5568986c9f,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/compress_19f_readDirectoryEntry__line291_374/run.log,LVR,POS:0,org.apache.commons.compress.archivers.dump.DumpArchiveInputStream,readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry),320,10143,8,0,13:LVR:POS:0:org.apache.commons.compress.archivers.dump.DumpArchiveInputStream@readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry):320:10143:8 |==> 0
defects4j,Compress_19,compress_19f_readDirectoryEntry__line291_374,major_full_catalog_try2,readDirectoryEntry,major_14,7d73853c145d5ed2770af7d209ba224eea454cf2e03c702985c92ba82eca64fa,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/compress_19f_readDirectoryEntry__line291_374/run.log,LVR,POS:NEG,org.apache.commons.compress.archivers.dump.DumpArchiveInputStream,readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry),320,10143,8,-8,14:LVR:POS:NEG:org.apache.commons.compress.archivers.dump.DumpArchiveInputStream@readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry):320:10143:8 |==> -8
defects4j,Compress_19,compress_19f_readDirectoryEntry__line291_374,major_full_catalog_try2,readDirectoryEntry,major_15,842c0a176173fa3d6ba1dd4b9689f219771e10b9a53cafd1c1572178ab6a4f08,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/compress_19f_readDirectoryEntry__line291_374/run.log,EVR,<METHOD_INVOCATION(int)>:<DEFAULT>,org.apache.commons.compress.archivers.dump.DumpArchiveInputStream,readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry),322,10234,"DumpArchiveUtil.convert32(blockBuffer, i)",0,"15:EVR:<METHOD_INVOCATION(int)>:<DEFAULT>:org.apache.commons.compress.archivers.dump.DumpArchiveInputStream@readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry):322:10234:DumpArchiveUtil.convert32(blockBuffer, i) |==> 0"
defects4j,Compress_19,compress_19f_readDirectoryEntry__line291_374,major_full_catalog_try2,readDirectoryEntry,major_16,f93763d38564ca71af4ed133160b9c36fa588fb8a23f764b166bea085279c1e9,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/compress_19f_readDirectoryEntry__line291_374/run.log,LVR,POS:0,org.apache.commons.compress.archivers.dump.DumpArchiveInputStream,readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry),323,10320,4,0,16:LVR:POS:0:org.apache.commons.compress.archivers.dump.DumpArchiveInputStream@readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry):323:10320:4 |==> 0
defects4j,Compress_19,compress_19f_readDirectoryEntry__line291_374,major_full_catalog_try2,readDirectoryEntry,major_17,c3a5a244ee8216b3a8f40ef3a343ac0e7d9731d7cc9e75c0ec70421915b0c935,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/compress_19f_readDirectoryEntry__line291_374/run.log,LVR,POS:NEG,org.apache.commons.compress.archivers.dump.DumpArchiveInputStream,readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry),323,10320,4,-4,17:LVR:POS:NEG:org.apache.commons.compress.archivers.dump.DumpArchiveInputStream@readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry):323:10320:4 |==> -4
defects4j,Compress_19,compress_19f_readDirectoryEntry__line291_374,major_full_catalog_try2,readDirectoryEntry,major_18,fb49f7514d82aeff53435019e7d85ec35e4d66496f33b781cb0288b406eeef97,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/compress_19f_readDirectoryEntry__line291_374/run.log,LVR,POS:0,org.apache.commons.compress.archivers.dump.DumpArchiveInputStream,readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry),325,10369,6,0,18:LVR:POS:0:org.apache.commons.compress.archivers.dump.DumpArchiveInputStream@readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry):325:10369:6 |==> 0
defects4j,Compress_19,compress_19f_readDirectoryEntry__line291_374,major_full_catalog_try2,readDirectoryEntry,major_19,02f7a3ded2287d70a867c2c729e70a55761227fdf8e45e6109daf78cd5e34c86,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/compress_19f_readDirectoryEntry__line291_374/run.log,LVR,POS:NEG,org.apache.commons.compress.archivers.dump.DumpArchiveInputStream,readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry),325,10369,6,-6,19:LVR:POS:NEG:org.apache.commons.compress.archivers.dump.DumpArchiveInputStream@readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry):325:10369:6 |==> -6
defects4j,Compress_19,compress_19f_readDirectoryEntry__line291_374,major_full_catalog_try2,readDirectoryEntry,major_20,5325b191394a4539726dcfb35bb552c0e187d7c54843f18e1be34a8ce8a8e085,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/compress_19f_readDirectoryEntry__line291_374/run.log,LVR,POS:0,org.apache.commons.compress.archivers.dump.DumpArchiveInputStream,readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry),327,10432,8,0,20:LVR:POS:0:org.apache.commons.compress.archivers.dump.DumpArchiveInputStream@readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry):327:10432:8 |==> 0
defects4j,Compress_19,compress_19f_readDirectoryEntry__line291_374,major_full_catalog_try2,readDirectoryEntry,major_21,c718fc38e556dbf226c96b1de71a681182d579cc436ff44d58875876c1ef6225,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/compress_19f_readDirectoryEntry__line291_374/run.log,LVR,POS:NEG,org.apache.commons.compress.archivers.dump.DumpArchiveInputStream,readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry),327,10432,8,-8,21:LVR:POS:NEG:org.apache.commons.compress.archivers.dump.DumpArchiveInputStream@readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry):327:10432:8 |==> -8
defects4j,Compress_19,compress_19f_readDirectoryEntry__line291_374,major_full_catalog_try2,readDirectoryEntry,major_22,3e3cb0f46f020caaa18758bd2534ef8cad0d7a8937dd0c15d260bcce05be2e02,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/compress_19f_readDirectoryEntry__line291_374/run.log,LVR,POS:0,org.apache.commons.compress.archivers.dump.DumpArchiveInputStream,readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry),327,10451,7,0,22:LVR:POS:0:org.apache.commons.compress.archivers.dump.DumpArchiveInputStream@readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry):327:10451:7 |==> 0
defects4j,Compress_19,compress_19f_readDirectoryEntry__line291_374,major_full_catalog_try2,readDirectoryEntry,major_23,7429a105ecb299fb6538b07f45d99baec708dea15789b273f6efca7f3c1eac54,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/compress_19f_readDirectoryEntry__line291_374/run.log,LVR,POS:NEG,org.apache.commons.compress.archivers.dump.DumpArchiveInputStream,readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry),327,10451,7,-7,23:LVR:POS:NEG:org.apache.commons.compress.archivers.dump.DumpArchiveInputStream@readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry):327:10451:7 |==> -7
defects4j,Compress_19,compress_19f_readDirectoryEntry__line291_374,major_full_catalog_try2,readDirectoryEntry,major_24,d56b44c11656ace5b5c0915f08756a55f1843f346cc5d0b2cd6151c1f497fb1f,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/compress_19f_readDirectoryEntry__line291_374/run.log,LVR,<CLASS>:<EMPTY>,org.apache.commons.compress.archivers.dump.DumpArchiveInputStream,readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry),329,10502,""".""","""""","24:LVR:<CLASS>:<EMPTY>:org.apache.commons.compress.archivers.dump.DumpArchiveInputStream@readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry):329:10502:""."" |==> """""
defects4j,Compress_19,compress_19f_readDirectoryEntry__line291_374,major_full_catalog_try2,readDirectoryEntry,major_25,a5a0b6d786ad2bd6fde8642a4685decf5d9082ea0be34559d8aa596ebc889d62,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/compress_19f_readDirectoryEntry__line291_374/run.log,LVR,<CLASS>:<EMPTY>,org.apache.commons.compress.archivers.dump.DumpArchiveInputStream,readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry),329,10522,"""..""","""""","25:LVR:<CLASS>:<EMPTY>:org.apache.commons.compress.archivers.dump.DumpArchiveInputStream@readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry):329:10522:"".."" |==> """""
defects4j,Compress_19,compress_19f_readDirectoryEntry__line291_374,major_full_catalog_try2,readDirectoryEntry,major_26,f93bdfaff7f0f037ea975e8d28851fdd42cbd5258311238c3aa6bb2d4c370f4f,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/compress_19f_readDirectoryEntry__line291_374/run.log,EVR,<NEW_CLASS(org.apache.commons.compress.archivers.dump.Dirent)>:<DEFAULT>,org.apache.commons.compress.archivers.dump.DumpArchiveInputStream,readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry),334,10656,"new Dirent(ino, entry.getIno(), type, name)",null,"26:EVR:<NEW_CLASS(org.apache.commons.compress.archivers.dump.Dirent)>:<DEFAULT>:org.apache.commons.compress.archivers.dump.DumpArchiveInputStream@readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry):334:10656:new Dirent(ino, entry.getIno(), type, name) |==> null"
defects4j,Compress_19,compress_19f_readDirectoryEntry__line291_374,major_full_catalog_try2,readDirectoryEntry,major_27,03587fd77299d89bef60cd3f3623713756561b34eb9500f1b3d894f5e94631d2,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/compress_19f_readDirectoryEntry__line291_374/run.log,EVR,<METHOD_INVOCATION(java.lang.String)>:<DEFAULT>,org.apache.commons.compress.archivers.dump.DumpArchiveInputStream,readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry),347,11205,getPath(e.getValue()),null,27:EVR:<METHOD_INVOCATION(java.lang.String)>:<DEFAULT>:org.apache.commons.compress.archivers.dump.DumpArchiveInputStream@readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry):347:11205:getPath(e.getValue()) |==> null
defects4j,Compress_19,compress_19f_readDirectoryEntry__line291_374,major_full_catalog_try2,readDirectoryEntry,major_28,3dc97f9156b000237c2ac24795895710ec76d218a008a0db56504e4991d2e88c,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/compress_19f_readDirectoryEntry__line291_374/run.log,EVR,<METHOD_INVOCATION(byte[])>:<DEFAULT>,org.apache.commons.compress.archivers.dump.DumpArchiveInputStream,readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry),364,11844,raw.peek(),null,28:EVR:<METHOD_INVOCATION(byte[])>:<DEFAULT>:org.apache.commons.compress.archivers.dump.DumpArchiveInputStream@readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry):364:11844:raw.peek() |==> null
defects4j,Compress_19,compress_19f_readDirectoryEntry__line291_374,major_full_catalog_try2,readDirectoryEntry,major_29,55c208d796fcb767eac38126cc133f329409fe64d3575a4a31972807648a0460,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/compress_19f_readDirectoryEntry__line291_374/run.log,COR,<METHOD_INVOCATION(boolean)>:FALSE,org.apache.commons.compress.archivers.dump.DumpArchiveInputStream,readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry),366,11888,DumpArchiveUtil.verify(peekBytes),false,29:COR:<METHOD_INVOCATION(boolean)>:FALSE:org.apache.commons.compress.archivers.dump.DumpArchiveInputStream@readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry):366:11888:DumpArchiveUtil.verify(peekBytes) |==> false
defects4j,Compress_19,compress_19f_readDirectoryEntry__line291_374,major_full_catalog_try2,readDirectoryEntry,major_30,ee1f77762815ca1d79a749d9adf05180ed7ca50e58df6b7eef9f54883f402733,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/compress_19f_readDirectoryEntry__line291_374/run.log,COR,<METHOD_INVOCATION(boolean)>:TRUE,org.apache.commons.compress.archivers.dump.DumpArchiveInputStream,readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry),366,11888,DumpArchiveUtil.verify(peekBytes),true,30:COR:<METHOD_INVOCATION(boolean)>:TRUE:org.apache.commons.compress.archivers.dump.DumpArchiveInputStream@readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry):366:11888:DumpArchiveUtil.verify(peekBytes) |==> true
defects4j,Compress_19,compress_19f_readDirectoryEntry__line291_374,major_full_catalog_try2,readDirectoryEntry,major_31,f56542f103a6596669fa1ee5e755bc08f44b8f615cac142f5f3359420406c205,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/compress_19f_readDirectoryEntry__line291_374/run.log,EVR,<METHOD_INVOCATION(org.apache.commons.compress.archivers.dump.DumpArchiveEntry)>:<DEFAULT>,org.apache.commons.compress.archivers.dump.DumpArchiveInputStream,readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry),370,12012,DumpArchiveEntry.parse(peekBytes),null,31:EVR:<METHOD_INVOCATION(org.apache.commons.compress.archivers.dump.DumpArchiveEntry)>:<DEFAULT>:org.apache.commons.compress.archivers.dump.DumpArchiveInputStream@readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry):370:12012:DumpArchiveEntry.parse(peekBytes) |==> null
defects4j,Compress_19,compress_19f_readDirectoryEntry__line291_374,major_full_catalog_try2,readDirectoryEntry,major_32,4f78877e0ca14285705fa9f045cfe69711e7204d5284363be2839ea53baba098,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/compress_19f_readDirectoryEntry__line291_374/run.log,LVR,FALSE:TRUE,org.apache.commons.compress.archivers.dump.DumpArchiveInputStream,readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry),371,12045,false,true,32:LVR:FALSE:TRUE:org.apache.commons.compress.archivers.dump.DumpArchiveInputStream@readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry):371:12045:false |==> true
