dataset,subject_id,target_id,run_name,function_name,mutant_id,mutant_hash,build_status,test_status,killed,executable,log_path,operator,mutation_descriptor,owner,method,source_line,instruction_index,original_expression,replacement_expression,raw_mutant
defects4j,Csv_4,csv_4f_parseEncapsulatedToken__line239_288,major_full_catalog_try2,parseEncapsulatedToken,major_1,7a65c2a72c676f8e5b83b4317d2c30254ea2d691f3fe2dd11f3064f898c3ee59,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_4f_parseEncapsulatedToken__line239_288/run.log,EVR,<METHOD_INVOCATION(long)>:<DEFAULT>,org.apache.commons.csv.Lexer,parseEncapsulatedToken(org.apache.commons.csv.Token),241,9434,getCurrentLineNumber(),0L,1:EVR:<METHOD_INVOCATION(long)>:<DEFAULT>:org.apache.commons.csv.Lexer@parseEncapsulatedToken(org.apache.commons.csv.Token):241:9434:getCurrentLineNumber() |==> 0L
defects4j,Csv_4,csv_4f_parseEncapsulatedToken__line239_288,major_full_catalog_try2,parseEncapsulatedToken,major_12,07e9496c568c1fc838d060d52ad41ec6a0daf4fb655f708ea3c28c697bd5b5b6,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_4f_parseEncapsulatedToken__line239_288/run.log,COR,<METHOD_INVOCATION(boolean)>:FALSE,org.apache.commons.csv.Lexer,parseEncapsulatedToken(org.apache.commons.csv.Token),262,10371,isDelimiter(c),false,12:COR:<METHOD_INVOCATION(boolean)>:FALSE:org.apache.commons.csv.Lexer@parseEncapsulatedToken(org.apache.commons.csv.Token):262:10371:isDelimiter(c) |==> false
defects4j,Csv_4,csv_4f_parseEncapsulatedToken__line239_288,major_full_catalog_try2,parseEncapsulatedToken,major_13,1eb506d2e1586e044f9ecaabd03d9a989f55c5220c69e01c2ee7e799ce1dbb35,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_4f_parseEncapsulatedToken__line239_288/run.log,COR,<METHOD_INVOCATION(boolean)>:TRUE,org.apache.commons.csv.Lexer,parseEncapsulatedToken(org.apache.commons.csv.Token),262,10371,isDelimiter(c),true,13:COR:<METHOD_INVOCATION(boolean)>:TRUE:org.apache.commons.csv.Lexer@parseEncapsulatedToken(org.apache.commons.csv.Token):262:10371:isDelimiter(c) |==> true
defects4j,Csv_4,csv_4f_parseEncapsulatedToken__line239_288,major_full_catalog_try2,parseEncapsulatedToken,major_14,23e75762ab55d685e44aef12f708dec48c0ec35dd8c12b653fa75d1a2907dedb,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_4f_parseEncapsulatedToken__line239_288/run.log,EVR,<IDENTIFIER(org.apache.commons.csv.Token.Type)>:<DEFAULT>,org.apache.commons.csv.Lexer,parseEncapsulatedToken(org.apache.commons.csv.Token),263,10419,TOKEN,null,14:EVR:<IDENTIFIER(org.apache.commons.csv.Token.Type)>:<DEFAULT>:org.apache.commons.csv.Lexer@parseEncapsulatedToken(org.apache.commons.csv.Token):263:10419:TOKEN |==> null
defects4j,Csv_4,csv_4f_parseEncapsulatedToken__line239_288,major_full_catalog_try2,parseEncapsulatedToken,major_15,72f234096ec1ab51c7a58deb70753ae478f8bceec6085127e55d5f34bf385ce1,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_4f_parseEncapsulatedToken__line239_288/run.log,EVR,<IDENTIFIER(org.apache.commons.csv.Token)>:<DEFAULT>,org.apache.commons.csv.Lexer,parseEncapsulatedToken(org.apache.commons.csv.Token),264,10461,token,null,15:EVR:<IDENTIFIER(org.apache.commons.csv.Token)>:<DEFAULT>:org.apache.commons.csv.Lexer@parseEncapsulatedToken(org.apache.commons.csv.Token):264:10461:token |==> null
defects4j,Csv_4,csv_4f_parseEncapsulatedToken__line239_288,major_full_catalog_try2,parseEncapsulatedToken,major_16,25ae81752fcbe701826629c22699f36678c3a9998ae4a88dfd3cf580669191c1,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_4f_parseEncapsulatedToken__line239_288/run.log,COR,<METHOD_INVOCATION(boolean)>:FALSE,org.apache.commons.csv.Lexer,parseEncapsulatedToken(org.apache.commons.csv.Token),265,10514,isEndOfFile(c),false,16:COR:<METHOD_INVOCATION(boolean)>:FALSE:org.apache.commons.csv.Lexer@parseEncapsulatedToken(org.apache.commons.csv.Token):265:10514:isEndOfFile(c) |==> false
defects4j,Csv_4,csv_4f_parseEncapsulatedToken__line239_288,major_full_catalog_try2,parseEncapsulatedToken,major_17,7d8795a38a0b58ec3c1c8d2eea07ac30da0dc192deda8366366c6fedcc55e226,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_4f_parseEncapsulatedToken__line239_288/run.log,COR,<METHOD_INVOCATION(boolean)>:TRUE,org.apache.commons.csv.Lexer,parseEncapsulatedToken(org.apache.commons.csv.Token),265,10514,isEndOfFile(c),true,17:COR:<METHOD_INVOCATION(boolean)>:TRUE:org.apache.commons.csv.Lexer@parseEncapsulatedToken(org.apache.commons.csv.Token):265:10514:isEndOfFile(c) |==> true
defects4j,Csv_4,csv_4f_parseEncapsulatedToken__line239_288,major_full_catalog_try2,parseEncapsulatedToken,major_18,c9a7125ee98a9a111989dbfe184dc998d69c6a930732bcd659ab8623db4ae811,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_4f_parseEncapsulatedToken__line239_288/run.log,EVR,<IDENTIFIER(org.apache.commons.csv.Token.Type)>:<DEFAULT>,org.apache.commons.csv.Lexer,parseEncapsulatedToken(org.apache.commons.csv.Token),266,10562,EOF,null,18:EVR:<IDENTIFIER(org.apache.commons.csv.Token.Type)>:<DEFAULT>:org.apache.commons.csv.Lexer@parseEncapsulatedToken(org.apache.commons.csv.Token):266:10562:EOF |==> null
defects4j,Csv_4,csv_4f_parseEncapsulatedToken__line239_288,major_full_catalog_try2,parseEncapsulatedToken,major_19,9f3b0a42ad2c7a496d562e9a96a9231cab7fd92ee4e166e9e58eafaa155b4b8d,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_4f_parseEncapsulatedToken__line239_288/run.log,LVR,TRUE:FALSE,org.apache.commons.csv.Lexer,parseEncapsulatedToken(org.apache.commons.csv.Token),267,10611,true,false,19:LVR:TRUE:FALSE:org.apache.commons.csv.Lexer@parseEncapsulatedToken(org.apache.commons.csv.Token):267:10611:true |==> false
defects4j,Csv_4,csv_4f_parseEncapsulatedToken__line239_288,major_full_catalog_try2,parseEncapsulatedToken,major_20,b85136d3a3c9ebd6d6ed1fc72253571ae01be5e389811380da2c44d5ea52eb8c,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_4f_parseEncapsulatedToken__line239_288/run.log,EVR,<IDENTIFIER(org.apache.commons.csv.Token)>:<DEFAULT>,org.apache.commons.csv.Lexer,parseEncapsulatedToken(org.apache.commons.csv.Token),268,10676,token,null,20:EVR:<IDENTIFIER(org.apache.commons.csv.Token)>:<DEFAULT>:org.apache.commons.csv.Lexer@parseEncapsulatedToken(org.apache.commons.csv.Token):268:10676:token |==> null
defects4j,Csv_4,csv_4f_parseEncapsulatedToken__line239_288,major_full_catalog_try2,parseEncapsulatedToken,major_21,7ae84cba45cf8aeab4397a22a2dbce8cd152ddf434fefc54a583383feb6e62af,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_4f_parseEncapsulatedToken__line239_288/run.log,COR,<METHOD_INVOCATION(boolean)>:FALSE,org.apache.commons.csv.Lexer,parseEncapsulatedToken(org.apache.commons.csv.Token),269,10731,readEndOfLine(c),false,21:COR:<METHOD_INVOCATION(boolean)>:FALSE:org.apache.commons.csv.Lexer@parseEncapsulatedToken(org.apache.commons.csv.Token):269:10731:readEndOfLine(c) |==> false
defects4j,Csv_4,csv_4f_parseEncapsulatedToken__line239_288,major_full_catalog_try2,parseEncapsulatedToken,major_22,85f4ea9552a38a151f9f91c813d7bcdb65d6a3c616832e4e33e4bf837f185405,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_4f_parseEncapsulatedToken__line239_288/run.log,COR,<METHOD_INVOCATION(boolean)>:TRUE,org.apache.commons.csv.Lexer,parseEncapsulatedToken(org.apache.commons.csv.Token),269,10731,readEndOfLine(c),true,22:COR:<METHOD_INVOCATION(boolean)>:TRUE:org.apache.commons.csv.Lexer@parseEncapsulatedToken(org.apache.commons.csv.Token):269:10731:readEndOfLine(c) |==> true
defects4j,Csv_4,csv_4f_parseEncapsulatedToken__line239_288,major_full_catalog_try2,parseEncapsulatedToken,major_23,8e55cbde2ea19319e203cbcbe7ce1949049db3ef8c5f75790e8ff08d887b46d0,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_4f_parseEncapsulatedToken__line239_288/run.log,EVR,<IDENTIFIER(org.apache.commons.csv.Token.Type)>:<DEFAULT>,org.apache.commons.csv.Lexer,parseEncapsulatedToken(org.apache.commons.csv.Token),270,10779,EORECORD,null,23:EVR:<IDENTIFIER(org.apache.commons.csv.Token.Type)>:<DEFAULT>:org.apache.commons.csv.Lexer@parseEncapsulatedToken(org.apache.commons.csv.Token):270:10779:EORECORD |==> null
defects4j,Csv_4,csv_4f_parseEncapsulatedToken__line239_288,major_full_catalog_try2,parseEncapsulatedToken,major_24,8900efea388330e131fffe4490e3b8dde8a021a2320b9cdcd24455baa10e4659,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_4f_parseEncapsulatedToken__line239_288/run.log,EVR,<IDENTIFIER(org.apache.commons.csv.Token)>:<DEFAULT>,org.apache.commons.csv.Lexer,parseEncapsulatedToken(org.apache.commons.csv.Token),271,10824,token,null,24:EVR:<IDENTIFIER(org.apache.commons.csv.Token)>:<DEFAULT>:org.apache.commons.csv.Lexer@parseEncapsulatedToken(org.apache.commons.csv.Token):271:10824:token |==> null
defects4j,Csv_4,csv_4f_parseEncapsulatedToken__line239_288,major_full_catalog_try2,parseEncapsulatedToken,major_25,f9a9d71ee7c4a169e72b7d64baa92d06ebff1ac27678d6eaf0d50dfd57d4c5d1,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_4f_parseEncapsulatedToken__line239_288/run.log,COR,<METHOD_INVOCATION(boolean)>:FALSE,org.apache.commons.csv.Lexer,parseEncapsulatedToken(org.apache.commons.csv.Token),272,10879,isWhitespace(c),false,25:COR:<METHOD_INVOCATION(boolean)>:FALSE:org.apache.commons.csv.Lexer@parseEncapsulatedToken(org.apache.commons.csv.Token):272:10879:isWhitespace(c) |==> false
defects4j,Csv_4,csv_4f_parseEncapsulatedToken__line239_288,major_full_catalog_try2,parseEncapsulatedToken,major_26,fcf02c312d791c523d7da6d8e8f5a252e6741726c1e677875dd72b81f8933eff,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_4f_parseEncapsulatedToken__line239_288/run.log,COR,<METHOD_INVOCATION(boolean)>:TRUE,org.apache.commons.csv.Lexer,parseEncapsulatedToken(org.apache.commons.csv.Token),272,10879,isWhitespace(c),true,26:COR:<METHOD_INVOCATION(boolean)>:TRUE:org.apache.commons.csv.Lexer@parseEncapsulatedToken(org.apache.commons.csv.Token):272:10879:isWhitespace(c) |==> true
defects4j,Csv_4,csv_4f_parseEncapsulatedToken__line239_288,major_full_catalog_try2,parseEncapsulatedToken,major_27,91f07a6e54948f61028e80b2e5c02f9d6975edc334e6016328ec47f971e0500e,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_4f_parseEncapsulatedToken__line239_288/run.log,LVR,<CLASS>:<EMPTY>,org.apache.commons.csv.Lexer,parseEncapsulatedToken(org.apache.commons.csv.Token),274,11019,"""(line ""","""""","27:LVR:<CLASS>:<EMPTY>:org.apache.commons.csv.Lexer@parseEncapsulatedToken(org.apache.commons.csv.Token):274:11019:""(line "" |==> """""
defects4j,Csv_4,csv_4f_parseEncapsulatedToken__line239_288,major_full_catalog_try2,parseEncapsulatedToken,major_28,b224adc2d6644b2b3c8e156a2c4d87576306ed3e036cbd9c0859db7f1304a5b0,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_4f_parseEncapsulatedToken__line239_288/run.log,LVR,<CLASS>:<EMPTY>,org.apache.commons.csv.Lexer,parseEncapsulatedToken(org.apache.commons.csv.Token),275,11091,""") invalid char between encapsulated token and delimiter""","""""","28:LVR:<CLASS>:<EMPTY>:org.apache.commons.csv.Lexer@parseEncapsulatedToken(org.apache.commons.csv.Token):275:11091:"") invalid char between encapsulated token and delimiter"" |==> """""
defects4j,Csv_4,csv_4f_parseEncapsulatedToken__line239_288,major_full_catalog_try2,parseEncapsulatedToken,major_29,fbc86e0f308886bffd81980fc38aea653b7357d2a81679155e1bcdbe791763cd,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_4f_parseEncapsulatedToken__line239_288/run.log,COR,<METHOD_INVOCATION(boolean)>:FALSE,org.apache.commons.csv.Lexer,parseEncapsulatedToken(org.apache.commons.csv.Token),279,11251,isEndOfFile(c),false,29:COR:<METHOD_INVOCATION(boolean)>:FALSE:org.apache.commons.csv.Lexer@parseEncapsulatedToken(org.apache.commons.csv.Token):279:11251:isEndOfFile(c) |==> false
defects4j,Csv_4,csv_4f_parseEncapsulatedToken__line239_288,major_full_catalog_try2,parseEncapsulatedToken,major_30,57c795a3c06fde564f37509ddbfc830ff145b20f788beebeb958adfcd69329e5,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_4f_parseEncapsulatedToken__line239_288/run.log,COR,<METHOD_INVOCATION(boolean)>:TRUE,org.apache.commons.csv.Lexer,parseEncapsulatedToken(org.apache.commons.csv.Token),279,11251,isEndOfFile(c),true,30:COR:<METHOD_INVOCATION(boolean)>:TRUE:org.apache.commons.csv.Lexer@parseEncapsulatedToken(org.apache.commons.csv.Token):279:11251:isEndOfFile(c) |==> true
defects4j,Csv_4,csv_4f_parseEncapsulatedToken__line239_288,major_full_catalog_try2,parseEncapsulatedToken,major_31,a4fa95bef44fc4c362d9a1b5530c08a0cf7a220994d224e336944685edf5979a,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_4f_parseEncapsulatedToken__line239_288/run.log,LVR,<CLASS>:<EMPTY>,org.apache.commons.csv.Lexer,parseEncapsulatedToken(org.apache.commons.csv.Token),281,11365,"""(startline ""","""""","31:LVR:<CLASS>:<EMPTY>:org.apache.commons.csv.Lexer@parseEncapsulatedToken(org.apache.commons.csv.Token):281:11365:""(startline "" |==> """""
defects4j,Csv_4,csv_4f_parseEncapsulatedToken__line239_288,major_full_catalog_try2,parseEncapsulatedToken,major_32,900b550d797aad15f86ead26843a47ea9fc7e4345f86aab9a7dc4ef554ecd49d,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/csv_4f_parseEncapsulatedToken__line239_288/run.log,LVR,<CLASS>:<EMPTY>,org.apache.commons.csv.Lexer,parseEncapsulatedToken(org.apache.commons.csv.Token),282,11423,""") EOF reached before encapsulated token finished""","""""","32:LVR:<CLASS>:<EMPTY>:org.apache.commons.csv.Lexer@parseEncapsulatedToken(org.apache.commons.csv.Token):282:11423:"") EOF reached before encapsulated token finished"" |==> """""
