Return valid JSON only. Do not include markdown fences. Do not include any text outside the JSON.

You are an expert in software mutation testing for C programs.

Below is a C function. Before generating mutants, reason briefly about
its behavior: identify the key computational properties and boundary
conditions that a test should verify.

Function:
  1: static int
  2: TIFFWriteDirectorySec(TIFF* tif, int isimage, int imagedone, uint64* pdiroff)
  3: {
  4: 	static const char module[] = "TIFFWriteDirectorySec";
114: 				if (!TIFFWriteDirectoryTagShort(tif,&ndir,dir,TIFFTAG_THRESHHOLDING,tif->tif_dir.td_threshholding))
115: 					goto bad;
116: 			}
117: 			if (TIFFFieldSet(tif,FIELD_FILLORDER))
118: 			{
119: 				if (!TIFFWriteDirectoryTagShort(tif,&ndir,dir,TIFFTAG_FILLORDER,tif->tif_dir.td_fillorder))
120: 					goto bad;
121: 			}
122: 			if (TIFFFieldSet(tif,FIELD_ORIENTATION))
123: 			{
124: 				if (!TIFFWriteDirectoryTagShort(tif,&ndir,dir,TIFFTAG_ORIENTATION,tif->tif_dir.td_orientation))
125: 					goto bad;
126: 			}
127: 			if (TIFFFieldSet(tif,FIELD_SAMPLESPERPIXEL))
128: 			{
129: 				if (!TIFFWriteDirectoryTagShort(tif,&ndir,dir,TIFFTAG_SAMPLESPERPIXEL,tif->tif_dir.td_samplesperpixel))
130: 					goto bad;
131: 			}
132: 			if (TIFFFieldSet(tif,FIELD_ROWSPERSTRIP))
133: 			{
134: 				if (!TIFFWriteDirectoryTagShortLong(tif,&ndir,dir,TIFFTAG_ROWSPERSTRIP,tif->tif_dir.td_rowsperstrip))
135: 					goto bad;
136: 			}
137: 			if (TIFFFieldSet(tif,FIELD_MINSAMPLEVALUE))
138: 			{
139: 				if (!TIFFWriteDirectoryTagShortPerSample(tif,&ndir,dir,TIFFTAG_MINSAMPLEVALUE,tif->tif_dir.td_minsamplevalue))
140: 					goto bad;
141: 			}
142: 			if (TIFFFieldSet(tif,FIELD_MAXSAMPLEVALUE))
143: 			{
144: 				if (!TIFFWriteDirectoryTagShortPerSample(tif,&ndir,dir,TIFFTAG_MAXSAMPLEVALUE,tif->tif_dir.td_maxsamplevalue))
145: 					goto bad;
146: 			}
147: 			if (TIFFFieldSet(tif,FIELD_PLANARCONFIG))
148: 			{
149: 				if (!TIFFWriteDirectoryTagShort(tif,&ndir,dir,TIFFTAG_PLANARCONFIG,tif->tif_dir.td_planarconfig))
150: 					goto bad;
151: 			}
152: 			if (TIFFFieldSet(tif,FIELD_RESOLUTIONUNIT))
153: 			{
154: 				if (!TIFFWriteDirectoryTagShort(tif,&ndir,dir,TIFFTAG_RESOLUTIONUNIT,tif->tif_dir.td_resolutionunit))
155: 					goto bad;
156: 			}
157: 			if (TIFFFieldSet(tif,FIELD_PAGENUMBER))
158: 			{
159: 				if (!TIFFWriteDirectoryTagShortArray(tif,&ndir,dir,TIFFTAG_PAGENUMBER,2,&tif->tif_dir.td_pagenumber[0]))
160: 					goto bad;
161: 			}
162: 			if (TIFFFieldSet(tif,FIELD_STRIPBYTECOUNTS))
163: 			{
164: 				if (!isTiled(tif))
165: 				{
166: 					if (!TIFFWriteDirectoryTagLongLong8Array(tif,&ndir,dir,TIFFTAG_STRIPBYTECOUNTS,tif->tif_dir.td_nstrips,tif->tif_dir.td_stripbytecount))
167: 						goto bad;
168: 				}
169: 				else
170: 				{
171: 					if (!TIFFWriteDirectoryTagLongLong8Array(tif,&ndir,dir,TIFFTAG_TILEBYTECOUNTS,tif->tif_dir.td_nstrips,tif->tif_dir.td_stripbytecount))
172: 						goto bad;
173: 				}
174: 			}
175: 			if (TIFFFieldSet(tif,FIELD_STRIPOFFSETS))
176: 			{
177: 				if (!isTiled(tif))
178: 				{
179: 					if (!TIFFWriteDirectoryTagLongLong8Array(tif,&ndir,dir,TIFFTAG_STRIPOFFSETS,tif->tif_dir.td_nstrips,tif->tif_dir.td_stripoffset))
180: 						goto bad;
181: 				}
182: 				else
183: 				{
184: 					if (!TIFFWriteDirectoryTagLongLong8Array(tif,&ndir,dir,TIFFTAG_TILEOFFSETS,tif->tif_dir.td_nstrips,tif->tif_dir.td_stripoffset))
185: 						goto bad;
186: 				}
187: 			}
188: 			if (TIFFFieldSet(tif,FIELD_COLORMAP))
189: 			{
190: 				if (!TIFFWriteDirectoryTagColormap(tif,&ndir,dir))
191: 					goto bad;
192: 			}
193: 			if (TIFFFieldSet(tif,FIELD_EXTRASAMPLES))
194: 			{
195: 				if (tif->tif_dir.td_extrasamples)
196: 				{
197: 					uint16 na;
198: 					uint16* nb;
199: 					TIFFGetFieldDefaulted(tif,TIFFTAG_EXTRASAMPLES,&na,&nb);
200: 					if (!TIFFWriteDirectoryTagShortArray(tif,&ndir,dir,TIFFTAG_EXTRASAMPLES,na,nb))
201: 						goto bad;
202: 				}
203: 			}
204: 			if (TIFFFieldSet(tif,FIELD_SAMPLEFORMAT))
205: 			{
206: 				if (!TIFFWriteDirectoryTagShortPerSample(tif,&ndir,dir,TIFFTAG_SAMPLEFORMAT,tif->tif_dir.td_sampleformat))
207: 					goto bad;
208: 			}
209: 			if (TIFFFieldSet(tif,FIELD_SMINSAMPLEVALUE))
210: 			{
211: 				if (!TIFFWriteDirectoryTagSampleformatPerSample(tif,&ndir,dir,TIFFTAG_SMINSAMPLEVALUE,tif->tif_dir.td_sminsamplevalue))
212: 					goto bad;
213: 			}
214: 			if (TIFFFieldSet(tif,FIELD_SMAXSAMPLEVALUE))
215: 			{
216: 				if (!TIFFWriteDirectoryTagSampleformatPerSample(tif,&ndir,dir,TIFFTAG_SMAXSAMPLEVALUE,tif->tif_dir.td_smaxsamplevalue))
217: 					goto bad;
218: 			}
219: 			if (TIFFFieldSet(tif,FIELD_IMAGEDEPTH))
220: 			{
221: 				if (!TIFFWriteDirectoryTagLong(tif,&ndir,dir,TIFFTAG_IMAGEDEPTH,tif->tif_dir.td_imagedepth))
222: 					goto bad;
223: 			}
224: 			if (TIFFFieldSet(tif,FIELD_TILEDEPTH))
225: 			{
226: 				if (!TIFFWriteDirectoryTagLong(tif,&ndir,dir,TIFFTAG_TILEDEPTH,tif->tif_dir.td_tiledepth))
227: 					goto bad;
228: 			}
229: 			if (TIFFFieldSet(tif,FIELD_HALFTONEHINTS))
230: 			{
231: 				if (!TIFFWriteDirectoryTagShortArray(tif,&ndir,dir,TIFFTAG_HALFTONEHINTS,2,&tif->tif_dir.td_halftonehints[0]))
232: 					goto bad;
233: 			}
234: 			if (TIFFFieldSet(tif,FIELD_YCBCRSUBSAMPLING))
235: 			{
236: 				if (!TIFFWriteDirectoryTagShortArray(tif,&ndir,dir,TIFFTAG_YCBCRSUBSAMPLING,2,&tif->tif_dir.td_ycbcrsubsampling[0]))
237: 					goto bad;
238: 			}
239: 			if (TIFFFieldSet(tif,FIELD_YCBCRPOSITIONING))
240: 			{
241: 				if (!TIFFWriteDirectoryTagShort(tif,&ndir,dir,TIFFTAG_YCBCRPOSITIONING,tif->tif_dir.td_ycbcrpositioning))
242: 					goto bad;
243: 			}
244: 			if (TIFFFieldSet(tif,FIELD_TRANSFERFUNCTION))
245: 			{
246: 				if (!TIFFWriteDirectoryTagTransferfunction(tif,&ndir,dir))
247: 					goto bad;
248: 			}
249: 			if (TIFFFieldSet(tif,FIELD_INKNAMES))
250: 			{
251: 				if (!TIFFWriteDirectoryTagAscii(tif,&ndir,dir,TIFFTAG_INKNAMES,tif->tif_dir.td_inknameslen,tif->tif_dir.td_inknames))
252: 					goto bad;
253: 			}
254: 			if (TIFFFieldSet(tif,FIELD_SUBIFD))
255: 			{
256: 				if (!TIFFWriteDirectoryTagSubifd(tif,&ndir,dir))
257: 					goto bad;
258: 			}
259: 			{
260: 				uint32 n;
261: 				for (n=0; n<tif->tif_nfields; n++) {
262: 					const TIFFField* o;
263: 					o = tif->tif_fields[n];
264: 					if ((o->field_bit>=FIELD_CODEC)&&(TIFFFieldSet(tif,o->field_bit)))
265: 					{
266: 						switch (o->get_field_type)
267: 						{
268: 							case TIFF_SETGET_ASCII:
269: 								{
270: 									uint32 pa;
271: 									char* pb;
272: 									assert(o->field_type==TIFF_ASCII);
273: 									assert(o->field_readcount==TIFF_VARIABLE);
274: 									assert(o->field_passcount==0);
275: 									TIFFGetField(tif,o->field_tag,&pb);
276: 									pa=(uint32)(strlen(pb));
277: 									if (!TIFFWriteDirectoryTagAscii(tif,&ndir,dir,o->field_tag,pa,pb))
278: 										goto bad;
279: 								}
280: 								break;
281: 							case TIFF_SETGET_UINT16:
282: 								{
283: 									uint16 p;
284: 									assert(o->field_type==TIFF_SHORT);
285: 									assert(o->field_readcount==1);
286: 									assert(o->field_passcount==0);
287: 									TIFFGetField(tif,o->field_tag,&p);
288: 									if (!TIFFWriteDirectoryTagShort(tif,&ndir,dir,o->field_tag,p))
289: 										goto bad;
290: 								}
291: 								break;
292: 							case TIFF_SETGET_UINT32:
293: 								{
294: 									uint32 p;
295: 									assert(o->field_type==TIFF_LONG);
296: 									assert(o->field_readcount==1);
297: 									assert(o->field_passcount==0);
298: 									TIFFGetField(tif,o->field_tag,&p);
299: 									if (!TIFFWriteDirectoryTagLong(tif,&ndir,dir,o->field_tag,p))
300: 										goto bad;
301: 								}
302: 								break;
303: 							case TIFF_SETGET_C32_UINT8:
304: 								{
305: 									uint32 pa;
306: 									void* pb;
307: 									assert(o->field_type==TIFF_UNDEFINED);
308: 									assert(o->field_readcount==TIFF_VARIABLE2);
309: 									assert(o->field_passcount==1);
310: 									TIFFGetField(tif,o->field_tag,&pa,&pb);
311: 									if (!TIFFWriteDirectoryTagUndefinedArray(tif,&ndir,dir,o->field_tag,pa,pb))
312: 										goto bad;
313: 								}
314: 								break;
315: 							default:
316: 								assert(0);   /* we should never get here */
317: 								break;
318: 						}
319: 					}
320: 				}
321: 			}
322: 		}
323: 		for (m=0; m<(uint32)(tif->tif_dir.td_customValueCount); m++)
324: 		{
325: 			switch (tif->tif_dir.td_customValues[m].info->field_type)
326: 			{
327: 				case TIFF_ASCII:
328: 					if (!TIFFWriteDirectoryTagAscii(tif,&ndir,dir,tif->tif_dir.td_customValues[m].info->field_tag,tif->tif_dir.td_customValues[m].count,tif->tif_dir.td_customValues[m].value))
329: 						goto bad;
330: 					break;
331: 				case TIFF_UNDEFINED:
332: 					if (!TIFFWriteDirectoryTagUndefinedArray(tif,&ndir,dir,tif->tif_dir.td_customValues[m].info->field_tag,tif->tif_dir.td_customValues[m].count,tif->tif_dir.td_customValues[m].value))
333: 						goto bad;
334: 					break;
335: 				case TIFF_BYTE:
336: 					if (!TIFFWriteDirectoryTagByteArray(tif,&ndir,dir,tif->tif_dir.td_customValues[m].info->field_tag,tif->tif_dir.td_customValues[m].count,tif->tif_dir.td_customValues[m].value))
337: 						goto bad;
338: 					break;
339: 				case TIFF_SBYTE:
340: 					if (!TIFFWriteDirectoryTagSbyteArray(tif,&ndir,dir,tif->tif_dir.td_customValues[m].info->field_tag,tif->tif_dir.td_customValues[m].count,tif->tif_dir.td_customValues[m].value))
341: 						goto bad;
342: 					break;
343: 				case TIFF_SHORT:
344: 					if (!TIFFWriteDirectoryTagShortArray(tif,&ndir,dir,tif->tif_dir.td_customValues[m].info->field_tag,tif->tif_dir.td_customValues[m].count,tif->tif_dir.td_customValues[m].value))
345: 						goto bad;
346: 					break;
347: 				case TIFF_SSHORT:
348: 					if (!TIFFWriteDirectoryTagSshortArray(tif,&ndir,dir,tif->tif_dir.td_customValues[m].info->field_tag,tif->tif_dir.td_customValues[m].count,tif->tif_dir.td_customValues[m].value))
349: 						goto bad;
350: 					break;
351: 				case TIFF_LONG:
352: 					if (!TIFFWriteDirectoryTagLongArray(tif,&ndir,dir,tif->tif_dir.td_customValues[m].info->field_tag,tif->tif_dir.td_customValues[m].count,tif->tif_dir.td_customValues[m].value))
353: 						goto bad;
354: 					break;
355: 				case TIFF_SLONG:
356: 					if (!TIFFWriteDirectoryTagSlongArray(tif,&ndir,dir,tif->tif_dir.td_customValues[m].info->field_tag,tif->tif_dir.td_customValues[m].count,tif->tif_dir.td_customValues[m].value))
357: 						goto bad;
358: 					break;
359: 				case TIFF_LONG8:
360: 					if (!TIFFWriteDirectoryTagLong8Array(tif,&ndir,dir,tif->tif_dir.td_customValues[m].info->field_tag,tif->tif_dir.td_customValues[m].count,tif->tif_dir.td_customValues[m].value))
361: 						goto bad;
362: 					break;
363: 				case TIFF_SLONG8:
364: 					if (!TIFFWriteDirectoryTagSlong8Array(tif,&ndir,dir,tif->tif_dir.td_customValues[m].info->field_tag,tif->tif_dir.td_customValues[m].count,tif->tif_dir.td_customValues[m].value))
365: 						goto bad;
366: 					break;
367: 				case TIFF_RATIONAL:
368: 					if (!TIFFWriteDirectoryTagRationalArray(tif,&ndir,dir,tif->tif_dir.td_customValues[m].info->field_tag,tif->tif_dir.td_customValues[m].count,tif->tif_dir.td_customValues[m].value))
369: 						goto bad;
370: 					break;
371: 				case TIFF_SRATIONAL:
372: 					if (!TIFFWriteDirectoryTagSrationalArray(tif,&ndir,dir,tif->tif_dir.td_customValues[m].info->field_tag,tif->tif_dir.td_customValues[m].count,tif->tif_dir.td_customValues[m].value))
373: 						goto bad;
374: 					break;
375: 				case TIFF_FLOAT:
376: 					if (!TIFFWriteDirectoryTagFloatArray(tif,&ndir,dir,tif->tif_dir.td_customValues[m].info->field_tag,tif->tif_dir.td_customValues[m].count,tif->tif_dir.td_customValues[m].value))
377: 						goto bad;
378: 					break;
379: 				case TIFF_DOUBLE:
380: 					if (!TIFFWriteDirectoryTagDoubleArray(tif,&ndir,dir,tif->tif_dir.td_customValues[m].info->field_tag,tif->tif_dir.td_customValues[m].count,tif->tif_dir.td_customValues[m].value))
381: 						goto bad;
382: 					break;
383: 				case TIFF_IFD:
384: 					if (!TIFFWriteDirectoryTagIfdArray(tif,&ndir,dir,tif->tif_dir.td_customValues[m].info->field_tag,tif->tif_dir.td_customValues[m].count,tif->tif_dir.td_customValues[m].value))
385: 						goto bad;
386: 					break;
387: 				case TIFF_IFD8:
388: 					if (!TIFFWriteDirectoryTagIfd8Array(tif,&ndir,dir,tif->tif_dir.td_customValues[m].info->field_tag,tif->tif_dir.td_customValues[m].count,tif->tif_dir.td_customValues[m].value))
389: 						goto bad;
390: 					break;
391: 				default:
392: 					assert(0);   /* we should never get here */
393: 					break;
394: 			}
395: 		}
396: 		if (dir!=NULL)
397: 			break;
398: 		dir=_TIFFmalloc(ndir*sizeof(TIFFDirEntry));
399: 		if (dir==NULL)
400: 		{
401: 			TIFFErrorExt(tif->tif_clientdata,module,"Out of memory");
402: 			goto bad;
403: 		}
404: 		if (isimage)
405: 		{
406: 			if ((tif->tif_diroff==0)&&(!TIFFLinkDirectory(tif)))
407: 				goto bad;
408: 		}
409: 		else
410: 			tif->tif_diroff=(TIFFSeekFile(tif,0,SEEK_END)+1)&(~1);
411: 		if (pdiroff!=NULL)
412: 			*pdiroff=tif->tif_diroff;
413: 		if (!(tif->tif_flags&TIFF_BIGTIFF))
414: 			dirsize=2+ndir*12+4;
415: 		else
416: 			dirsize=8+ndir*20+8;
417: 		tif->tif_dataoff=tif->tif_diroff+dirsize;
418: 		if (!(tif->tif_flags&TIFF_BIGTIFF))
419: 			tif->tif_dataoff=(uint32)tif->tif_dataoff;
420: 		if ((tif->tif_dataoff<tif->tif_diroff)||(tif->tif_dataoff<(uint64)dirsize))
421: 		{
422: 			TIFFErrorExt(tif->tif_clientdata,module,"Maximum TIFF file size exceeded");
423: 			goto bad;
424: 		}
425: 		if (tif->tif_dataoff&1)
426: 			tif->tif_dataoff++;
427: 		if (isimage)
428: 			tif->tif_curdir++;
429: 	}
430: 	if (isimage)
431: 	{
432: 		if (TIFFFieldSet(tif,FIELD_SUBIFD)&&(tif->tif_subifdoff==0))
433: 		{
434: 			uint32 na;
435: 			TIFFDirEntry* nb;
436: 			for (na=0, nb=dir; ; na++, nb++)
437: 			{
438: 				assert(na<ndir);
439: 				if (nb->tdir_tag==TIFFTAG_SUBIFD)
440: 					break;
441: 			}
442: 			if (!(tif->tif_flags&TIFF_BIGTIFF))
443: 				tif->tif_subifdoff=tif->tif_diroff+2+na*12+8;
444: 			else
445: 				tif->tif_subifdoff=tif->tif_diroff+8+na*20+12;
446: 		}
447: 	}
448: 	dirmem=_TIFFmalloc(dirsize);
449: 	if (dirmem==NULL)
450: 	{
451: 		TIFFErrorExt(tif->tif_clientdata,module,"Out of memory");
452: 		goto bad;
453: 	}
454: 	if (!(tif->tif_flags&TIFF_BIGTIFF))
455: 	{
456: 		uint8* n;
457: 		TIFFDirEntry* o;
458: 		n=dirmem;
459: 		*(uint16*)n=ndir;
460: 		if (tif->tif_flags&TIFF_SWAB)
461: 			TIFFSwabShort((uint16*)n);
462: 		n+=2;
463: 		o=dir;
464: 		for (m=0; m<ndir; m++)
465: 		{
466: 			*(uint16*)n=o->tdir_tag;
467: 			if (tif->tif_flags&TIFF_SWAB)
468: 				TIFFSwabShort((uint16*)n);
469: 			n+=2;
470: 			*(uint16*)n=o->tdir_type;
471: 			if (tif->tif_flags&TIFF_SWAB)
472: 				TIFFSwabShort((uint16*)n);
473: 			n+=2;
474: 			*(uint32*)n=(uint32)o->tdir_count;
475: 			if (tif->tif_flags&TIFF_SWAB)
476: 				TIFFSwabLong((uint32*)n);
477: 			n+=4;
478: 			_TIFFmemcpy(n,&o->tdir_offset,4);
479: 			n+=4;
480: 			o++;
481: 		}
482: 		*(uint32*)n = (uint32)tif->tif_nextdiroff;
483: 	}
484: 	else
485: 	{
486: 		uint8* n;
487: 		TIFFDirEntry* o;
488: 		n=dirmem;
489: 		*(uint64*)n=ndir;
490: 		if (tif->tif_flags&TIFF_SWAB)
491: 			TIFFSwabLong8((uint64*)n);
492: 		n+=8;
493: 		o=dir;
494: 		for (m=0; m<ndir; m++)
495: 		{
496: 			*(uint16*)n=o->tdir_tag;
497: 			if (tif->tif_flags&TIFF_SWAB)
498: 				TIFFSwabShort((uint16*)n);
499: 			n+=2;
500: 			*(uint16*)n=o->tdir_type;
501: 			if (tif->tif_flags&TIFF_SWAB)
502: 				TIFFSwabShort((uint16*)n);
503: 			n+=2;
504: 			*(uint64*)n=o->tdir_count;
505: 			if (tif->tif_flags&TIFF_SWAB)
506: 				TIFFSwabLong8((uint64*)n);
507: 			n+=8;
508: 			_TIFFmemcpy(n,&o->tdir_offset,8);
509: 			n+=8;
510: 			o++;
511: 		}
512: 		*(uint64*)n = tif->tif_nextdiroff;
513: 	}
514: 	_TIFFfree(dir);
515: 	dir=NULL;
516: 	if (!SeekOK(tif,tif->tif_diroff))
517: 	{
518: 		TIFFErrorExt(tif->tif_clientdata,module,"IO error writing directory");
519: 		goto bad;
520: 	}
521: 	if (!WriteOK(tif,dirmem,(tmsize_t)dirsize))
522: 	{
523: 		TIFFErrorExt(tif->tif_clientdata,module,"IO error writing directory");
524: 		goto bad;
525: 	}
526: 	_TIFFfree(dirmem);
527: 	if (imagedone)
528: 	{
529: 		TIFFFreeDirectory(tif);
530: 		tif->tif_flags&=~TIFF_DIRTYDIRECT;
531: 		(*tif->tif_cleanup)(tif);
532: 		/*
533: 		* Reset directory-related state for subsequent
534: 		* directories.
535: 		*/
536: 		TIFFCreateDirectory(tif);
537: 	}
538: 	return(1);
539: bad:
540: 	if (dir!=NULL)
541: 		_TIFFfree(dir);
542: 	if (dirmem!=NULL)
543: 		_TIFFfree(dirmem);
544: 	return(0);
545: }

Then, generate exactly 8 mutants. Each mutant must:
- Violate a distinct behavioral property identified in your reasoning
- Change executable code (not only comments)
- Compile successfully as valid C

The "line" field must refer to the numbered function lines shown above.
The "precode" field must match the original line content without the numeric prefix.

CONSTRAINTS — do not propose any of the following:
1. No changes to #include directives or header files.
2. No changes to macro definitions or macro-level edits. Treat macro invocations as opaque; mutate only their arguments if they appear within the target lines.
3. No changes to struct, typedef, or enum declarations.
4. No changes to the function signature (return type, parameter types, parameter names).
5. No changes outside the numbered lines shown above.

Output format (JSON):
{
  "mutants": [
    {
      "id": 1,
      "reasoning": "<one sentence: which behavioral property is violated>",
      "line": <line number>,
      "precode": "<original line>",
      "aftercode": "<mutated line>"
    }
  ]
}
