target_id,model_name,mutant_id,mutant_hash,n_tests_killed,is_dominator,is_indistinguishable
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_ge:/experiment/src/inflate.c:369:22,,1,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_ge:/experiment/src/inflate.c:370:21,,1,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_ge:/experiment/src/inflate.c:372:19,,1,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_ge:/experiment/src/inflate.c:390:16,,1,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_ge:/experiment/src/inflate.c:422:10,,1,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_ge:/experiment/src/inflate.c:423:17,,1,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_ge:/experiment/src/inflate.c:461:19,,2,True,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_ge:/experiment/src/inflate.c:463:24,,1,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_ge:/experiment/src/inflate.c:475:26,,1,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_le:/experiment/src/inflate.c:357:19,,0,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_le:/experiment/src/inflate.c:369:22,,1,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_le:/experiment/src/inflate.c:370:21,,0,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_le:/experiment/src/inflate.c:372:19,,1,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_le:/experiment/src/inflate.c:390:16,,2,True,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_le:/experiment/src/inflate.c:422:10,,0,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_le:/experiment/src/inflate.c:423:17,,0,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_le:/experiment/src/inflate.c:461:19,,1,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_le:/experiment/src/inflate.c:463:24,,1,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_le:/experiment/src/inflate.c:475:26,,2,True,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_minus_to_noop:/experiment/src/inflate.c:398:7,,2,True,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_mul_to_div:/experiment/src/inflate.c:433:47,,2,True,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_ne_to_eq:/experiment/src/inflate.c:388:20,,1,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_ne_to_eq:/experiment/src/inflate.c:484:35,,1,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_ne_to_eq:/experiment/src/inflate.c:494:12,,1,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_ne_to_eq:/experiment/src/inflate.c:494:22,,0,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_post_inc_to_post_dec:/experiment/src/inflate.c:333:10,,2,True,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_post_inc_to_post_dec:/experiment/src/inflate.c:353:27,,1,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_post_inc_to_post_dec:/experiment/src/inflate.c:369:28,,1,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_post_inc_to_post_dec:/experiment/src/inflate.c:389:13,,1,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_post_inc_to_post_dec:/experiment/src/inflate.c:404:19,,2,True,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_post_inc_to_post_dec:/experiment/src/inflate.c:413:10,,2,True,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_pre_inc_to_pre_dec:/experiment/src/inflate.c:390:12,,1,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_pre_inc_to_pre_dec:/experiment/src/inflate.c:423:13,,1,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_sub_to_add:/experiment/src/inflate.c:417:20,,0,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_sub_to_add:/experiment/src/inflate.c:418:30,,0,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_sub_to_add:/experiment/src/inflate.c:452:23,,0,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_sub_to_add:/experiment/src/inflate.c:453:14,,0,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_sub_to_add:/experiment/src/inflate.c:458:21,,0,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_sub_to_add:/experiment/src/inflate.c:469:25,,1,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_sub_to_add:/experiment/src/inflate.c:470:24,,1,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_sub_to_add:/experiment/src/inflate.c:474:19,,0,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_sub_to_add:/experiment/src/inflate.c:479:24,,1,False,True
gzip_2009_08_16_huft_build__line292_495,mull,cxx_sub_to_add:/experiment/src/inflate.c:484:29,,1,False,True
gzip_2009_09_26_treat_stdin__line606_692,mull,cxx_lt_to_ge:/experiment/src/gzip.c:656:13,,1,False,True
gzip_2009_09_26_treat_stdin__line606_692,mull,cxx_lt_to_ge:/experiment/src/gzip.c:674:13,,1,False,True
gzip_2009_09_26_treat_stdin__line606_692,mull,cxx_lt_to_le:/experiment/src/gzip.c:656:13,,1,False,True
gzip_2009_09_26_treat_stdin__line606_692,mull,cxx_lt_to_le:/experiment/src/gzip.c:674:13,,1,False,True
gzip_2009_09_26_treat_stdin__line606_692,mull,cxx_ne_to_eq:/experiment/src/gzip.c:640:40,,2,True,False
gzip_2009_09_26_treat_stdin__line606_692,mull,cxx_ne_to_eq:/experiment/src/gzip.c:668:45,,1,False,True
gzip_2009_09_26_treat_stdin__line606_692,mull,cxx_sub_to_add:/experiment/src/gzip.c:683:28,,1,False,True
gzip_2009_09_26_treat_stdin__line606_692,mull,cxx_sub_to_add:/experiment/src/gzip.c:683:39,,1,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_add_to_sub:/experiment/src/gzip.c:1362:32,,1,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_add_to_sub:/experiment/src/gzip.c:1376:27,,1,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1278:38,,4,True,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1279:45,,2,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1356:16,,1,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1375:14,,1,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1379:46,,1,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1379:60,,1,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1380:46,,1,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1390:45,,2,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1394:44,,2,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1399:44,,1,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1412:17,,1,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1418:15,,1,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1421:37,,1,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1423:17,,1,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_ge_to_gt:/experiment/src/gzip.c:1357:13,,1,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_ge_to_gt:/experiment/src/gzip.c:1410:16,,1,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_ge_to_lt:/experiment/src/gzip.c:1357:13,,1,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_ge_to_lt:/experiment/src/gzip.c:1410:16,,4,True,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_gt_to_ge:/experiment/src/gzip.c:1346:53,,1,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_gt_to_le:/experiment/src/gzip.c:1346:53,,1,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_le_to_gt:/experiment/src/gzip.c:1304:16,,1,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_le_to_gt:/experiment/src/gzip.c:1311:16,,1,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_le_to_lt:/experiment/src/gzip.c:1304:16,,1,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_le_to_lt:/experiment/src/gzip.c:1311:16,,1,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_ne_to_eq:/experiment/src/gzip.c:1282:13,,3,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_ne_to_eq:/experiment/src/gzip.c:1292:26,,3,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_ne_to_eq:/experiment/src/gzip.c:1299:29,,3,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_ne_to_eq:/experiment/src/gzip.c:1306:25,,3,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_ne_to_eq:/experiment/src/gzip.c:1317:12,,1,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_ne_to_eq:/experiment/src/gzip.c:1326:29,,2,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_ne_to_eq:/experiment/src/gzip.c:1334:28,,3,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_ne_to_eq:/experiment/src/gzip.c:1345:26,,2,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_ne_to_eq:/experiment/src/gzip.c:1349:31,,1,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_ne_to_eq:/experiment/src/gzip.c:1372:24,,2,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_ne_to_eq:/experiment/src/gzip.c:1373:24,,1,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_ne_to_eq:/experiment/src/gzip.c:1386:24,,1,False,True
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_post_inc_to_post_dec:/experiment/src/gzip.c:1273:12,,1,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_add_to_sub:/experiment/src/gzip.c:1353:46,,1,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_add_to_sub:/experiment/src/gzip.c:1367:34,,1,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1269:38,,4,True,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1270:45,,2,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1347:30,,1,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1366:21,,1,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1370:46,,1,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1370:60,,1,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1371:53,,1,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1381:45,,2,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1385:44,,2,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1390:44,,1,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1403:17,,1,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1409:22,,1,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1412:44,,1,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1414:24,,1,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_ge_to_gt:/experiment/src/gzip.c:1348:27,,1,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_ge_to_gt:/experiment/src/gzip.c:1401:16,,1,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_ge_to_lt:/experiment/src/gzip.c:1348:27,,1,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_ge_to_lt:/experiment/src/gzip.c:1401:16,,4,True,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_gt_to_ge:/experiment/src/gzip.c:1337:60,,1,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_gt_to_le:/experiment/src/gzip.c:1337:60,,1,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_le_to_gt:/experiment/src/gzip.c:1295:23,,1,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_le_to_gt:/experiment/src/gzip.c:1302:23,,1,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_le_to_lt:/experiment/src/gzip.c:1295:23,,1,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_le_to_lt:/experiment/src/gzip.c:1302:23,,1,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_ne_to_eq:/experiment/src/gzip.c:1273:20,,3,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_ne_to_eq:/experiment/src/gzip.c:1283:33,,3,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_ne_to_eq:/experiment/src/gzip.c:1290:36,,3,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_ne_to_eq:/experiment/src/gzip.c:1297:32,,3,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_ne_to_eq:/experiment/src/gzip.c:1308:19,,1,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_ne_to_eq:/experiment/src/gzip.c:1317:36,,2,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_ne_to_eq:/experiment/src/gzip.c:1325:35,,3,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_ne_to_eq:/experiment/src/gzip.c:1336:33,,2,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_ne_to_eq:/experiment/src/gzip.c:1340:45,,1,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_ne_to_eq:/experiment/src/gzip.c:1363:31,,2,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_ne_to_eq:/experiment/src/gzip.c:1364:31,,1,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_ne_to_eq:/experiment/src/gzip.c:1377:31,,1,False,True
gzip_2010_01_30_get_method__line1237_1427,mull,cxx_post_inc_to_post_dec:/experiment/src/gzip.c:1264:12,,1,False,True
gzip_2010_02_19_main__line407_584,mull,cxx_eq_to_ne:/experiment/src/gzip.c:546:16,,2,False,True
gzip_2010_02_19_main__line407_584,mull,cxx_gt_to_ge:/experiment/src/gzip.c:546:46,,1,False,True
gzip_2010_02_19_main__line407_584,mull,cxx_gt_to_ge:/experiment/src/gzip.c:579:38,,1,False,True
gzip_2010_02_19_main__line407_584,mull,cxx_gt_to_le:/experiment/src/gzip.c:546:46,,4,True,True
gzip_2010_02_19_main__line407_584,mull,cxx_gt_to_le:/experiment/src/gzip.c:579:38,,1,False,True
gzip_2010_02_19_main__line407_584,mull,cxx_le_to_gt:/experiment/src/gzip.c:458:26,,1,False,True
gzip_2010_02_19_main__line407_584,mull,cxx_le_to_gt:/experiment/src/gzip.c:458:48,,1,False,True
gzip_2010_02_19_main__line407_584,mull,cxx_le_to_lt:/experiment/src/gzip.c:458:26,,1,False,True
gzip_2010_02_19_main__line407_584,mull,cxx_le_to_lt:/experiment/src/gzip.c:458:48,,1,False,True
gzip_2010_02_19_main__line407_584,mull,cxx_lt_to_ge:/experiment/src/gzip.c:421:11,,1,False,True
gzip_2010_02_19_main__line407_584,mull,cxx_lt_to_ge:/experiment/src/gzip.c:534:17,,1,False,True
gzip_2010_02_19_main__line407_584,mull,cxx_lt_to_ge:/experiment/src/gzip.c:535:17,,1,False,True
gzip_2010_02_19_main__line407_584,mull,cxx_lt_to_ge:/experiment/src/gzip.c:573:23,,4,True,True
gzip_2010_02_19_main__line407_584,mull,cxx_lt_to_le:/experiment/src/gzip.c:421:11,,1,False,True
gzip_2010_02_19_main__line407_584,mull,cxx_lt_to_le:/experiment/src/gzip.c:534:17,,1,False,True
gzip_2010_02_19_main__line407_584,mull,cxx_lt_to_le:/experiment/src/gzip.c:535:17,,1,False,True
gzip_2010_02_19_main__line407_584,mull,cxx_lt_to_le:/experiment/src/gzip.c:573:23,,3,False,True
gzip_2010_02_19_main__line407_584,mull,cxx_ne_to_eq:/experiment/src/gzip.c:426:13,,4,True,True
gzip_2010_02_19_main__line407_584,mull,cxx_ne_to_eq:/experiment/src/gzip.c:451:54,,4,True,True
gzip_2010_02_19_main__line407_584,mull,cxx_ne_to_eq:/experiment/src/gzip.c:569:20,,4,True,True
gzip_2010_02_19_main__line407_584,mull,cxx_post_inc_to_post_dec:/experiment/src/gzip.c:470:18,,1,False,True
gzip_2010_02_19_main__line407_584,mull,cxx_post_inc_to_post_dec:/experiment/src/gzip.c:509:20,,1,False,True
gzip_2010_02_19_main__line407_584,mull,cxx_post_inc_to_post_dec:/experiment/src/gzip.c:574:35,,3,False,True
gzip_2010_02_19_main__line407_584,mull,cxx_sub_to_add:/experiment/src/gzip.c:422:28,,1,False,True
gzip_2010_02_19_main__line407_584,mull,cxx_sub_to_add:/experiment/src/gzip.c:523:26,,1,False,True
gzip_2010_02_19_main__line407_584,mull,cxx_sub_to_add:/experiment/src/gzip.c:537:23,,2,False,True
