target_id,subject,function,status,generated_mutants,has_pipeline_error,zero_mutant_reason,error_category,error_detail,log_file,target_dir,project,current_assessment,recommended_action,priority,rerun_candidate
chart_1f_createHotSpotBounds__line1373_1454,Chart_1,createHotSpotBounds,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/chart_1f_createHotSpotBounds__line1373_1454/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/chart_1f_createHotSpotBounds__line1373_1454,Chart,no_pipeline_error,keep_as_zero_mutants,low,False
cli_7f_appendUsage__line258_320,Cli_7,appendUsage,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/cli_7f_appendUsage__line258_320/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/cli_7f_appendUsage__line258_320,Cli,no_pipeline_error,keep_as_zero_mutants,low,False
cli_14f_appendUsage__line298_390,Cli_14,appendUsage,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/cli_14f_appendUsage__line298_390/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/cli_14f_appendUsage__line298_390,Cli,no_pipeline_error,keep_as_zero_mutants,low,False
cli_28f_handleShortAndLongOption__line375_463,Cli_28,handleShortAndLongOption,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/cli_28f_handleShortAndLongOption__line375_463/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/cli_28f_handleShortAndLongOption__line375_463,Cli,no_pipeline_error,keep_as_zero_mutants,low,False
cli_7f_wrap__line340_438,Cli_7,wrap,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/cli_7f_wrap__line340_438/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/cli_7f_wrap__line340_438,Cli,no_pipeline_error,keep_as_zero_mutants,low,False
cli_40f_flatten__line94_174,Cli_40,flatten,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/cli_40f_flatten__line94_174/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/cli_40f_flatten__line94_174,Cli,no_pipeline_error,keep_as_zero_mutants,low,False
cli_40f_parse__line144_244,Cli_40,parse,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/cli_40f_parse__line144_244/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/cli_40f_parse__line144_244,Cli,no_pipeline_error,keep_as_zero_mutants,low,False
cli_1f_findWrapPos__line789_833,Cli_1,findWrapPos,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/cli_1f_findWrapPos__line789_833/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/cli_1f_findWrapPos__line789_833,Cli,no_pipeline_error,keep_as_zero_mutants,low,False
cli_3f_createValue__line59_101,Cli_3,createValue,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/cli_3f_createValue__line59_101/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/cli_3f_createValue__line59_101,Cli,no_pipeline_error,keep_as_zero_mutants,low,False
cli_30f_createValue__line60_102,Cli_30,createValue,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/cli_30f_createValue__line60_102/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/cli_30f_createValue__line60_102,Cli,no_pipeline_error,keep_as_zero_mutants,low,False
cli_30f_processProperties__line252_305,Cli_30,processProperties,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/cli_30f_processProperties__line252_305/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/cli_30f_processProperties__line252_305,Cli,no_pipeline_error,keep_as_zero_mutants,low,False
cli_7f_process__line156_235,Cli_7,process,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/cli_7f_process__line156_235/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/cli_7f_process__line156_235,Cli,no_pipeline_error,keep_as_zero_mutants,low,False
cli_1f_parse__line129_220,Cli_1,parse,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/cli_1f_parse__line129_220/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/cli_1f_parse__line129_220,Cli,no_pipeline_error,keep_as_zero_mutants,low,False
closure_47f_tokenToName__line1461_1548,Closure_47,tokenToName,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/closure_47f_tokenToName__line1461_1548/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/closure_47f_tokenToName__line1461_1548,Closure,no_pipeline_error,keep_as_zero_mutants,low,False
closure_44f_hasSideEffects__line950_1043,Closure_44,hasSideEffects,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/closure_44f_hasSideEffects__line950_1043/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/closure_44f_hasSideEffects__line950_1043,Closure,no_pipeline_error,keep_as_zero_mutants,low,False
closure_107f_visitAny__line32_113,Closure_107,visitAny,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/closure_107f_visitAny__line32_113/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/closure_107f_visitAny__line32_113,Closure,no_pipeline_error,keep_as_zero_mutants,low,False
closure_107f_transformAny__line33_114,Closure_107,transformAny,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/closure_107f_transformAny__line33_114/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/closure_107f_transformAny__line33_114,Closure,no_pipeline_error,keep_as_zero_mutants,low,False
closure_44f_findPrototypeId__line459_537,Closure_44,findPrototypeId,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/closure_44f_findPrototypeId__line459_537/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/closure_44f_findPrototypeId__line459_537,Closure,no_pipeline_error,keep_as_zero_mutants,low,False
closure_44f_bytecodeName__line179_262,Closure_44,bytecodeName,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/closure_44f_bytecodeName__line179_262/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/closure_44f_bytecodeName__line179_262,Closure,no_pipeline_error,keep_as_zero_mutants,low,False
closure_44f_visit__line381_459,Closure_44,visit,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/closure_44f_visit__line381_459/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/closure_44f_visit__line381_459,Closure,no_pipeline_error,keep_as_zero_mutants,low,False
closure_125f_precedenceWithDefault__line1179_1254,Closure_125,precedenceWithDefault,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/closure_125f_precedenceWithDefault__line1179_1254/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/closure_125f_precedenceWithDefault__line1179_1254,Closure,no_pipeline_error,keep_as_zero_mutants,low,False
closure_46f_mayBeExpression__line487_559,Closure_46,mayBeExpression,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/closure_46f_mayBeExpression__line487_559/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/closure_46f_mayBeExpression__line487_559,Closure,no_pipeline_error,keep_as_zero_mutants,low,False
closure_1f_biggestPowerTen__line180_277,Closure_1,biggestPowerTen,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/closure_1f_biggestPowerTen__line180_277/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/closure_1f_biggestPowerTen__line180_277,Closure,no_pipeline_error,keep_as_zero_mutants,low,False
closure_44f_findInstanceIdInfo__line139_191,Closure_44,findInstanceIdInfo,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/closure_44f_findInstanceIdInfo__line139_191/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/closure_44f_findInstanceIdInfo__line139_191,Closure,no_pipeline_error,keep_as_zero_mutants,low,False
codec_9f_colognePhonetic__line293_383,Codec_9,colognePhonetic,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/codec_9f_colognePhonetic__line293_383/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/codec_9f_colognePhonetic__line293_383,Codec,no_pipeline_error,keep_as_zero_mutants,low,False
codec_1f_handleG__line418_469,Codec_1,handleG,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/codec_1f_handleG__line418_469/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/codec_1f_handleG__line418_469,Codec,no_pipeline_error,keep_as_zero_mutants,low,False
codec_13f_handleG__line408_461,Codec_13,handleG,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/codec_13f_handleG__line408_461/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/codec_13f_handleG__line408_461,Codec,no_pipeline_error,keep_as_zero_mutants,low,False
codec_11f_pattern__line405_496,Codec_11,pattern,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/codec_11f_pattern__line405_496/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/codec_11f_pattern__line405_496,Codec,no_pipeline_error,keep_as_zero_mutants,low,False
codec_1f_handleC__line281_330,Codec_1,handleC,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/codec_1f_handleC__line281_330/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/codec_1f_handleC__line281_330,Codec,no_pipeline_error,keep_as_zero_mutants,low,False
codec_1f_handleS__line612_660,Codec_1,handleS,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/codec_1f_handleS__line612_660/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/codec_1f_handleS__line612_660,Codec,no_pipeline_error,keep_as_zero_mutants,low,False
codec_13f_handleS__line597_642,Codec_13,handleS,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/codec_13f_handleS__line597_642/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/codec_13f_handleS__line597_642,Codec,no_pipeline_error,keep_as_zero_mutants,low,False
codec_13f_encode__line385_469,Codec_13,encode,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/codec_13f_encode__line385_469/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/codec_13f_encode__line385_469,Codec,no_pipeline_error,keep_as_zero_mutants,low,False
codec_1f_handleJ__line526_556,Codec_1,handleJ,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/codec_1f_handleJ__line526_556/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/codec_1f_handleJ__line526_556,Codec,no_pipeline_error,keep_as_zero_mutants,low,False
codec_13f_handleJ__line514_545,Codec_13,handleJ,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/codec_13f_handleJ__line514_545/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/codec_13f_handleJ__line514_545,Codec,no_pipeline_error,keep_as_zero_mutants,low,False
collections_1f_put__line255_331,Collections_1,put,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/collections_1f_put__line255_331/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/collections_1f_put__line255_331,Collections,no_pipeline_error,keep_as_zero_mutants,low,False
collections_17f_size__line1027_1058,Collections_17,size,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/collections_17f_size__line1027_1058/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/collections_17f_size__line1027_1058,Collections,no_pipeline_error,keep_as_zero_mutants,low,False
collections_22f_size__line1301_1332,Collections_22,size,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/collections_22f_size__line1301_1332/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/collections_22f_size__line1301_1332,Collections,no_pipeline_error,keep_as_zero_mutants,low,False
collections_1f_swapPosition__line1043_1135,Collections_1,swapPosition,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/collections_1f_swapPosition__line1043_1135/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/collections_1f_swapPosition__line1043_1135,Collections,no_pipeline_error,keep_as_zero_mutants,low,False
collections_18f_swapPosition__line1092_1181,Collections_18,swapPosition,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/collections_18f_swapPosition__line1092_1181/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/collections_18f_swapPosition__line1092_1181,Collections,no_pipeline_error,keep_as_zero_mutants,low,False
collections_17f_verbosePrintInternal__line954_1020,Collections_17,verbosePrintInternal,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/collections_17f_verbosePrintInternal__line954_1020/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/collections_17f_verbosePrintInternal__line954_1020,Collections,no_pipeline_error,keep_as_zero_mutants,low,False
collections_21f_verbosePrintInternal__line966_1028,Collections_21,verbosePrintInternal,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/collections_21f_verbosePrintInternal__line966_1028/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/collections_21f_verbosePrintInternal__line966_1028,Collections,no_pipeline_error,keep_as_zero_mutants,low,False
collections_21f_merge__line1563_1616,Collections_21,merge,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/collections_21f_merge__line1563_1616/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/collections_21f_merge__line1563_1616,Collections,no_pipeline_error,keep_as_zero_mutants,low,False
collections_1f_containsKey__line186_213,Collections_1,containsKey,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/collections_1f_containsKey__line186_213/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/collections_1f_containsKey__line186_213,Collections,no_pipeline_error,keep_as_zero_mutants,low,False
collections_21f_containsKey__line197_236,Collections_21,containsKey,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/collections_21f_containsKey__line197_236/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/collections_21f_containsKey__line197_236,Collections,no_pipeline_error,keep_as_zero_mutants,low,False
compress_43f_detect__line486_564,Compress_43,detect,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/compress_43f_detect__line486_564/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/compress_43f_detect__line486_564,Compress,no_pipeline_error,keep_as_zero_mutants,low,False
compress_21f_readSubStreamsInfo__line397_478,Compress_21,readSubStreamsInfo,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/compress_21f_readSubStreamsInfo__line397_478/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/compress_21f_readSubStreamsInfo__line397_478,Compress,no_pipeline_error,keep_as_zero_mutants,low,False
compress_3f_perform__line64_127,Compress_3,perform,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/compress_3f_perform__line64_127/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/compress_3f_perform__line64_127,Compress,no_pipeline_error,keep_as_zero_mutants,low,False
compress_46f_processPaxHeader__line1021_1087,Compress_46,processPaxHeader,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/compress_46f_processPaxHeader__line1021_1087/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/compress_46f_processPaxHeader__line1021_1087,Compress,no_pipeline_error,keep_as_zero_mutants,low,False
compress_29f_createLocalFileHeader__line1009_1073,Compress_29,createLocalFileHeader,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/compress_29f_createLocalFileHeader__line1009_1073/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/compress_29f_createLocalFileHeader__line1009_1073,Compress,no_pipeline_error,keep_as_zero_mutants,low,False
compress_19f_readDirectoryEntry__line291_374,Compress_19,readDirectoryEntry,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/compress_19f_readDirectoryEntry__line291_374/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/compress_19f_readDirectoryEntry__line291_374,Compress,no_pipeline_error,keep_as_zero_mutants,low,False
csv_1f_nextToken__line40_118,Csv_1,nextToken,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/csv_1f_nextToken__line40_118/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/csv_1f_nextToken__line40_118,Csv,no_pipeline_error,keep_as_zero_mutants,low,False
csv_4f_nextToken__line82_164,Csv_4,nextToken,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/csv_4f_nextToken__line82_164/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/csv_4f_nextToken__line82_164,Csv,no_pipeline_error,keep_as_zero_mutants,low,False
csv_4f_equals__line313_370,Csv_4,equals,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/csv_4f_equals__line313_370/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/csv_4f_equals__line313_370,Csv,no_pipeline_error,keep_as_zero_mutants,low,False
csv_4f_parseEncapsulatedToken__line239_288,Csv_4,parseEncapsulatedToken,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/csv_4f_parseEncapsulatedToken__line239_288/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/csv_4f_parseEncapsulatedToken__line239_288,Csv,no_pipeline_error,keep_as_zero_mutants,low,False
csv_2f_parseEncapsulatedToken__line198_242,Csv_2,parseEncapsulatedToken,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/csv_2f_parseEncapsulatedToken__line198_242/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/csv_2f_parseEncapsulatedToken__line198_242,Csv,no_pipeline_error,keep_as_zero_mutants,low,False
csv_1f_encapsulatedTokenLexer__line181_225,Csv_1,encapsulatedTokenLexer,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/csv_1f_encapsulatedTokenLexer__line181_225/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/csv_1f_encapsulatedTokenLexer__line181_225,Csv,no_pipeline_error,keep_as_zero_mutants,low,False
csv_4f_parseSimpleToken__line185_217,Csv_4,parseSimpleToken,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/csv_4f_parseSimpleToken__line185_217/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/csv_4f_parseSimpleToken__line185_217,Csv,no_pipeline_error,keep_as_zero_mutants,low,False
csv_2f_parseSimpleToken__line149_176,Csv_2,parseSimpleToken,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/csv_2f_parseSimpleToken__line149_176/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/csv_2f_parseSimpleToken__line149_176,Csv,no_pipeline_error,keep_as_zero_mutants,low,False
