dataset,subject_id,target_id,run_name,function_name,mutant_id,mutant_hash,build_status,test_status,killed,executable,log_path,operator,mutation_descriptor,owner,method,source_line,instruction_index,original_expression,replacement_expression,raw_mutant
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_full_catalog_try2,binaryToHexDigit,major_1,ff855e6e8a958541055142a50b4c4dd53823e1d733edd3198465da740a8645be,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,0:POS,org.apache.commons.lang3.Conversion,binaryToHexDigit(boolean[]),282,9738,0,1,1:LVR:0:POS:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[]):282:9738:0 |==> 1
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_full_catalog_try2,binaryToHexDigit,major_12,a2cfeb69d1fa9413db68fb4022dbfdca1a6411b56d35f193b072e20ec6f909b2,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",305,10614,2,0,"12:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):305:10614:2 |==> 0"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_full_catalog_try2,binaryToHexDigit,major_13,23af386329407cc0eab1be76ec5af978fb900286285458a1f72b0fafea9d7a2b,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",305,10614,2,-2,"13:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):305:10614:2 |==> -2"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_full_catalog_try2,binaryToHexDigit,major_14,5dce9fe7180e7a11da0f30552eb1c0a5d10dbf9b18e2bbc96bfaec3ba5cc6592,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",306,10662,1,0,"14:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):306:10662:1 |==> 0"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_full_catalog_try2,binaryToHexDigit,major_15,2b2230a4d9bb351d290b130ef7593ea9198d871a6f54490577a8265e560f580a,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",306,10662,1,-1,"15:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):306:10662:1 |==> -1"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_full_catalog_try2,binaryToHexDigit,major_16,f30fcbd0b591c38461113f78daacbdc75a90aade5d697f8bc388c0a4103770f9,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",306,10680,1,0,"16:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):306:10680:1 |==> 0"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_full_catalog_try2,binaryToHexDigit,major_17,21eab1b669390a8e25181eada171de67be595971842af7dc33124d7f721abfe3,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",306,10680,1,-1,"17:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):306:10680:1 |==> -1"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_full_catalog_try2,binaryToHexDigit,major_18,b5bbfff7322ae91604e862beb17ca4f2aadf609cf979fca26021f1aa5036ca90,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",320,11116,1,0,"18:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):320:11116:1 |==> 0"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_full_catalog_try2,binaryToHexDigit,major_19,d893b1fa3cba0fa51fd1f2ef7cee4544663c480d934199a8dbb7b08e1a42703a,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",320,11116,1,-1,"19:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):320:11116:1 |==> -1"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_full_catalog_try2,binaryToHexDigit,major_20,0ac1fac61d810fd367d3be0c90d88922ee1d03d5814b8b4d285f75c8ce5ec434,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",320,11134,1,0,"20:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):320:11134:1 |==> 0"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_full_catalog_try2,binaryToHexDigit,major_21,14df3f28f0ca245696636902e6292b5ba328891634f30734dc86b3c1209c39ec,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",320,11134,1,-1,"21:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):320:11134:1 |==> -1"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_full_catalog_try2,binaryToHexDigit,major_22,eed54e3cc82e513912d0e7a9e0a93e7102560a3c0e34d715807e429021355aac,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",335,11576,2,0,"22:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):335:11576:2 |==> 0"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_full_catalog_try2,binaryToHexDigit,major_23,4ebaef319cd9b2f05c4177e9971d9ce83dcee04bd757bbfc1c990b600a1807d3,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",335,11576,2,-2,"23:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):335:11576:2 |==> -2"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_full_catalog_try2,binaryToHexDigit,major_24,37e248a343dee81bb2dcf505d54e458ade46468d5abbc4bf45c7ccf07b0e5fbc,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",335,11594,2,0,"24:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):335:11594:2 |==> 0"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_full_catalog_try2,binaryToHexDigit,major_25,8b9ade5829a66ae59f7bf7e128bd0e456c8a3afb35037a47875108b4d22dbb4c,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",335,11594,2,-2,"25:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):335:11594:2 |==> -2"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_full_catalog_try2,binaryToHexDigit,major_26,6edb2573a52b0f7c9408c144c6a336d280b4c0c1abd4efa780975691022f4b98,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",336,11642,1,0,"26:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):336:11642:1 |==> 0"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_full_catalog_try2,binaryToHexDigit,major_27,f34b3094887f6b1b85786f8861571ced33d06e094b79ddd003f1c5f3ad823e14,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",336,11642,1,-1,"27:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):336:11642:1 |==> -1"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_full_catalog_try2,binaryToHexDigit,major_28,c7aec89bc2566efbd1cfecec3bc2b7eb265389fc05e06c10cf278730212435c3,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",336,11660,1,0,"28:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):336:11660:1 |==> 0"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_full_catalog_try2,binaryToHexDigit,major_29,f0f6103eb9e6663c2efc4023ef602ce0ae393e0228c12764d1aea3ffeaa3a11a,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",336,11660,1,-1,"29:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):336:11660:1 |==> -1"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_full_catalog_try2,binaryToHexDigit,major_30,272ca8b37af644bd044a23fe8e14e72997d52164b29c5e4e3cff5a396400f31d,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",350,12096,1,0,"30:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):350:12096:1 |==> 0"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_full_catalog_try2,binaryToHexDigit,major_31,1528da3071d66aa842a99c3d992d013a85f701e625c89602b690411db47c641c,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",350,12096,1,-1,"31:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):350:12096:1 |==> -1"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_full_catalog_try2,binaryToHexDigit,major_32,0d303e85ddca8bc1de0a21a3f626f8fe6ccb232eea2e129685f915d0d5204d0d,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",350,12114,1,0,"32:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):350:12114:1 |==> 0"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_full_catalog_try2,binaryToHexDigit,major_33,54468d2e0aad24c9f83ab8512aea198b5f44220c9eb8dcbff687ffa4ab28eada,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",350,12114,1,-1,"33:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):350:12114:1 |==> -1"
