target_id,run_name,mutant_id,mutant_hash,n_killing_tests,eligible_test_count,trivial
cli_30f_createValue__line60_102,major_exec__major_full_catalog_try2_exec__cli_30f_createValue__line60_102,major_2,136f8742284884960ba153081b6ae7113580acbe868418ef71c31ff6f3e48a6e,1,6,False
cli_30f_createValue__line60_102,major_exec__major_full_catalog_try2_exec__cli_30f_createValue__line60_102,major_3,9d6fb41d50450fa8390ea1e72c3b273ce4fa1aa6370bac8fd1c7c06e6326ec53,2,6,False
cli_30f_createValue__line60_102,major_exec__major_full_catalog_try2_exec__cli_30f_createValue__line60_102,major_4,f932ccec656c083db31d8407dcb85e03b3d41919abad62cbd5f2f8df31736724,2,6,False
cli_30f_createValue__line60_102,major_exec__major_full_catalog_try2_exec__cli_30f_createValue__line60_102,major_5,fa2968ee0d47a6bb3f1f85a41c9e6f8e6db63efb1cb7358179098a172f0f1ab4,1,6,False
cli_30f_createValue__line60_102,major_exec__major_full_catalog_try2_exec__cli_30f_createValue__line60_102,major_6,e67718153150c0bf52f638b3a627bd38c1ab13ed73bdb698830e2d574788086f,2,6,False
cli_30f_createValue__line60_102,major_exec__major_full_catalog_try2_exec__cli_30f_createValue__line60_102,major_7,b9e96baa4360ec616538d327f5db5f235cd2d31ccf6a47f0c7328233d864746d,1,6,False
cli_30f_processProperties__line252_305,major_exec__major_full_catalog_try2_exec__cli_30f_processProperties__line252_305,major_1,83b66379fb58354b2fe0c30f6aa63861d9482b97a3e62a8fd76384ba9175353d,2,64,False
cli_30f_processProperties__line252_305,major_exec__major_full_catalog_try2_exec__cli_30f_processProperties__line252_305,major_2,1577e36b06afa337371ba0b937aa11c900e794481c314e2c678d155f2ff2cdea,2,64,False
cli_30f_processProperties__line252_305,major_exec__major_full_catalog_try2_exec__cli_30f_processProperties__line252_305,major_3,84eada5df4fdfd33a1f95664eaf2a7f1823ab0b0f0396d10cc1d2cb0e946b3fc,2,64,False
cli_3f_createValue__line59_101,major_exec__major_full_catalog_try2_exec__cli_3f_createValue__line59_101,major_10,86da153901a161e81a19e6063a472997b3ca7296ed414480b2253b0d280a5076,1,1,False
cli_3f_createValue__line59_101,major_exec__major_full_catalog_try2_exec__cli_3f_createValue__line59_101,major_2,78166fc10d61226e31764c09ebf42aa558efc7a67791e772dde0e550911fb70e,1,1,False
cli_3f_createValue__line59_101,major_exec__major_full_catalog_try2_exec__cli_3f_createValue__line59_101,major_3,5090753f941aa01416555f6577f832c83c585106316268356c3c9c399c7cf14d,1,1,False
cli_3f_createValue__line59_101,major_exec__major_full_catalog_try2_exec__cli_3f_createValue__line59_101,major_4,94323faf9c76267431da0efeb10868a10aa143b1eeb7168a68ea8e7f99835c2a,1,1,False
cli_3f_createValue__line59_101,major_exec__major_full_catalog_try2_exec__cli_3f_createValue__line59_101,major_6,bddbf4977702d3441a1562c4391c2d637f8a0d86193616bdd7ed3e81077defec,1,1,False
cli_3f_createValue__line59_101,major_exec__major_full_catalog_try2_exec__cli_3f_createValue__line59_101,major_7,286390a76c939c532f592926ed5cfba1fa34847003a1a5b325b476bf7ca8d085,1,1,False
cli_40f_flatten__line94_174,major_exec__major_full_catalog_try2_exec__cli_40f_flatten__line94_174,major_1,7191a2098d1f236384b972b685e6e765d344acd224120979a210bde955c1c00a,64,76,False
cli_40f_flatten__line94_174,major_exec__major_full_catalog_try2_exec__cli_40f_flatten__line94_174,major_10,345cc5c98acebf2ccd9e676bdc9625486f5dd071073f62210238f7c3f9b38253,36,76,False
cli_40f_flatten__line94_174,major_exec__major_full_catalog_try2_exec__cli_40f_flatten__line94_174,major_11,bbf0c0516a8c413b64eb33f494db6517499125fbe171d2fafec330015cc26088,36,76,False
cli_40f_flatten__line94_174,major_exec__major_full_catalog_try2_exec__cli_40f_flatten__line94_174,major_13,e32ea8c2d05bdae21f6f003a4d89cf7514b16e7c15db5d8971517d6e5cc596cb,1,76,False
cli_40f_flatten__line94_174,major_exec__major_full_catalog_try2_exec__cli_40f_flatten__line94_174,major_14,35f62b8d91c92b046f01227b4730e869efa9e1368a460b6e595b8cae9542abc5,37,76,False
cli_40f_flatten__line94_174,major_exec__major_full_catalog_try2_exec__cli_40f_flatten__line94_174,major_16,eb035245a28cb7ceb06c98fb808c58716ea4347efa593922bcaea3d134e776f8,1,76,False
cli_40f_parse__line144_244,major_exec__major_full_catalog_try2_exec__cli_40f_parse__line144_244,major_10,de15941a9e5695132d01bb7818e82108ad186da4d1f4b76cacc37dcad4cd6ecc,77,81,False
cli_40f_parse__line144_244,major_exec__major_full_catalog_try2_exec__cli_40f_parse__line144_244,major_13,416689ace1eb6a1c1508555793f771f2b675c23a5b7adc6d928e6c0dd218ded1,74,81,False
cli_7f_appendUsage__line258_320,major_exec__major_full_catalog_try2_exec__cli_7f_appendUsage__line258_320,major_1,71426158c8b33b90b4447431d4342ae66e52ad1111afb37b1acb0b9327fca0d1,7,27,False
cli_7f_appendUsage__line258_320,major_exec__major_full_catalog_try2_exec__cli_7f_appendUsage__line258_320,major_10,fcce36eb05338eef8df05b39c814db41e5ebc0c3fa75a9f5890578755e3b9fe7,20,27,False
cli_7f_appendUsage__line258_320,major_exec__major_full_catalog_try2_exec__cli_7f_appendUsage__line258_320,major_11,8bcd571b4175719c96a25a359c4381e1e84eeb8d7f58b9c71e7dd6034b3d212e,9,27,False
cli_7f_appendUsage__line258_320,major_exec__major_full_catalog_try2_exec__cli_7f_appendUsage__line258_320,major_12,788d9d625b693cb0e33ad21bb2c806644c6b637d5eb4812fac78eb705f3f8477,6,27,False
cli_7f_appendUsage__line258_320,major_exec__major_full_catalog_try2_exec__cli_7f_appendUsage__line258_320,major_13,9e2b15e8e3ca5bc0d091e325653ee7526750b251cdccf6f8d1e56b3d874cdc3f,15,27,False
cli_7f_appendUsage__line258_320,major_exec__major_full_catalog_try2_exec__cli_7f_appendUsage__line258_320,major_14,d351654590adef132045ed2ced16ec1f457e4c456d56cf6264154bb0bb411cb3,9,27,False
cli_7f_appendUsage__line258_320,major_exec__major_full_catalog_try2_exec__cli_7f_appendUsage__line258_320,major_15,d2ad3e902b637a939e2a7547135564fb62d07f048f660b8b505152c436d6957a,9,27,False
cli_7f_appendUsage__line258_320,major_exec__major_full_catalog_try2_exec__cli_7f_appendUsage__line258_320,major_16,69da705d5c381c3729d979af3f1889a11d499f0b8672f72e623e4e1912abd59f,14,27,False
cli_7f_process__line156_235,major_exec__major_full_catalog_try2_exec__cli_7f_process__line156_235,major_1,c94670a3810182fecc6034253b3b4053759a7aa72ae77013c75ceca9cdf0b0a8,32,32,False
cli_7f_process__line156_235,major_exec__major_full_catalog_try2_exec__cli_7f_process__line156_235,major_10,051f8ac13ee7b86cc36adb67abe8b0106015bd32743ed0d1c374f4f95a656f25,15,32,False
cli_7f_process__line156_235,major_exec__major_full_catalog_try2_exec__cli_7f_process__line156_235,major_11,a39d498d5e30da6f463f160f68a918d4c82984e720dd28e59a606c9f41883fe4,1,32,False
cli_7f_process__line156_235,major_exec__major_full_catalog_try2_exec__cli_7f_process__line156_235,major_12,b5d65ab2a8ebc6772fba4f00d11f03885d1614787b3dad0c8f383519dfe9098e,11,32,False
cli_7f_process__line156_235,major_exec__major_full_catalog_try2_exec__cli_7f_process__line156_235,major_13,a8be5da47bc95c4c944e0ce9b94bef9e9b8aeb217f22c3a84bcad6627e4290a7,11,32,False
cli_7f_process__line156_235,major_exec__major_full_catalog_try2_exec__cli_7f_process__line156_235,major_14,5f2c05a82937cb4bb0883fedd6bfc50717418f158f47f7475308ffd4b68263fe,1,32,False
cli_7f_process__line156_235,major_exec__major_full_catalog_try2_exec__cli_7f_process__line156_235,major_16,7c0e95b5ca10e912baf6d0a908dba727e4a68a8131ff078497ef3dec4ea03dac,6,32,False
cli_7f_wrap__line340_438,major_exec__major_full_catalog_try2_exec__cli_7f_wrap__line340_438,major_11,942ccce5f78091e00c78cb9791b1bb0c06cb883e08a90a64d0dd5234c4a14dd3,12,26,False
cli_7f_wrap__line340_438,major_exec__major_full_catalog_try2_exec__cli_7f_wrap__line340_438,major_12,9713250661a456ddfc29ef86033c2450ae7d2a0882816837686da3571747fb0e,15,26,False
cli_7f_wrap__line340_438,major_exec__major_full_catalog_try2_exec__cli_7f_wrap__line340_438,major_13,599de4fb88b5514f5f6c5344b86f6eaa75f796593fffd04add8d8272128a86f3,15,26,False
cli_7f_wrap__line340_438,major_exec__major_full_catalog_try2_exec__cli_7f_wrap__line340_438,major_14,72f00cbe57740b480ef57e10235ee41838065aea905c056788a9ad80a6626855,2,26,False
cli_7f_wrap__line340_438,major_exec__major_full_catalog_try2_exec__cli_7f_wrap__line340_438,major_15,9974dac30c3cc3c4cb63642477521641ce2ee505add1da6d279aa449ddb22fd6,2,26,False
cli_7f_wrap__line340_438,major_exec__major_full_catalog_try2_exec__cli_7f_wrap__line340_438,major_16,711c0a48e4809250e908ef819b90a5b81ed2acf585a06aa4787e5448589c9c29,20,26,False
closure_106f_precedence__line605_680,major_exec__major_full_catalog_try2_exec__closure_106f_precedence__line605_680,major_1,1f1db0857cef7a19d508052e04eb87072cedc4d6b3f4da663ef7837063efdb43,2,1892,False
closure_106f_precedence__line605_680,major_exec__major_full_catalog_try2_exec__closure_106f_precedence__line605_680,major_10,13ce47b6c71e7a90e7a5642a3718bdfacc98f283d0123e3e07fecb365c4b3f5a,8,1892,False
codec_11f_pattern__line405_496,major_exec__major_full_catalog_try2_exec__codec_11f_pattern__line405_496,major_1,2609d77bf1e527d0a500fda79996e45fb63ad118ee2e3085b168bfc61d32f359,11,11,True
codec_11f_pattern__line405_496,major_exec__major_full_catalog_try2_exec__codec_11f_pattern__line405_496,major_10,d28810d3c4f44241cb9aabb8780976e1b2c8ddc4eeffa588d7c94b497d101a60,11,11,True
codec_11f_pattern__line405_496,major_exec__major_full_catalog_try2_exec__codec_11f_pattern__line405_496,major_11,0f12d9cf427a3c3a256badcbcb701b4b683ac55994dd12bb4bc385933ea7adce,3,11,False
codec_11f_pattern__line405_496,major_exec__major_full_catalog_try2_exec__codec_11f_pattern__line405_496,major_12,2a62da5b7a06f774852a6fb40f9ed9f7018d6d92cee5729d234e6da6738c803a,11,11,True
codec_13f_encode__line385_469,major_exec__major_full_catalog_try2_exec__codec_13f_encode__line385_469,major_10,5cdc747caa25eeb9c2a78dc71605499eebdb36b139baa3083617610a7f24bfac,10,13,False
codec_13f_encode__line385_469,major_exec__major_full_catalog_try2_exec__codec_13f_encode__line385_469,major_11,8ea31e74e2dc316eb2adfe42750db1a98e5aca6a9cf764e7eed06fcc60356be9,1,13,False
codec_13f_encode__line385_469,major_exec__major_full_catalog_try2_exec__codec_13f_encode__line385_469,major_12,5869cdeb2cee8ea8548032a4fe67b48a7fc6b0d4c26f528d78c99bba57901bd1,10,13,False
codec_13f_encode__line385_469,major_exec__major_full_catalog_try2_exec__codec_13f_encode__line385_469,major_13,875099c9f1a1022a225d8cc77a2e1a7ff38c4669acae200eafeee3dc4f83e661,1,13,False
codec_13f_encode__line385_469,major_exec__major_full_catalog_try2_exec__codec_13f_encode__line385_469,major_14,9b60474b3e29cd896840b7e37ed768e65faf6c8e4a2e0063505b2707ae99d95d,1,13,False
codec_13f_encode__line385_469,major_exec__major_full_catalog_try2_exec__codec_13f_encode__line385_469,major_15,24a0c959cad454d8f2a987f28dad29447f83a6118bf5fd5afd0a7c412f48f29c,1,13,False
codec_13f_encode__line385_469,major_exec__major_full_catalog_try2_exec__codec_13f_encode__line385_469,major_16,35a2f08b7333e2d70cb5fb066cf68540c5de76a2b3cf8aa3886154dba6976bbe,1,13,False
codec_13f_handleG__line408_461,major_exec__major_full_catalog_try2_exec__codec_13f_handleG__line408_461,major_1,8531a2e056bc2bb0095201dddea028dda68440a17f70ac75486c89eda14cbb1b,3,5,False
codec_13f_handleG__line408_461,major_exec__major_full_catalog_try2_exec__codec_13f_handleG__line408_461,major_100,f84bbdeec8dfbf31470be856d9936716033a6e67626f995bc2802344798a1b8a,1,5,False
codec_13f_handleG__line408_461,major_exec__major_full_catalog_try2_exec__codec_13f_handleG__line408_461,major_101,a2c298f5e0303b8640d19294f88d66d5035bfbe325242525ad5063c50ca62889,1,5,False
codec_13f_handleG__line408_461,major_exec__major_full_catalog_try2_exec__codec_13f_handleG__line408_461,major_102,d9d3126a9ec531c9863294889ec67632387fb6760bcfa2595396e2ac429a774b,1,5,False
codec_13f_handleG__line408_461,major_exec__major_full_catalog_try2_exec__codec_13f_handleG__line408_461,major_103,99e926a7b7f5a5e15698ad5e67002dc836417fe18e5f4ef35778a34f2e7f18ac,4,5,False
codec_13f_handleG__line408_461,major_exec__major_full_catalog_try2_exec__codec_13f_handleG__line408_461,major_104,ebb7592fdb86d94668b3f6800d4328791dc867c317b1d6509715e1dff31748e8,1,5,False
codec_13f_handleG__line408_461,major_exec__major_full_catalog_try2_exec__codec_13f_handleG__line408_461,major_105,7cdef892f0939407d9c5a8aa78d99d94d54cb1ff9b1649c65d6d124aba180c3f,1,5,False
codec_13f_handleJ__line514_545,major_exec__major_full_catalog_try2_exec__codec_13f_handleJ__line514_545,major_1,fa5ca27f39fef10d795d2607e593962e870b1eaf0095d52c25984ec65ff8b89d,2,8,False
codec_13f_handleJ__line514_545,major_exec__major_full_catalog_try2_exec__codec_13f_handleJ__line514_545,major_13,5a59e17358483c6e8d80ba14d76cd45026c24fab6d4619013048b0a62889b9ad,1,8,False
codec_13f_handleJ__line514_545,major_exec__major_full_catalog_try2_exec__codec_13f_handleJ__line514_545,major_14,34a8e57eb0ee6e6f588828707bb2d3688419e0a8dd553e7f51021f4860496e04,1,8,False
codec_13f_handleJ__line514_545,major_exec__major_full_catalog_try2_exec__codec_13f_handleJ__line514_545,major_15,568bedd86dfef9651ac00ee1be6fbdc37ec6a7168021b76d67e8e9192ce91926,2,8,False
codec_13f_handleJ__line514_545,major_exec__major_full_catalog_try2_exec__codec_13f_handleJ__line514_545,major_16,9a47d4242901a2d6d2d7af3416019957b9afb9b3dd1313fcc8113819208b8738,2,8,False
codec_13f_handleS__line597_642,major_exec__major_full_catalog_try2_exec__codec_13f_handleS__line597_642,major_1,0628d6491554a449844c4fe887514726edf460cb64786bb0e32a95d42c1a69bd,2,8,False
codec_13f_handleS__line597_642,major_exec__major_full_catalog_try2_exec__codec_13f_handleS__line597_642,major_10,d3aa478a380d41000123af76e017b8e63cf39c5f04c920b29d055cfc7e3d8e4b,1,8,False
codec_13f_handleS__line597_642,major_exec__major_full_catalog_try2_exec__codec_13f_handleS__line597_642,major_11,4aafee006d17f704eb37e7b615f878ad31945f0f3d4d4163c94f446160a61285,1,8,False
codec_13f_handleS__line597_642,major_exec__major_full_catalog_try2_exec__codec_13f_handleS__line597_642,major_12,8f2273051a837fd86e5deac9626a49a81447de91292e4fac7d99baea1a944af2,8,8,True
codec_13f_handleS__line597_642,major_exec__major_full_catalog_try2_exec__codec_13f_handleS__line597_642,major_13,743685f45ab1732f3d2930648cd6f4733f77d287a36627be90e5f1b5462b2c90,1,8,False
codec_13f_handleS__line597_642,major_exec__major_full_catalog_try2_exec__codec_13f_handleS__line597_642,major_14,ec999434ded5ebf25126b9ff8ea6832f9f522e289c7142a0807972bbc715632b,2,8,False
codec_13f_handleS__line597_642,major_exec__major_full_catalog_try2_exec__codec_13f_handleS__line597_642,major_15,e9e82c94be9ed4f168464bf9c0d0b491e977509e07e8197648f1ce84dc841cc9,8,8,True
codec_13f_handleS__line597_642,major_exec__major_full_catalog_try2_exec__codec_13f_handleS__line597_642,major_16,c9ad66e581486fe89f083c40f1907f70f26a82bac3028009b13e5297ae34f41e,2,8,False
codec_17f_transcodeRemaining__line118_167,major_exec__major_full_catalog_try2_exec__codec_17f_transcodeRemaining__line118_167,major_1,fd3ab26b9da5d1d48177820c11e17a055eeb557cd94cc48e1e855707eb53af09,2,19,False
codec_17f_transcodeRemaining__line118_167,major_exec__major_full_catalog_try2_exec__codec_17f_transcodeRemaining__line118_167,major_10,06b6c57eed4a950964b595c3dba5d240cad77e024ae8940acd1f4514d26a5b12,1,19,False
codec_17f_transcodeRemaining__line118_167,major_exec__major_full_catalog_try2_exec__codec_17f_transcodeRemaining__line118_167,major_11,588004da42bbd4ec496d5ef6949e292230be7701d3a66e62d0ef3c3f3f86a235,1,19,False
codec_17f_transcodeRemaining__line118_167,major_exec__major_full_catalog_try2_exec__codec_17f_transcodeRemaining__line118_167,major_12,bb74dffa903d84f2a3f760ebc079d9a2562a1b53d7c49a3f6913c538a5996841,3,19,False
codec_17f_transcodeRemaining__line118_167,major_exec__major_full_catalog_try2_exec__codec_17f_transcodeRemaining__line118_167,major_13,35339f2d2d64344d59142c4c98c7b6d114a95c6f238cd993a21c77d89da5c775,2,19,False
codec_17f_transcodeRemaining__line118_167,major_exec__major_full_catalog_try2_exec__codec_17f_transcodeRemaining__line118_167,major_14,2807631fe2dd833f9f9444e39fb1b2faab4456e4dc010a024ce08b4794805be4,18,19,False
codec_17f_transcodeRemaining__line118_167,major_exec__major_full_catalog_try2_exec__codec_17f_transcodeRemaining__line118_167,major_2,467717285657b7d856c2b02c4f4c8448e2607d6a273f7f2b2446d6a9b9e8767f,13,19,False
codec_17f_transcodeRemaining__line118_167,major_exec__major_full_catalog_try2_exec__codec_17f_transcodeRemaining__line118_167,major_3,84bd958db062f32b4aa0ac15642e75a9900dc48bd1b3c91053fd33be2691ae51,17,19,False
codec_1f_handleC__line281_330,major_exec__major_full_catalog_try2_exec__codec_1f_handleC__line281_330,major_10,826c0611de3330c449bce3aabce2f7d3b176364546f7dc4ade452a7783820cf1,1,4,False
codec_1f_handleC__line281_330,major_exec__major_full_catalog_try2_exec__codec_1f_handleC__line281_330,major_11,c7c315affb3cf30245df12e67a0ba4a3e4d81a6c268b50c6ae39c9787d23e697,2,4,False
codec_1f_handleC__line281_330,major_exec__major_full_catalog_try2_exec__codec_1f_handleC__line281_330,major_13,fa5777a7a33604258246a12d79ab8ccb2bb1d6decf6464390f8dd7f1251d9c4c,4,4,True
codec_1f_handleC__line281_330,major_exec__major_full_catalog_try2_exec__codec_1f_handleC__line281_330,major_16,d94a4130ca74f380b03584ca228a24ce2e96fd67234496a0f9a84d4c71f1eedc,3,4,False
codec_1f_handleG__line418_469,major_exec__major_full_catalog_try2_exec__codec_1f_handleG__line418_469,major_1,664f338525930310f4fd3e3c17779a80c3f5f2611a96de19e59bb1e006d4d5ac,1,3,False
codec_1f_handleG__line418_469,major_exec__major_full_catalog_try2_exec__codec_1f_handleG__line418_469,major_103,97a9f0ed698f60c9c86782ebf114f314d0398bafd946a616ab3a5cab29803a44,2,3,False
codec_1f_handleS__line612_660,major_exec__major_full_catalog_try2_exec__codec_1f_handleS__line612_660,major_12,cdd271ff64d4f9489dce891fe07e347121c907430279253cc940898586ee36ef,6,6,True
codec_1f_handleS__line612_660,major_exec__major_full_catalog_try2_exec__codec_1f_handleS__line612_660,major_15,ac75d585dfccad58e6d5b793fd1ba47c74aca441eb43b324c0c682386b982087,6,6,True
codec_9f_colognePhonetic__line293_383,major_exec__major_full_catalog_try2_exec__codec_9f_colognePhonetic__line293_383,major_1,fe12779fa74e4875ecbbe8a3f9c7860cb549449ccb3899a106f1430cdffba754,3,3,True
codec_9f_colognePhonetic__line293_383,major_exec__major_full_catalog_try2_exec__codec_9f_colognePhonetic__line293_383,major_10,b5f8b2f4ed09d700b446f8166e3d1967dde19f3523d42d5737ac3eea8c5bce20,3,3,True
codec_9f_colognePhonetic__line293_383,major_exec__major_full_catalog_try2_exec__codec_9f_colognePhonetic__line293_383,major_11,a7e2da4f9eee336419bdc52163b3716c9ec31bf27a50530cce8a9ebad7b37ff5,1,3,False
codec_9f_colognePhonetic__line293_383,major_exec__major_full_catalog_try2_exec__codec_9f_colognePhonetic__line293_383,major_12,1f2f0145059ed9c3b226c1480e860bec2b1b155c4e35e72174bfa37b6c3442cf,3,3,False
codec_9f_colognePhonetic__line293_383,major_exec__major_full_catalog_try2_exec__codec_9f_colognePhonetic__line293_383,major_13,cee44cf4c5ac6487b2a5d4a22fa980cb6c76f6453adb3b5204400aff1020953b,3,3,False
codec_9f_colognePhonetic__line293_383,major_exec__major_full_catalog_try2_exec__codec_9f_colognePhonetic__line293_383,major_14,00cdf42b0c74b471a041f130b9783d8648966069e20418515fb9e57b49c958be,2,3,False
codec_9f_colognePhonetic__line293_383,major_exec__major_full_catalog_try2_exec__codec_9f_colognePhonetic__line293_383,major_15,40d55e375410e870effae8a060cba4a68c4b5401a6d7e4f59cc732c70abf87f7,2,3,False
codec_9f_colognePhonetic__line293_383,major_exec__major_full_catalog_try2_exec__codec_9f_colognePhonetic__line293_383,major_16,e572b2f4c5f2328463e3c258f594251c98384ee34938871ecdf2f5d1937dad8c,2,3,False
collections_17f_put__line254_330,major_exec__major_full_catalog_try2_exec__collections_17f_put__line254_330,major_1,ab7f000a10af22d05376e9434fd96cfba11e13bc59cee5369a6e8d40c739a913,1,13,False
collections_17f_size__line1027_1058,major_exec__major_full_catalog_try2_exec__collections_17f_size__line1027_1058,major_1,3ea3f681ab74b0ae49c0fa909803258f63cda86069bcd34d88367c82f605aa64,1,15,False
collections_17f_size__line1027_1058,major_exec__major_full_catalog_try2_exec__collections_17f_size__line1027_1058,major_10,02886645b04804f4698133661e2025c41adab910888461775e46d7b16ee45656,2,15,False
