target_id,model_name,mutant_id,test_name
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.category.junit.ScatterRendererTests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.category.junit.StackedAreaRendererTests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.category.junit.StackedBarRenderer3DTests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.category.junit.StatisticalLineAndShapeRendererTests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.category.junit.WaterfallBarRendererTests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.junit.AbstractRendererTests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.junit.DefaultPolarItemRendererTests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.xy.junit.CandlestickRendererTests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.xy.junit.ClusteredXYBarRendererTests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.xy.junit.DeviationRendererTests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.xy.junit.HighLowRendererTests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.xy.junit.StackedXYAreaRenderer2Tests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.xy.junit.StandardXYItemRendererTests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.xy.junit.VectorRendererTests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.xy.junit.WindItemRendererTests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.xy.junit.XYAreaRenderer2Tests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.xy.junit.XYBarRendererTests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.xy.junit.XYBarRendererTests::testSerialization2
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.xy.junit.XYBlockRendererTests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.xy.junit.XYBoxAndWhiskerRendererTests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.xy.junit.XYBubbleRendererTests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.xy.junit.XYDifferenceRendererTests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.xy.junit.XYDotRendererTests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.xy.junit.XYErrorRendererTests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.xy.junit.XYErrorRendererTests::testSerialization2
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.xy.junit.XYLine3DRendererTests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.xy.junit.XYLineAndShapeRendererTests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.xy.junit.XYShapeRendererTests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.xy.junit.XYSplineRendererTests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.xy.junit.XYStepAreaRendererTests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.xy.junit.XYStepRendererTests::testSerialization
chart_1f_readResolve__line213_291,Major,major_11,org.jfree.chart.renderer.xy.junit.YIntervalRendererTests::testSerialization
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.annotations.junit.XYBoxAnnotationTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.annotations.junit.XYTitleAnnotationTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.axis.junit.SubCategoryAxisTests::test2275695
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.junit.AreaChartTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.junit.BarChart3DTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.junit.BarChartTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.junit.GanttChartTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.junit.GanttChartTests::testDrawWithNullInfo2
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.junit.LineChart3DTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.junit.LineChartTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.junit.ScatterPlotTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.junit.StackedAreaChartTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.junit.StackedBarChart3DTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.junit.StackedBarChartTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.junit.TimeSeriesChartTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.junit.WaterfallChartTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.junit.XYAreaChartTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.junit.XYBarChartTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.junit.XYLineChartTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.junit.XYStepAreaChartTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.junit.XYStepChartTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.plot.junit.CategoryPlotTests::test1654215
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.plot.junit.CategoryPlotTests::testSerialization3
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.plot.junit.CategoryPlotTests::testSerialization4
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.plot.junit.CombinedDomainCategoryPlotTests::testNotification
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.plot.junit.CombinedDomainXYPlotTests::testNotification
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.plot.junit.CombinedRangeCategoryPlotTests::testNotification
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.plot.junit.CombinedRangeXYPlotTests::testNotification
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.plot.junit.FastScatterPlotTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.plot.junit.XYPlotTests::test1654215
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.plot.junit.XYPlotTests::testDrawRangeGridlines
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.plot.junit.XYPlotTests::testDrawSeriesWithZeroItems
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.plot.junit.XYPlotTests::testSerialization3
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.plot.junit.XYPlotTests::testSerialization4
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testBug1572478Horizontal
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testBug1572478Vertical
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testDrawWithNullMaxOutlier
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testDrawWithNullMaxRegular
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testDrawWithNullMean
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testDrawWithNullMedian
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testDrawWithNullMinOutlier
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testDrawWithNullMinRegular
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testDrawWithNullQ1
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testDrawWithNullQ3
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.category.junit.GroupedStackedBarRendererTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.category.junit.IntervalBarRendererTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.category.junit.LayeredBarRendererTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.category.junit.LevelRendererTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.category.junit.MinMaxCategoryRendererTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullDeviationHorizontal
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullDeviationVertical
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullMeanHorizontal
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullMeanVertical
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.category.junit.StatisticalLineAndShapeRendererTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.xy.junit.StackedXYAreaRenderer2Tests::testDrawWithEmptyDataset
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.xy.junit.StackedXYAreaRendererTests::testBug1593156
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.xy.junit.StackedXYAreaRendererTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.xy.junit.StandardXYItemRendererTests::testNoDisplayedItem
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.xy.junit.XYAreaRenderer2Tests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.xy.junit.XYAreaRendererTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.xy.junit.XYStepAreaRendererTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.xy.junit.XYStepRendererTests::testDrawWithNullInfo
chart_4f_deriveRotationAnchorOffsets__line686_768,Major,major_1,org.jfree.chart.renderer.xy.junit.XYStepRendererTests::testDrawWithNullValue
chart_1f_clipLine__line62_141,Major,major_1,org.jfree.chart.util.junit.LineUtilitiesTests::testClipLine
chart_1f_clipLine__line62_141,Major,major_13,org.jfree.chart.util.junit.LineUtilitiesTests::testClipLine
chart_1f_clipLine__line62_141,Major,major_15,org.jfree.chart.util.junit.LineUtilitiesTests::testClipLine
chart_1f_clipLine__line62_141,Major,major_14,org.jfree.chart.util.junit.LineUtilitiesTests::testClipLine
chart_6f_equals__line1488_1582,Major,major_11,org.jfree.chart.plot.junit.SpiderWebPlotTests::testEquals
chart_6f_equals__line1488_1582,Major,major_13,org.jfree.chart.plot.junit.SpiderWebPlotTests::testCloning
chart_6f_equals__line1488_1582,Major,major_13,org.jfree.chart.plot.junit.SpiderWebPlotTests::testEquals
chart_6f_equals__line1488_1582,Major,major_13,org.jfree.chart.plot.junit.SpiderWebPlotTests::testSerialization
chart_6f_equals__line1488_1582,Major,major_15,org.jfree.chart.plot.junit.SpiderWebPlotTests::testEquals
chart_6f_equals__line1488_1582,Major,major_10,org.jfree.chart.plot.junit.SpiderWebPlotTests::testEquals
chart_6f_equals__line1488_1582,Major,major_12,org.jfree.chart.plot.junit.SpiderWebPlotTests::testEquals
chart_6f_equals__line1488_1582,Major,major_14,org.jfree.chart.plot.junit.SpiderWebPlotTests::testEquals
chart_6f_equals__line1488_1582,Major,major_16,org.jfree.chart.plot.junit.SpiderWebPlotTests::testEquals
chart_26f_drawAxisLine__line517_606,Major,major_1,org.jfree.chart.junit.AreaChartTests::testDrawWithNullInfo
chart_26f_drawAxisLine__line517_606,Major,major_1,org.jfree.chart.junit.BarChartTests::testDrawWithNullInfo
chart_26f_drawAxisLine__line517_606,Major,major_1,org.jfree.chart.junit.GanttChartTests::testDrawWithNullInfo
chart_26f_drawAxisLine__line517_606,Major,major_1,org.jfree.chart.junit.GanttChartTests::testDrawWithNullInfo2
chart_26f_drawAxisLine__line517_606,Major,major_1,org.jfree.chart.junit.LineChartTests::testDrawWithNullInfo
chart_26f_drawAxisLine__line517_606,Major,major_1,org.jfree.chart.junit.StackedAreaChartTests::testDrawWithNullInfo
chart_26f_drawAxisLine__line517_606,Major,major_1,org.jfree.chart.junit.StackedBarChartTests::testDrawWithNullInfo
chart_26f_drawAxisLine__line517_606,Major,major_1,org.jfree.chart.junit.WaterfallChartTests::testDrawWithNullInfo
chart_26f_drawAxisLine__line517_606,Major,major_1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testBug1572478Horizontal
cli_7f_appendUsage__line258_320,Major,major_10,org.apache.commons.cli2.application.CpTest::testHelp
cli_7f_appendUsage__line258_320,Major,major_10,org.apache.commons.cli2.application.CpTest::testNoSource
cli_7f_appendUsage__line258_320,Major,major_10,org.apache.commons.cli2.bug.Bug27575Test::testRequiredOptions
cli_7f_appendUsage__line258_320,Major,major_10,org.apache.commons.cli2.option.ArgumentTest::testAppendUsage
cli_7f_appendUsage__line258_320,Major,major_10,org.apache.commons.cli2.option.ArgumentTest::testAppendUsage_Infinite
cli_7f_appendUsage__line258_320,Major,major_10,org.apache.commons.cli2.option.ArgumentTest::testAppendUsage_InfiniteNoNumbering
cli_7f_appendUsage__line258_320,Major,major_10,org.apache.commons.cli2.option.ArgumentTest::testAppendUsage_InfiniteNoOptional
cli_7f_appendUsage__line258_320,Major,major_10,org.apache.commons.cli2.option.ArgumentTest::testAppendUsage_Minimum
cli_7f_appendUsage__line258_320,Major,major_10,org.apache.commons.cli2.option.ArgumentTest::testProcess_ConsumeNothing
cli_7f_appendUsage__line258_320,Major,major_10,org.apache.commons.cli2.option.ArgumentTest::testSourceDestArgument
