target_id,subject,function,file,start_line,end_line,status,mmlc_returncode,checkout_returncode,compile_returncode,generated_mutants,mutants_log_count,mmlc_elapsed_sec,checkout_elapsed_sec,compile_elapsed_sec,total_elapsed_sec,target_dir,summary_json,log_file
chart_26f_drawAxisLine__line517_606,Chart_26,drawAxisLine,source/org/jfree/chart/axis/ValueAxis.java,517,606,ok,0,0,0,0,0,0.451,3.717,22.416,27.306,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/chart_26f_drawAxisLine__line517_606,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/chart_26f_drawAxisLine__line517_606/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/chart_26f_drawAxisLine__line517_606/run.log
chart_1f_createHotSpotBounds__line1373_1454,Chart_1,createHotSpotBounds,source/org/jfree/chart/renderer/category/BarRenderer.java,1373,1454,ok,0,0,0,0,0,0.456,3.96,30.862,36.057,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/chart_1f_createHotSpotBounds__line1373_1454,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/chart_1f_createHotSpotBounds__line1373_1454/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/chart_1f_createHotSpotBounds__line1373_1454/run.log
cli_7f_appendUsage__line258_320,Cli_7,appendUsage,src/java/org/apache/commons/cli2/option/ArgumentImpl.java,258,320,ok,0,0,0,0,0,0.452,1.357,2.493,4.98,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_7f_appendUsage__line258_320,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_7f_appendUsage__line258_320/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_7f_appendUsage__line258_320/run.log
cli_14f_appendUsage__line298_390,Cli_14,appendUsage,src/java/org/apache/commons/cli2/option/GroupImpl.java,298,390,ok,0,0,0,0,0,0.454,1.332,2.46,4.93,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_14f_appendUsage__line298_390,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_14f_appendUsage__line298_390/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_14f_appendUsage__line298_390/run.log
cli_28f_handleShortAndLongOption__line375_463,Cli_28,handleShortAndLongOption,src/java/org/apache/commons/cli/DefaultParser.java,375,463,ok,0,0,0,0,0,0.448,1.313,2.773,5.216,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_28f_handleShortAndLongOption__line375_463,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_28f_handleShortAndLongOption__line375_463/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_28f_handleShortAndLongOption__line375_463/run.log
cli_7f_wrap__line340_438,Cli_7,wrap,src/java/org/apache/commons/cli2/util/HelpFormatter.java,340,438,ok,0,0,0,0,0,0.481,1.327,2.741,5.206,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_7f_wrap__line340_438,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_7f_wrap__line340_438/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_7f_wrap__line340_438/run.log
cli_40f_flatten__line94_174,Cli_40,flatten,src/main/java/org/apache/commons/cli/PosixParser.java,94,174,ok,0,0,0,0,0,0.45,1.316,2.437,4.874,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_40f_flatten__line94_174,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_40f_flatten__line94_174/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_40f_flatten__line94_174/run.log
cli_40f_parse__line144_244,Cli_40,parse,src/main/java/org/apache/commons/cli/Parser.java,144,244,ok,0,0,0,0,0,0.451,1.323,2.411,4.915,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_40f_parse__line144_244,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_40f_parse__line144_244/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_40f_parse__line144_244/run.log
cli_1f_findWrapPos__line789_833,Cli_1,findWrapPos,src/java/org/apache/commons/cli/HelpFormatter.java,789,833,ok,0,0,0,0,0,0.454,2.337,1.774,5.243,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_1f_findWrapPos__line789_833,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_1f_findWrapPos__line789_833/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_1f_findWrapPos__line789_833/run.log
cli_3f_createValue__line59_101,Cli_3,createValue,src/java/org/apache/commons/cli/TypeHandler.java,59,101,ok,0,0,0,0,0,0.514,2.327,1.806,5.25,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_3f_createValue__line59_101,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_3f_createValue__line59_101/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_3f_createValue__line59_101/run.log
cli_30f_createValue__line60_102,Cli_30,createValue,src/main/java/org/apache/commons/cli/TypeHandler.java,60,102,ok,0,0,0,0,0,0.452,1.32,2.326,4.766,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_30f_createValue__line60_102,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_30f_createValue__line60_102/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_30f_createValue__line60_102/run.log
cli_30f_processProperties__line252_305,Cli_30,processProperties,src/main/java/org/apache/commons/cli/Parser.java,252,305,ok,0,0,0,0,0,0.441,1.318,2.298,4.739,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_30f_processProperties__line252_305,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_30f_processProperties__line252_305/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_30f_processProperties__line252_305/run.log
cli_7f_process__line156_235,Cli_7,process,src/java/org/apache/commons/cli2/option/GroupImpl.java,156,235,ok,0,0,0,0,0,0.454,1.309,2.518,5.01,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_7f_process__line156_235,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_7f_process__line156_235/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_7f_process__line156_235/run.log
cli_1f_parse__line129_220,Cli_1,parse,src/java/org/apache/commons/cli/Parser.java,129,220,ok,0,0,0,0,0,0.455,2.34,1.777,5.252,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_1f_parse__line129_220,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_1f_parse__line129_220/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/cli_1f_parse__line129_220/run.log
closure_47f_tokenToName__line1461_1548,Closure_47,tokenToName,src/com/google/javascript/rhino/Node.java,1461,1548,ok,0,0,0,0,0,0.45,3.789,9.344,14.28,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_47f_tokenToName__line1461_1548,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_47f_tokenToName__line1461_1548/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_47f_tokenToName__line1461_1548/run.log
closure_44f_hasSideEffects__line950_1043,Closure_44,hasSideEffects,lib/rhino/src/mozilla/js/rhino/src/org/mozilla/javascript/Node.java,950,1043,ok,0,0,0,0,0,0.447,3.517,9.221,13.884,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_44f_hasSideEffects__line950_1043,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_44f_hasSideEffects__line950_1043/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_44f_hasSideEffects__line950_1043/run.log
closure_107f_visitAny__line32_113,Closure_107,visitAny,src/com/google/javascript/jscomp/parsing/parser/ParseTreeVisitor.java,32,113,ok,0,0,0,0,0,0.452,3.63,10.566,15.35,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_107f_visitAny__line32_113,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_107f_visitAny__line32_113/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_107f_visitAny__line32_113/run.log
closure_107f_transformAny__line33_114,Closure_107,transformAny,src/com/google/javascript/jscomp/parsing/parser/codegeneration/ParseTreeTransformer.java,33,114,ok,0,0,0,0,0,0.459,3.721,9.744,14.609,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_107f_transformAny__line33_114,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_107f_transformAny__line33_114/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_107f_transformAny__line33_114/run.log
closure_44f_findPrototypeId__line459_537,Closure_44,findPrototypeId,lib/rhino/src/mozilla/js/rhino/xmlimplsrc/org/mozilla/javascript/xmlimpl/XMLObjectImpl.java,459,537,ok,0,0,0,0,0,0.447,3.56,9.022,13.744,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_44f_findPrototypeId__line459_537,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_44f_findPrototypeId__line459_537/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_44f_findPrototypeId__line459_537/run.log
closure_106f_precedence__line605_680,Closure_106,precedence,src/com/google/javascript/jscomp/NodeUtil.java,605,680,ok,0,0,0,33,33,0.45,3.582,17.768,22.543,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_106f_precedence__line605_680,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_106f_precedence__line605_680/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_106f_precedence__line605_680/run.log
closure_44f_bytecodeName__line179_262,Closure_44,bytecodeName,lib/rhino/src/mozilla/js/rhino/src/org/mozilla/javascript/Icode.java,179,262,ok,0,0,0,0,0,0.466,3.28,9.205,13.645,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_44f_bytecodeName__line179_262,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_44f_bytecodeName__line179_262/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_44f_bytecodeName__line179_262/run.log
closure_44f_visit__line381_459,Closure_44,visit,lib/rhino/src/mozilla/js/rhino/src/org/mozilla/javascript/ast/AstNode.java,381,459,ok,0,0,0,0,0,0.521,3.363,9.112,13.631,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_44f_visit__line381_459,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_44f_visit__line381_459/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_44f_visit__line381_459/run.log
closure_125f_precedenceWithDefault__line1179_1254,Closure_125,precedenceWithDefault,src/com/google/javascript/jscomp/NodeUtil.java,1179,1254,ok,0,0,0,0,0,0.486,3.793,9.217,14.218,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_125f_precedenceWithDefault__line1179_1254,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_125f_precedenceWithDefault__line1179_1254/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_125f_precedenceWithDefault__line1179_1254/run.log
closure_46f_mayBeExpression__line487_559,Closure_46,mayBeExpression,src/com/google/javascript/rhino/IR.java,487,559,ok,0,0,0,0,0,0.453,3.295,9.384,13.855,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_46f_mayBeExpression__line487_559,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_46f_mayBeExpression__line487_559/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_46f_mayBeExpression__line487_559/run.log
closure_1f_biggestPowerTen__line180_277,Closure_1,biggestPowerTen,lib/rhino/src/org/mozilla/javascript/v8dtoa/FastDtoa.java,180,277,ok,0,0,0,0,0,0.478,3.832,9.275,14.28,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_1f_biggestPowerTen__line180_277,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_1f_biggestPowerTen__line180_277/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_1f_biggestPowerTen__line180_277/run.log
closure_44f_findInstanceIdInfo__line139_191,Closure_44,findInstanceIdInfo,lib/rhino/src/mozilla/js/rhino/src/org/mozilla/javascript/regexp/NativeRegExpCtor.java,139,191,ok,0,0,0,0,0,0.454,3.684,9.299,14.14,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_44f_findInstanceIdInfo__line139_191,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_44f_findInstanceIdInfo__line139_191/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/closure_44f_findInstanceIdInfo__line139_191/run.log
codec_9f_colognePhonetic__line293_383,Codec_9,colognePhonetic,src/java/org/apache/commons/codec/language/ColognePhonetic.java,293,383,ok,0,0,0,0,0,0.508,0.43,2.807,4.368,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_9f_colognePhonetic__line293_383,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_9f_colognePhonetic__line293_383/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_9f_colognePhonetic__line293_383/run.log
codec_1f_handleG__line418_469,Codec_1,handleG,src/java/org/apache/commons/codec/language/DoubleMetaphone.java,418,469,ok,0,0,0,0,0,0.46,0.378,2.557,4.089,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_1f_handleG__line418_469,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_1f_handleG__line418_469/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_1f_handleG__line418_469/run.log
codec_13f_handleG__line408_461,Codec_13,handleG,src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java,408,461,ok,0,0,0,0,0,0.452,0.493,3.548,5.191,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_13f_handleG__line408_461,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_13f_handleG__line408_461/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_13f_handleG__line408_461/run.log
codec_11f_pattern__line405_496,Codec_11,pattern,src/main/java/org/apache/commons/codec/language/bm/Rule.java,405,496,ok,0,0,0,0,0,0.459,0.464,3.091,4.696,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_11f_pattern__line405_496,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_11f_pattern__line405_496/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_11f_pattern__line405_496/run.log
codec_1f_handleC__line281_330,Codec_1,handleC,src/java/org/apache/commons/codec/language/DoubleMetaphone.java,281,330,ok,0,0,0,0,0,0.448,0.362,2.478,3.984,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_1f_handleC__line281_330,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_1f_handleC__line281_330/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_1f_handleC__line281_330/run.log
codec_1f_handleS__line612_660,Codec_1,handleS,src/java/org/apache/commons/codec/language/DoubleMetaphone.java,612,660,ok,0,0,0,0,0,0.45,0.349,2.374,3.859,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_1f_handleS__line612_660,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_1f_handleS__line612_660/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_1f_handleS__line612_660/run.log
codec_13f_handleS__line597_642,Codec_13,handleS,src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java,597,642,ok,0,0,0,0,0,0.455,0.471,3.531,5.199,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_13f_handleS__line597_642,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_13f_handleS__line597_642/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_13f_handleS__line597_642/run.log
codec_9f_read__line76_117,Codec_9,read,src/java/org/apache/commons/codec/binary/BaseNCodecInputStream.java,76,117,ok,0,0,0,29,29,0.451,0.387,2.733,4.265,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_9f_read__line76_117,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_9f_read__line76_117/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_9f_read__line76_117/run.log
codec_13f_encode__line385_469,Codec_13,encode,src/main/java/org/apache/commons/codec/language/bm/PhoneticEngine.java,385,469,ok,0,0,0,0,0,0.457,0.38,4.016,5.538,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_13f_encode__line385_469,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_13f_encode__line385_469/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_13f_encode__line385_469/run.log
codec_1f_handleJ__line526_556,Codec_1,handleJ,src/java/org/apache/commons/codec/language/DoubleMetaphone.java,526,556,ok,0,0,0,0,0,0.456,0.338,2.366,3.849,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_1f_handleJ__line526_556,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_1f_handleJ__line526_556/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_1f_handleJ__line526_556/run.log
codec_13f_handleJ__line514_545,Codec_13,handleJ,src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java,514,545,ok,0,0,0,0,0,0.456,0.475,3.494,5.105,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_13f_handleJ__line514_545,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_13f_handleJ__line514_545/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_13f_handleJ__line514_545/run.log
codec_17f_transcodeRemaining__line118_167,Codec_17,transcodeRemaining,src/main/java/org/apache/commons/codec/language/Nysiis.java,118,167,ok,0,0,0,14,14,0.455,0.407,4.767,6.316,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_17f_transcodeRemaining__line118_167,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_17f_transcodeRemaining__line118_167/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/codec_17f_transcodeRemaining__line118_167/run.log
collections_1f_put__line255_331,Collections_1,put,src/java/org/apache/commons/collections/map/Flat3Map.java,255,331,ok,0,0,0,0,0,0.497,1.587,8.027,10.767,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/collections_1f_put__line255_331,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/collections_1f_put__line255_331/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/collections_1f_put__line255_331/run.log
collections_17f_put__line254_330,Collections_17,put,src/main/java/org/apache/commons/collections/map/Flat3Map.java,254,330,ok,0,0,0,34,34,0.448,2.649,8.004,11.828,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/collections_17f_put__line254_330,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/collections_17f_put__line254_330/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/collections_17f_put__line254_330/run.log
collections_21f_put__line290_366,Collections_21,put,src/main/java/org/apache/commons/collections4/map/Flat3Map.java,290,366,ok,0,0,0,34,34,0.446,2.628,7.939,11.692,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/collections_21f_put__line290_366,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/collections_21f_put__line290_366/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/collections_21f_put__line290_366/run.log
collections_17f_size__line1027_1058,Collections_17,size,src/main/java/org/apache/commons/collections/CollectionUtils.java,1027,1058,ok,0,0,0,0,0,0.443,2.625,7.616,11.381,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/collections_17f_size__line1027_1058,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/collections_17f_size__line1027_1058/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/collections_17f_size__line1027_1058/run.log
collections_22f_size__line1301_1332,Collections_22,size,src/main/java/org/apache/commons/collections4/CollectionUtils.java,1301,1332,ok,0,0,0,0,0,0.439,1.59,8.34,11.065,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/collections_22f_size__line1301_1332,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/collections_22f_size__line1301_1332/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/collections_22f_size__line1301_1332/run.log
collections_1f_swapPosition__line1043_1135,Collections_1,swapPosition,src/java/org/apache/commons/collections/DoubleOrderedMap.java,1043,1135,ok,0,0,0,0,0,0.447,1.588,7.571,10.291,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/collections_1f_swapPosition__line1043_1135,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/collections_1f_swapPosition__line1043_1135/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_with_exports/targets/collections_1f_swapPosition__line1043_1135/run.log
